"Description: ","Standardised Precipitation-Evapotranspiration Index"
"Station: ","9423001"
"Latitude: ","-39.1"
"Longitude: ","-72.3833"
"Climpact_version: ","3.2.0"
"Date_of_calculation: ","2024-06-26"
time, spei
1979-01, -99.9
1979-02, -99.9
1979-03, -99.9
1979-04, -99.9
1979-05, -99.9
1979-06, -99.9
1979-07, -99.9
1979-08, -99.9
1979-09, -99.9
1979-10, -99.9
1979-11, -99.9
1979-12, 0.402899704819658
1980-01, 0.302374783759632
1980-02, 0.692210538324009
1980-03, 0.804153570547488
1980-04, 1.32665314035995
1980-05, 1.70457818196152
1980-06, 1.91720804438459
1980-07, 1.84422017939774
1980-08, 1.61933558305444
1980-09, 1.48198599956004
1980-10, 1.22607270829659
1980-11, 1.0502573786672
1980-12, 1.00511541776559
1981-01, 1.25477594981512
1981-02, 0.92978227762393
1981-03, 1.08309943787844
1981-04, 0.838369524936757
1981-05, 1.20775304391708
1981-06, 1.05394883015498
1981-07, 0.862130637966809
1981-08, 0.795068142733146
1981-09, 1.14748827912836
1981-10, 1.26013950103145
1981-11, 1.20989276335108
1981-12, 1.13638660943187
1982-01, 1.01144060925202
1982-02, 1.15917599299838
1982-03, 1.13335681056132
1982-04, 0.831025375431268
1982-05, 0.0639895559699787
1982-06, 0.59816823805901
1982-07, 1.21282106585319
1982-08, 1.27064788026206
1982-09, 1.31087670917145
1982-10, 1.4708151282715
1982-11, 1.55035954107401
1982-12, 1.49794137300832
1983-01, 1.42783402996685
1983-02, 1.31550706113944
1983-03, 1.30510663913078
1983-04, 1.4613603482589
1983-05, 1.27472626626991
1983-06, 1.00123280998085
1983-07, 0.500971615137613
1983-08, 0.376395726953825
1983-09, 0.443895931661269
1983-10, 0.293822829870382
1983-11, 0.0458109481049124
1983-12, -0.00647355082883321
1984-01, 0.00265044369748058
1984-02, 0.121448873220377
1984-03, 0.0906431411114849
1984-04, -0.0759033889263662
1984-05, 0.660032212945184
1984-06, 1.06277034330315
1984-07, 1.26594825219271
1984-08, 1.14585909535688
1984-09, 0.974496060168355
1984-10, 1.25390025762672
1984-11, 1.36380263072752
1984-12, 1.42436973934159
1985-01, 1.44597194219547
1985-02, 1.42833568558082
1985-03, 1.44073580017111
1985-04, 1.62152188177573
1985-05, 1.65182745214657
1985-06, 1.27753753432304
1985-07, 0.813910629564607
1985-08, 0.886414863068254
1985-09, 0.968811079088342
1985-10, 0.688378600191958
1985-11, 0.702139286879763
1985-12, 0.647032497745351
1986-01, 0.571355829240037
1986-02, 0.700112556178793
1986-03, 0.759823686206997
1986-04, 0.79022805015488
1986-05, 0.59821061642842
1986-06, 0.945145601558208
1986-07, 0.748569573507089
1986-08, 1.11470327742613
1986-09, 0.974180592988341
1986-10, 0.913533862526542
1986-11, 1.12879808444942
1986-12, 1.11220460318381
1987-01, 1.00528566949024
1987-02, 0.826270623803443
1987-03, 0.918418469284506
1987-04, 0.592076487751
1987-05, 0.21828162919695
1987-06, -0.365408004223605
1987-07, 0.481945670430654
1987-08, 0.31337583375452
1987-09, 0.327682097855969
1987-10, 0.515389796163377
1987-11, 0.136192942814848
1987-12, 0.189928282054673
1988-01, 0.316211402161171
1988-02, 0.225751692216148
1988-03, 0.188379687726875
1988-04, 0.191642506784029
1988-05, -0.0504699754006248
1988-06, 0.567810366410423
1988-07, -0.120453306457445
1988-08, 0.168622774011329
1988-09, 0.0228181616672203
1988-10, 0.0606983128984183
1988-11, -0.0740093585399989
1988-12, -0.0614008696466115
1989-01, -0.188497869261149
1989-02, -0.157821545721062
1989-03, -0.326431900637231
1989-04, -0.479486429805595
1989-05, -0.550920567245544
1989-06, -0.324468591922752
1989-07, 0.0616251519522481
1989-08, -0.103073072936155
1989-09, -0.133722617523582
1989-10, -0.374831662584119
1989-11, -0.314313900268251
1989-12, -0.0469200093983381
1990-01, -0.112939230164116
1990-02, 0.0139528804699624
1990-03, 0.323475127957561
1990-04, 0.680675508554841
1990-05, 1.20984667707455
1990-06, 0.700143443707457
1990-07, 0.346013319111509
1990-08, 0.241548897531997
1990-09, 0.794047316850731
1990-10, 0.897605530848491
1990-11, 0.930034535742696
1990-12, 0.529459738078107
1991-01, 0.560001734540837
1991-02, 0.416653645926191
1991-03, 0.243208421744511
1991-04, 0.0533590269700746
1991-05, 0.60149219193206
1991-06, 0.720806166335379
1991-07, 1.13475642791229
1991-08, 1.21918970542257
1991-09, 0.993120534107993
1991-10, 1.03706923686712
1991-11, 1.01697729467915
1991-12, 1.37910930009321
1992-01, 1.32898428596679
1992-02, 1.37121924648462
1992-03, 1.51172131091449
1992-04, 1.51548924918692
1992-05, 1.44312406389241
1992-06, 1.65126719525748
1992-07, 1.22465079420506
1992-08, 1.03017193898416
1992-09, 1.12201529980353
1992-10, 1.16995859916138
1992-11, 1.22839875751773
1992-12, 1.02030743616448
1993-01, 1.06670348841572
1993-02, 1.04748117572732
1993-03, 0.957668813292296
1993-04, 1.10285876771986
1993-05, 1.25809365809597
1993-06, 1.49474492197619
1993-07, 1.83777355761834
1993-08, 1.93792978367183
1993-09, 1.85543620833841
1993-10, 1.77885655941552
1993-11, 1.79029400713081
1993-12, 1.79704814105379
1994-01, 1.76817765469023
1994-02, 1.83503101604695
1994-03, 1.68423476816175
1994-04, 1.60659044824512
1994-05, 1.04002781507523
1994-06, 0.940155561504107
1994-07, 0.951251570044856
1994-08, 0.76710348205987
1994-09, 0.984223152582145
1994-10, 1.0378095421229
1994-11, 1.07489474805171
1994-12, 1.08938249462386
1995-01, 1.15758037848782
1995-02, 1.14947575257678
1995-03, 1.15243606239741
1995-04, 1.16342595615191
1995-05, 1.06918309945263
1995-06, 1.32930041997329
1995-07, 1.21161172588771
1995-08, 1.56487788525934
1995-09, 1.48539568033261
1995-10, 1.42940985703664
1995-11, 1.23536532424647
1995-12, 0.964092880968669
1996-01, 0.88351848103342
1996-02, 1.00016974005664
1996-03, 1.12503631884943
1996-04, 0.94341975481992
1996-05, 1.24910934496757
1996-06, 0.655081342823892
1996-07, 0.0886348246202428
1996-08, 0.0236012278964962
1996-09, -0.118547688102006
1996-10, -0.151142178922302
1996-11, 0.00389463263189583
1996-12, 0.166692150518037
1997-01, 0.204696804796265
1997-02, 0.127379593212851
1997-03, -0.0826262984741465
1997-04, 0.316762773000678
1997-05, 0.379789003699124
1997-06, 1.01508392653925
1997-07, 1.42512961893458
1997-08, 1.35150946743267
1997-09, 1.52019765844381
1997-10, 1.62786932483935
1997-11, 1.69644028014814
1997-12, 1.75625330907868
1998-01, 1.64488072483624
1998-02, 1.64289034217048
1998-03, 1.6384532367435
1998-04, 1.26365774353896
1998-05, 0.988516283468932
1998-06, 0.337662486521418
1998-07, -0.362497204700919
1998-08, -0.59808661202729
1998-09, -0.896022278937199
1998-10, -1.45899417571846
1998-11, -1.84284096453412
1998-12, -1.88733786758027
1999-01, -1.89121406287303
1999-02, -1.84703893326985
1999-03, -1.78148219025238
