"Description: ","Standardised Precipitation-Evapotranspiration Index"
"Station: ","9423001"
"Latitude: ","-39.1"
"Longitude: ","-72.3833"
"Climpact_version: ","3.2.0"
"Date_of_calculation: ","2024-06-26"
time, spei
1979-01, -99.9
1979-02, -99.9
1979-03, -1.2545425284966
1979-04, -1.79461669936986
1979-05, -0.682370956135567
1979-06, -1.10913356430474
1979-07, -0.131438904607142
1979-08, 0.804737579349342
1979-09, 1.75119193065023
1979-10, 2.04187719223771
1979-11, 0.991248925669068
1979-12, 1.00361028466085
1980-01, 0.629608769579305
1980-02, 1.60963572574337
1980-03, 1.14663412029902
1980-04, 2.21130079661037
1980-05, 1.59853642252814
1980-06, 1.62185450493435
1980-07, 1.16593771951242
1980-08, 0.67277963480356
1980-09, 0.324197475282291
1980-10, -1.12246758704516
1980-11, -1.68497364215744
1980-12, -0.977967663248399
1981-01, 1.00697547733785
1981-02, 1.2398637687265
1981-03, 1.72336872708525
1981-04, 0.953401595890524
1981-05, 1.87493881108195
1981-06, 1.53969870460092
1981-07, 1.12486835059088
1981-08, -0.388397373462132
1981-09, 0.594211974184618
1981-10, 0.571935332260532
1981-11, 0.0247511477356629
1981-12, -0.853167588342188
1982-01, -0.135305315925585
1982-02, 1.01469721513457
1982-03, 1.71688732374811
1982-04, 0.234450661188707
1982-05, 0.302099028339268
1982-06, 0.686905980163474
1982-07, 1.58098978937391
1982-08, 1.78645121326676
1982-09, 2.0116168935574
1982-10, 1.56960520374568
1982-11, 1.36862350278644
1982-12, 0.231400477616105
1983-01, -0.320574933579686
1983-02, -0.905231597685344
1983-03, 0.0907570539415051
1983-04, 0.346683059344689
1983-05, 0.181099532388982
1983-06, -0.152033141951602
1983-07, -0.0135983944371755
1983-08, 0.155784527711278
1983-09, 1.08028663317823
1983-10, 0.883014907269753
1983-11, 0.394967331715478
1983-12, -1.18068556126793
1984-01, -1.13750307711154
1984-02, -0.00521259010663293
1984-03, 0.811551047542904
1984-04, 0.157696848129063
1984-05, 1.08488095427322
1984-06, 1.4216854997283
1984-07, 1.7986586698744
1984-08, 1.13243562320527
1984-09, 0.850375961857314
1984-10, 0.714935839938888
1984-11, 1.33837683793737
1984-12, 0.960880975682876
1985-01, 0.146906813173851
1985-02, 0.267314007552275
1985-03, 0.894305432733437
1985-04, 0.985089871842521
1985-05, 1.50053535496987
1985-06, 1.12371226904714
1985-07, 0.597192444332852
1985-08, -0.898594270206027
1985-09, -0.138340833118306
1985-10, 0.0860477466106341
1985-11, 0.735343870709734
1985-12, -0.0548755115410031
1986-01, -0.0296472599371813
1986-02, 0.621319291465655
1986-03, 1.69984676366533
1986-04, 1.73781352452784
1986-05, 1.33541743047134
1986-06, 1.31088272610048
1986-07, 0.420849086107762
1986-08, 0.328554230449512
1986-09, -0.0594744983345514
1986-10, 0.623159626266053
1986-11, 0.815155768651023
1986-12, 0.686466686964776
1987-01, 0.791144816177417
1987-02, -1.03164871311215
1987-03, 0.35762841745114
1987-04, 0.322472489304011
1987-05, 0.244690090491459
1987-06, -1.23519515806012
1987-07, 0.0989946696680636
1987-08, 0.416674786029507
1987-09, 1.32617723841899
1987-10, 0.610822661368635
1987-11, 0.235209103924052
1987-12, 0.376598645690893
1988-01, 0.281275733788197
1988-02, -0.0604241870232912
1988-03, 0.488409353456088
1988-04, -0.0674457551753054
1988-05, -0.519468381209172
1988-06, -0.412142177843335
1988-07, -0.582160339213132
1988-08, 0.712400626308203
1988-09, 0.16814602999257
1988-10, 1.03392860649044
1988-11, -0.58582438133528
1988-12, 0.199539879042166
1989-01, -0.447652850364667
1989-02, 0.0166318334100602
1989-03, -0.785458366456433
1989-04, -1.18218764049975
1989-05, -1.74314768961312
1989-06, -0.45580609788841
1989-07, 0.245793292387811
1989-08, 1.29647150256576
1989-09, 0.552475792707976
1989-10, -0.442623514237604
1989-11, -1.2514020001501
1989-12, 0.550157709012795
1990-01, 0.88504828670163
1990-02, 1.7237120028772
1990-03, 1.44347567483273
1990-04, 1.83330394596586
1990-05, 1.17035749431717
1990-06, 0.272615463107674
1990-07, -0.517666986911695
1990-08, -0.815579977266513
1990-09, 0.774483189950916
1990-10, 1.40751568907799
1990-11, 1.18153167885273
1990-12, -0.262656160647532
1991-01, -0.406396432232066
1991-02, -0.435903070292587
1991-03, -0.177489052173498
1991-04, 0.304113181549537
1991-05, 1.35685252417998
1991-06, 0.995899563279503
1991-07, 1.21972885241282
1991-08, 0.660421831527961
1991-09, 1.36320215062825
1991-10, 0.941309928481395
1991-11, 0.384726222762942
1991-12, 1.42822897858289
1992-01, 1.45911202403086
1992-02, 1.63713972134253
1992-03, 0.875738800756476
1992-04, 1.15269643422895
1992-05, 1.47477476428137
1992-06, 1.26968845914474
1992-07, 0.718694396316688
1992-08, -0.467463032648615
1992-09, -0.427839305304454
1992-10, 0.583703097046751
1992-11, 1.21000892828799
1992-12, 1.24185073585879
1993-01, 1.1953721187314
1993-02, 0.821815541637879
1993-03, 0.466736789112803
1993-04, 1.31166993403162
1993-05, 1.71571481156834
1993-06, 1.90283515500563
1993-07, 1.92249659993628
1993-08, 1.55359212279438
1993-09, 1.00565689680841
1993-10, 0.1279174026037
1993-11, 0.390869091627994
1993-12, 0.997555706366077
1994-01, 0.925316669305124
1994-02, 0.336291544040046
1994-03, -0.683959641994211
1994-04, 0.316625757728201
1994-05, 0.187195139399535
1994-06, 0.771151114124882
1994-07, 1.05984578837816
1994-08, 1.07553996041514
1994-09, 1.09664137856867
1994-10, 0.375168202802326
1994-11, 1.49545826496769
1994-12, 1.46543608653497
1995-01, 1.74528606653628
1995-02, 0.881953161330823
1995-03, -0.254867171127005
1995-04, 0.361765621390377
1995-05, -0.0810907376283191
1995-06, 1.05526387414326
1995-07, 1.10933459886264
1995-08, 1.94956893678328
1995-09, 1.4726673537782
1995-10, 1.25722385163215
1995-11, 0.0196437673781348
1995-12, -0.544457682485701
1996-01, -0.984288277847889
1996-02, -0.500303772708576
1996-03, 0.939541767101275
1996-04, 0.691807939023598
1996-05, 0.542911916122385
1996-06, 0.024198793401937
1996-07, -0.410606304062245
1996-08, -0.163914616459149
1996-09, -0.188695638043701
1996-10, 0.465317439358508
1996-11, -0.0754035740552926
1996-12, 0.500745441065541
1997-01, 0.800215901914187
1997-02, 0.613297287626644
1997-03, -0.353642778150823
1997-04, 1.18389290564317
1997-05, 0.901916772864578
1997-06, 1.60997367322488
1997-07, 1.4478647708877
1997-08, 1.69001342825214
1997-09, 1.34452013940566
1997-10, 1.36711761172671
1997-11, 1.62238520067716
1997-12, 1.59345983221082
1998-01, 0.8540363671899
1998-02, -0.443138255138825
1998-03, -1.30805659167435
1998-04, -0.954384280798005
1998-05, -1.04736938467746
1998-06, -1.25341284604736
1998-07, -1.33414213651242
1998-08, -1.21811508035028
1998-09, -1.4561354894061
1998-10, -1.90036170158901
1998-11, -1.95784618161498
1998-12, -1.88534191904741
1999-01, -1.64868511934717
