"Description: ","Standardised Precipitation-Evapotranspiration Index"
"Station: ","9433001"
"Latitude: ","-39.15"
"Longitude: ","-72.6667"
"Climpact_version: ","3.2.0"
"Date_of_calculation: ","2024-06-26"
time, spei
1979-01, -99.9
1979-02, -99.9
1979-03, -99.9
1979-04, -99.9
1979-05, -99.9
1979-06, -99.9
1979-07, -99.9
1979-08, -99.9
1979-09, -99.9
1979-10, -99.9
1979-11, -99.9
1979-12, 1.3954576050727
1980-01, 1.32374129022197
1980-02, 1.67472788073058
1980-03, 1.80813426938032
1980-04, 2.28396415075784
1980-05, 2.40872614129534
1980-06, 2.53672265582054
1980-07, 2.49756633250366
1980-08, 2.36130048359386
1980-09, 2.40914388795162
1980-10, 2.19330644568742
1980-11, 2.0021191643034
1980-12, 1.98022790339517
1981-01, 2.14906390927945
1981-02, 2.01365575338693
1981-03, 1.92286224674645
1981-04, 1.69637527023431
1981-05, 1.45580728611171
1981-06, 1.17985517312589
1981-07, 0.858983060563256
1981-08, 0.635977465717748
1981-09, 0.736311083690804
1981-10, 0.865009817511356
1981-11, 0.819798666152722
1981-12, 0.630305440954342
1982-01, 0.581822083374935
1982-02, 0.683115176367645
1982-03, 0.646170145044392
1982-04, 0.224649306517218
1982-05, -0.153523353212036
1982-06, 0.371991306912111
1982-07, 0.927056001374517
1982-08, 1.01359270112009
1982-09, 1.12278099986874
1982-10, 1.37317831452452
1982-11, 1.4881231553614
1982-12, 1.35878982541533
1983-01, 1.14852969239122
1983-02, 1.0336416375363
1983-03, 1.03911188815675
1983-04, 1.18664502777543
1983-05, 0.941382567768984
1983-06, 0.710911084428373
1983-07, 0.339987369503002
1983-08, 0.243553725167269
1983-09, 0.293456166624765
1983-10, 0.0772016332135686
1983-11, -0.242544475113944
1983-12, -0.316003440263947
1984-01, -0.355919946032069
1984-02, -0.246457209409277
1984-03, -0.333722303540889
1984-04, -0.472136953089777
1984-05, 0.240896996852309
1984-06, 0.576614679161869
1984-07, 0.87274876313624
1984-08, 0.742959101196019
1984-09, 0.595753378593321
1984-10, 0.986651943004669
1984-11, 1.1066215413659
1984-12, 1.13520963397631
1985-01, 1.200333896977
1985-02, 1.14943801290228
1985-03, 1.24085059689431
1985-04, 1.35965021178114
1985-05, 1.42862640158692
1985-06, 1.29121089966783
1985-07, 0.877546469000555
1985-08, 0.989224497446546
1985-09, 0.9637891291727
1985-10, 0.486054105833828
1985-11, 0.537484992097922
1985-12, 0.435883588687906
1986-01, 0.322307406643509
1986-02, 0.491932851854991
1986-03, 0.604960129027512
1986-04, 0.646372838043922
1986-05, 0.52512261883209
1986-06, 0.692978276165376
1986-07, 0.601510131817983
1986-08, 0.962496642920896
1986-09, 0.80051064803103
1986-10, 0.751980244104269
1986-11, 0.94617022031648
1986-12, 0.910850198286511
1987-01, 0.801033946099719
1987-02, 0.565897976079481
1987-03, 0.530996987896228
1987-04, 0.291895986829036
1987-05, -0.156929495719146
1987-06, -0.737379067435755
1987-07, 0.0127892493246661
1987-08, -0.0892874620686939
1987-09, -0.0296079623502201
1987-10, 0.188067920143995
1987-11, -0.0823563896482708
1987-12, -0.0987886469187081
1988-01, 0.0238977279759213
1988-02, -0.0778402494638442
1988-03, -0.0242270820552005
1988-04, -0.050960806278164
1988-05, -0.173983998834293
1988-06, 0.424684474725578
1988-07, -0.331003207042822
1988-08, -0.168254809336519
1988-09, -0.314563303829906
1988-10, -0.303611296663585
1988-11, -0.376679755075598
1988-12, -0.377488017387062
1989-01, -0.50407479192245
1989-02, -0.469478627247439
1989-03, -0.597504198904902
1989-04, -0.710962062126378
1989-05, -0.761556300264899
1989-06, -0.620485622952642
1989-07, -0.141363526962049
1989-08, -0.284688770047882
1989-09, -0.395593234440161
1989-10, -0.656017589400093
1989-11, -0.614644417752357
1989-12, -0.287730027493226
1990-01, -0.327528137444795
1990-02, -0.221982199253172
1990-03, 0.0246334118501609
1990-04, 0.364934932436763
1990-05, 1.10849593456115
1990-06, 0.857187673205801
1990-07, 0.532079832649514
1990-08, 0.460642322557998
1990-09, 0.968298000945697
1990-10, 1.05296833842287
1990-11, 1.07404461011995
1990-12, 0.615073431606052
1991-01, 0.653081013545855
1991-02, 0.52051938647388
1991-03, 0.419549702547474
1991-04, 0.277593556604497
1991-05, 0.567965595074862
1991-06, 0.549200518614216
1991-07, 0.96322378250231
1991-08, 0.990734805213067
1991-09, 0.792561545120228
1991-10, 0.704996527163266
1991-11, 0.753772903311547
1991-12, 1.11890925426807
1992-01, 1.05282451796376
1992-02, 1.09909033770071
1992-03, 1.20751642250409
1992-04, 1.21128120658995
1992-05, 1.00514221016641
1992-06, 1.39286004649984
1992-07, 1.02575669874072
1992-08, 0.890378252882782
1992-09, 0.871707866707306
1992-10, 1.02476075504569
1992-11, 1.0091784965967
1992-12, 0.760744207299547
1993-01, 0.795239525171194
1993-02, 0.740921506934652
1993-03, 0.637856544346582
1993-04, 0.904929582956412
1993-05, 1.16393257026069
1993-06, 1.18735054563313
1993-07, 1.47900874425568
1993-08, 1.4974565254689
1993-09, 1.38746835075539
1993-10, 1.20975345770829
1993-11, 1.29954603336881
1993-12, 1.21539322269093
1994-01, 1.16164296888808
1994-02, 1.20898641627534
1994-03, 1.04637253463222
1994-04, 0.678071948128966
1994-05, 0.257917036282789
1994-06, 0.335127879123011
1994-07, 0.159449178564419
1994-08, 0.195067915405668
1994-09, 0.33077524185461
1994-10, 0.541613495403787
1994-11, 0.553368220319212
1994-12, 0.597382234848688
1995-01, 0.712907803909295
1995-02, 0.666340076371104
1995-03, 0.717143542051254
1995-04, 0.833473984138376
1995-05, 0.719888872655663
1995-06, 0.935740499792994
1995-07, 0.954906089680961
1995-08, 1.39569119791615
1995-09, 1.33544699390824
1995-10, 1.24417098099626
1995-11, 1.07937757980551
1995-12, 0.637280339737933
1996-01, 0.487524791827855
1996-02, 0.592301491319791
1996-03, 0.732940080108156
1996-04, 0.539050262138767
1996-05, 1.01501166874634
1996-06, 0.472749956957477
1996-07, -0.145082503452852
1996-08, -0.328580895709426
1996-09, -0.409136373402397
1996-10, -0.541017496422894
1996-11, -0.358538435773389
1996-12, -0.197828662546722
1997-01, -0.135269020096099
1997-02, -0.199095971791755
1997-03, -0.415183530106009
1997-04, 0.0268684838086763
1997-05, 0.0043313477436448
1997-06, 0.891830310324526
1997-07, 1.47345804452865
1997-08, 1.4059649394498
1997-09, 1.51521074751982
1997-10, 1.67420273377117
1997-11, 1.74084623630445
1997-12, 1.79198763405484
1998-01, 1.69070024618127
1998-02, 1.69527653099988
1998-03, 1.71235835822129
1998-04, 1.31894538493616
1998-05, 1.18087378016994
1998-06, 0.597425859951456
1998-07, -0.367087001657309
1998-08, -0.607594005418814
1998-09, -0.716943107119331
1998-10, -1.23846039407922
1998-11, -1.5225497401024
1998-12, -1.55087643175493
1999-01, -1.60511914726029
1999-02, -1.51890353823095
1999-03, -1.41763485278802
1999-04, -1.46578144053081
1999-05, -1.31811828052736
1999-06, -0.953332742659656
1999-07, -0.806062826040296
1999-08, -0.875374111666014
1999-09, -0.491279770338808
1999-10, -0.382037599360793
1999-11, -0.377862626829874
1999-12, -0.507156341931429
2000-01, -0.456549862178645
2000-02, -0.106446182655194
2000-03, -0.221755861280195
2000-04, -0.0750251501696063
2000-05, -0.263897220516298
2000-06, 0.597673798762684
2000-07, 0.415928880347469
2000-08, 0.541469273739968
2000-09, 0.454168476521922
2000-10, 0.535576703410175
2000-11, 0.657261806670144
2000-12, 0.608528418419514
2001-01, 0.791497565299135
2001-02, 0.34309082803939
2001-03, 0.478221919217474
2001-04, 0.377258555531653
2001-05, 0.933436966878819
2001-06, 0.275669257400551
2001-07, 0.96423486563394
2001-08, 0.972384005424851
2001-09, 0.672059089520444
2001-10, 0.588791439945624
2001-11, 0.623484590966327
2001-12, 0.403211087071089
2002-01, 0.11235464056527
2002-02, 0.124234176071806
2002-03, 0.239468657628306
2002-04, 0.283163856217024
2002-05, 0.309907824383872
2002-06, -0.249030635627096
2002-07, -0.966501552983435
2002-08, -0.630373319941336
2002-09, -0.212979292732609
2002-10, 0.781104647642102
2002-11, 0.95378196662889
2002-12, 1.14300771763151
2003-01, 1.15954755666118
2003-02, 1.13918426201641
2003-03, 0.970837926218773
2003-04, 0.779488363007655
2003-05, 0.164213357712078
2003-06, 0.943324942673144
2003-07, 0.941319427049224
2003-08, 0.578198067151663
2003-09, 0.540359559456114
2003-10, -0.35133349312039
2003-11, -0.451298819105783
2003-12, -0.577135241635799
2004-01, -0.655311454166335
2004-02, -0.684692834921924
2004-03, -0.551620381654536
2004-04, -0.26521691319797
2004-05, -0.259015868578524
2004-06, -0.796228245431562
2004-07, -0.358490099496149
2004-08, -0.135396831560223
2004-09, -0.367145284540045
2004-10, -0.223751702430496
2004-11, -0.214227972128137
2004-12, -0.315099444045135
2005-01, -0.266620642887639
2005-02, -0.369969640893063
2005-03, -0.409336832081153
2005-04, -0.689583959617603
2005-05, 0.57600393445379
2005-06, 0.646539461729974
2005-07, 0.441665884057026
2005-08, 0.636303272663163
2005-09, 0.422349150398654
2005-10, 0.240959604349575
2005-11, 0.419701154453332
2005-12, 0.40491313520631
