"Description: ","Standardised Precipitation Index"
"Station: ","9433001"
"Latitude: ","-39.15"
"Longitude: ","-72.6667"
"Climpact_version: ","3.2.0"
"Date_of_calculation: ","2024-06-26"
time, spi
1979-01, -99.9
1979-02, -99.9
1979-03, -99.9
1979-04, -99.9
1979-05, -99.9
1979-06, -99.9
1979-07, -99.9
1979-08, -99.9
1979-09, -99.9
1979-10, -99.9
1979-11, -99.9
1979-12, -99.9
1980-01, -99.9
1980-02, -99.9
1980-03, -99.9
1980-04, -99.9
1980-05, -99.9
1980-06, -99.9
1980-07, -99.9
1980-08, -99.9
1980-09, -99.9
1980-10, -99.9
1980-11, -99.9
1980-12, 1.98835449856418
1981-01, 2.03193258160179
1981-02, 2.05342370764556
1981-03, 2.15901959366877
1981-04, 2.34054006269805
1981-05, 2.57983351815779
1981-06, 2.65710777745501
1981-07, 2.38252790145102
1981-08, 2.07600608863858
1981-09, 2.03790999353363
1981-10, 1.93854789390048
1981-11, 1.75219000378333
1981-12, 1.52776492465752
1982-01, 1.64294972441136
1982-02, 1.55027593263956
1982-03, 1.52051156510374
1982-04, 1.18803765557354
1982-05, 0.830950703221106
1982-06, 0.841351882861186
1982-07, 0.974636295697474
1982-08, 0.891083688876506
1982-09, 1.03409747077357
1982-10, 1.24649287780485
1982-11, 1.28836702891985
1982-12, 1.08068365276766
1983-01, 0.98912524157962
1983-02, 0.992735799492942
1983-03, 0.980876523277491
1983-04, 0.888933035213638
1983-05, 0.482685236356628
1983-06, 0.565205794964609
1983-07, 0.718812599419085
1983-08, 0.730473566395545
1983-09, 0.85321465718465
1983-10, 0.916896709741328
1983-11, 0.877549503457494
1983-12, 0.749500352851209
1984-01, 0.608055251758844
1984-02, 0.613930083295527
1984-03, 0.574967284121697
1984-04, 0.626114662547112
1984-05, 0.797992017073246
1984-06, 0.787282350582609
1984-07, 0.790076906789442
1984-08, 0.65458415331569
1984-09, 0.632180809894251
1984-10, 0.746399941565767
1984-11, 0.677580924941605
1984-12, 0.625766683250695
1985-01, 0.62786005054754
1985-02, 0.666742263717791
1985-03, 0.673530190172728
1985-04, 0.695892080589476
1985-05, 1.1134192802739
1985-06, 1.14885839345389
1985-07, 1.06397172743422
1985-08, 1.04952686724423
1985-09, 0.977693036935726
1985-10, 0.921981263830498
1985-11, 1.01752502007334
1985-12, 0.938075456030239
1986-01, 0.914763119381429
1986-02, 0.980810964014176
1986-03, 1.0744602672528
1986-04, 1.19173630690732
1986-05, 1.17751856462071
1986-06, 1.12076042269821
1986-07, 0.799152403777538
1986-08, 1.09504755870653
1986-09, 0.990181064967034
1986-10, 0.724575189917686
1986-11, 0.856345733638983
1986-12, 0.771166257761496
1987-01, 0.676189160996157
1987-02, 0.673645736206436
1987-03, 0.715943442988169
1987-04, 0.659810838420079
1987-05, 0.266138448452854
1987-06, 0.0407178702180373
1987-07, 0.378594084706426
1987-08, 0.559871430570016
1987-09, 0.505872995865315
1987-10, 0.582474208350114
1987-11, 0.539263276017625
1987-12, 0.491535306951738
1988-01, 0.487829208179013
1988-02, 0.375661353546174
1988-03, 0.367223894197602
1988-04, 0.265697187405295
1988-05, -0.144105370596312
1988-06, -0.119235803704538
1988-07, -0.131735401769307
1988-08, -0.11416263160987
1988-09, -0.113893754317507
1988-10, -0.0216075061449615
1988-11, -0.204292731741192
1988-12, -0.181467948946446
1989-01, -0.186951298193258
1989-02, -0.190813575086877
1989-03, -0.286172805705023
1989-04, -0.355001694393455
1989-05, -0.519197544284711
1989-06, -0.0797032157094336
1989-07, -0.233681741110668
1989-08, -0.229540678613249
1989-09, -0.315075587185947
1989-10, -0.449918177414784
1989-11, -0.478871673576945
1989-12, -0.294136962832612
1990-01, -0.36871969251112
1990-02, -0.275669973128781
1990-03, -0.232993329300414
1990-04, -0.0932900160374677
1990-05, 0.322254334138336
1990-06, 0.193770459771958
1990-07, 0.243348715910726
1990-08, 0.133035027644769
1990-09, 0.426589578934537
1990-10, 0.353196546961345
1990-11, 0.376006213799289
1990-12, 0.277191760292357
1991-01, 0.263013102284892
1991-02, 0.275027415168158
1991-03, 0.320464603219552
1991-04, 0.460018732582513
1991-05, 1.01214292313039
1991-06, 0.776337429759131
1991-07, 0.866186325724912
1991-08, 0.848120158765474
1991-09, 1.02681807566942
1991-10, 1.0315050692616
1991-11, 1.06834577729077
1991-12, 0.985028068151457
1992-01, 0.974441345595277
1992-02, 0.928657345800735
1992-03, 0.933800550484609
1992-04, 0.90044772733814
1992-05, 0.881904437543437
1992-06, 1.11067235083355
1992-07, 1.11181543664171
1992-08, 1.03779234249411
1992-09, 0.919308042159687
1992-10, 0.947918867816408
1992-11, 0.972201775570298
1992-12, 0.990023006820607
1993-01, 0.965906611141351
1993-02, 0.969664614467522
1993-03, 0.98571652258155
1993-04, 1.17203465832086
1993-05, 1.18474624540537
1993-06, 1.43652219698014
1993-07, 1.42139593668145
1993-08, 1.34632395635596
1993-09, 1.24664612102402
1993-10, 1.22530060616609
1993-11, 1.25712576218814
1993-12, 1.05231929808513
1994-01, 1.03730710650978
1994-02, 1.04341129232555
1994-03, 0.926626756611934
1994-04, 0.909893647968121
1994-05, 0.804851774848849
1994-06, 0.817413858890189
1994-07, 0.994712866583181
1994-08, 1.02029887012334
1994-09, 0.996489646440638
1994-10, 0.999824526245436
1994-11, 1.05134979317262
1994-12, 0.999609487812413
1995-01, 1.02271446472024
1995-02, 1.0272150562121
1995-03, 0.969840972897519
1995-04, 0.871766820854758
1995-05, 0.513576435725886
1995-06, 0.64857598191569
1995-07, 0.592955997850804
1995-08, 0.932827705711479
1995-09, 0.956693424810465
1995-10, 0.996048086096043
1995-11, 0.908760176105625
1995-12, 0.730899468628489
1996-01, 0.71294627082556
1996-02, 0.760369590211438
1996-03, 0.83057114808897
1996-04, 0.836907167788489
1996-05, 1.01437013403682
1996-06, 0.766839844409543
1996-07, 0.482463023347695
1996-08, 0.722190303889632
1996-09, 0.644762216678635
1996-10, 0.520181272041244
1996-11, 0.496381630479623
1996-12, 0.328607016033372
1997-01, 0.292825580335134
1997-02, 0.332742026559797
1997-03, 0.305204562282048
1997-04, 0.470452006519994
1997-05, 0.692496635499623
1997-06, 0.809564250059313
1997-07, 0.960205523027623
1997-08, 0.817003038700549
1997-09, 0.852193644083524
1997-10, 0.906010591354589
1997-11, 1.02234620806206
1997-12, 1.00590644957429
1998-01, 0.961175613370717
1998-02, 0.950519337533315
1998-03, 0.892835342951795
1998-04, 0.87808834636186
1998-05, 0.742756412745219
1998-06, 0.815234173295239
1998-07, 0.783547444919886
1998-08, 0.609288012059846
1998-09, 0.626182708769967
1998-10, 0.523745837009622
1998-11, 0.457256464369287
1998-12, 0.378237070581324
1999-01, 0.310195793753687
1999-02, 0.332886469431579
1999-03, 0.417456063034427
1999-04, 0.0712278573819489
1999-05, 0.126820948660392
1999-06, -0.0842666477981975
1999-07, -0.577898832855962
1999-08, -0.769022396196355
1999-09, -0.594413565765527
1999-10, -0.822407086713007
1999-11, -0.972638248415382
1999-12, -1.0401630765356
2000-01, -1.05641373506469
2000-02, -0.829423436235076
2000-03, -0.867819433077542
2000-04, -0.849841395856784
2000-05, -0.851255972796353
2000-06, -0.0757938963298373
2000-07, -0.109982581778495
2000-08, -0.0743794806886818
2000-09, 0.0937856091937173
2000-10, 0.16617541240488
2000-11, 0.201509666588916
2000-12, 0.108744097951039
2001-01, 0.181303156395774
2001-02, 0.135249079879921
2001-03, 0.128171432694582
2001-04, 0.181751831247322
2001-05, 0.350461844796638
2001-06, 0.371553521408752
2001-07, 0.722963612666845
2001-08, 0.800751141020753
2001-09, 0.605605063128142
2001-10, 0.592930835955725
2001-11, 0.652221575129992
2001-12, 0.539385160815302
2002-01, 0.516047070271476
2002-02, 0.35624893936511
2002-03, 0.461315443129286
2002-04, 0.461903578480215
2002-05, 0.740020545884085
2002-06, -0.0253175337483024
2002-07, 0.0857536699853068
2002-08, 0.252885625485113
2002-09, 0.295828992493532
2002-10, 0.751161587363488
2002-11, 0.853392354636241
2002-12, 0.83901220573227
2003-01, 0.720683251371466
2003-02, 0.727689692192095
2003-03, 0.697834784327576
2003-04, 0.652036975620376
2003-05, 0.228395188412824
2003-06, 0.369863228497787
2003-07, 0.0308032790598473
2003-08, -0.0511902628372631
2003-09, 0.169516812855787
2003-10, 0.219043955180028
2003-11, 0.270246665445542
2003-12, 0.254609872908714
2004-01, 0.219007308847642
2004-02, 0.19775306010859
2004-03, 0.173165606249915
2004-04, 0.240209661763313
2004-05, -0.212308554280556
2004-06, -0.00480128343072977
2004-07, 0.238168778208393
2004-08, 0.113398775693856
2004-09, 0.0140544822566949
2004-10, -0.42475551375185
2004-11, -0.460065635949821
2004-12, -0.548055110590093
2005-01, -0.562572518940524
2005-02, -0.55969584935231
2005-03, -0.570541269740629
2005-04, -0.564370030693812
2005-05, 0.127912040502629
2005-06, -0.1400655769328
2005-07, -0.0236102877288472
2005-08, 0.206259630594753
2005-09, 0.000738747669618796
2005-10, -0.0361391497698224
2005-11, 0.0653834528951192
2005-12, 0.0709173884908451
2006-01, 0.115026312081215
2006-02, 0.114294156430919
2006-03, 0.0657744210114821
2006-04, 0.0194149857574825
