Flow Duration Curve Data Analysis,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
1197,0.122,397.991,1.442,417.374,1.583,453.86,1.442,496.047,1.49,790,1.442,1072,1.49,1167,1.442,1036,1.442,763,1.49,638,1.442,586,1.49,701,1.442
1193,0.13,396.85,1.527,416.234,1.676,452.72,1.527,494.907,1.578,784,1.527,1068,1.578,1166,1.527,1034,1.527,763,1.578,636,1.527,581,1.578,686,1.527
1193,0.137,396,1.612,415.093,1.769,451.579,1.612,493.766,1.665,775,1.612,1059,1.665,1162,1.612,1029,1.612,761,1.665,633,1.612,568,1.665,674,1.612
1189,0.144,395.71,1.696,413.953,1.862,450.439,1.696,492.626,1.753,770,1.696,1055,1.753,1159,1.696,1011,1.696,761,1.753,633,1.696,564,1.753,667,1.696
1185,0.151,394.57,1.781,412.813,1.955,449.299,1.781,491.486,1.84,766,1.781,1052,1.84,1152,1.781,995,1.781,758,1.84,631,1.781,561,1.84,656,1.781
1184,0.159,394,1.866,411.673,2.048,448.159,1.866,490.346,1.928,763,1.866,1049,1.928,1145,1.866,981,1.866,752,1.928,628,1.866,556,1.928,644,1.866
1179,0.166,393.43,1.951,410.533,2.142,447.019,1.951,489.206,2.016,760,1.951,1047,2.016,1132,1.951,981,1.951,744,2.016,611,1.951,556,2.016,632,1.951
1178,0.173,392.29,2.036,409.393,2.235,445.879,2.036,488.065,2.103,759,2.036,1045,2.103,1119,2.036,977,2.036,744,2.103,611,2.036,554,2.103,626,2.036
1175,0.18,391.15,2.12,408.252,2.328,444.738,2.12,486.925,2.191,757,2.12,1039,2.191,1107,2.12,953,2.12,741,2.191,608,2.12,551,2.191,620,2.12
1174,0.187,390.009,2.205,407.112,2.421,443.598,2.205,485.785,2.279,753,2.205,1038,2.279,1090,2.205,950,2.205,740,2.279,607,2.205,550,2.279,614,2.205
1168,0.195,389,2.29,405.972,2.514,442.458,2.29,484.645,2.366,746,2.29,1035,2.366,1085,2.29,948,2.29,738,2.366,605,2.29,550,2.366,608,2.29
1167,0.202,388.869,2.375,404.832,2.607,441.318,2.375,483.505,2.454,738,2.375,1032,2.454,1082,2.375,939,2.375,737,2.454,589,2.375,547,2.454,601,2.375
1167,0.209,387.729,2.46,292,2.7,440.178,2.46,482.365,2.542,737,2.46,1031,2.542,1076,2.46,939,2.46,735,2.542,587.26,2.46,545,2.542,600,2.46
1166,0.216,386.589,2.545,292,2.793,439.037,2.545,481.224,2.629,737,2.545,1020,2.629,1069,2.545,938,2.545,735,2.629,585,2.545,543,2.629,596,2.545
1162,0.223,385.449,2.629,292,2.886,437.897,2.629,480.084,2.717,737,2.629,1015,2.717,1059,2.629,935,2.629,733,2.717,584.409,2.629,540,2.717,593,2.629
1161,0.231,385,2.714,292,2.98,417,2.714,478.944,2.805,737,2.714,1013,2.805,1058,2.714,935,2.714,730,2.805,583,2.714,539,2.805,591,2.714
1159,0.238,384.308,2.799,292,3.073,410,2.799,477.804,2.892,737,2.799,1011,2.892,1058,2.799,933,2.799,728,2.892,583,2.799,536,2.892,591,2.799
1156,0.245,383.168,2.884,292,3.166,383,2.884,476.664,2.98,737,2.884,1009,2.98,1052,2.884,927,2.884,726,2.98,582,2.884,534,2.98,589,2.884
1152,0.252,383,2.969,292,3.259,370,2.969,475.523,3.067,737,2.969,1004,3.067,1051,2.969,926,2.969,725,3.067,581.558,2.969,533,3.067,586,2.969
1149,0.259,383,3.053,292,3.352,362,3.053,474.383,3.155,736,3.053,1003,3.155,1049,3.053,923,3.053,720,3.155,581,3.053,533,3.155,586,3.053
1148,0.267,382.028,3.138,292,3.445,356,3.138,473.243,3.243,734,3.138,998,3.243,1048,3.138,923,3.138,720,3.243,578.708,3.138,532,3.243,581,3.138
1145,0.274,381,3.223,292,3.538,351,3.223,439,3.33,726,3.223,990,3.33,1042,3.223,921,3.223,720,3.33,576,3.223,531,3.33,581,3.223
1142,0.281,380.888,3.308,292,3.631,348,3.308,434,3.418,722,3.308,984,3.418,1040,3.308,917,3.308,719,3.418,575.857,3.308,529,3.418,580,3.308
1136,0.288,379.748,3.393,292,3.724,345,3.393,428,3.506,713,3.393,965,3.506,1039,3.393,900,3.393,714,3.506,573.006,3.393,527,3.506,578,3.393
1133,0.295,378.607,3.478,292,3.818,337,3.478,426,3.593,712,3.478,962,3.593,1037,3.478,899,3.478,714,3.593,573,3.478,525,3.593,578,3.478
1132,0.303,377.467,3.562,292,3.911,330,3.562,419,3.681,711,3.562,959,3.681,1037,3.562,899,3.562,713,3.681,570.156,3.562,519,3.681,576,3.562
1119,0.31,377,3.647,292,4.004,326,3.647,415,3.769,708,3.647,955,3.769,1028,3.647,896,3.647,712,3.769,569,3.647,518,3.769,575,3.647
1112,0.317,376.327,3.732,292,4.097,322,3.732,415,3.856,704,3.732,952,3.856,1025,3.732,895,3.732,711,3.856,567.305,3.732,516,3.856,574,3.732
1109,0.324,375.187,3.817,292,4.19,315,3.817,412,3.944,701,3.817,946,3.944,1018,3.817,894,3.817,710,3.944,567,3.817,515,3.944,561,3.817
1109,0.331,375,3.902,292,4.283,311,3.902,408,4.032,698,3.902,945,4.032,1018,3.902,894,3.902,709,4.032,564.455,3.902,515,4.032,561,3.902
1107,0.339,374.047,3.986,292,4.376,305,3.986,401,4.119,695,3.986,939,4.119,1015,3.986,894,3.986,709,4.119,561.604,3.986,514,4.119,559,3.986
1102,0.346,372.907,4.071,292,4.469,294,4.071,390,4.207,693,4.071,927,4.207,1014,4.071,893,4.071,707,4.207,561,4.071,513,4.207,558,4.071
1100,0.353,371.766,4.156,292,4.562,292,4.156,387,4.294,691,4.156,920,4.294,1007,4.156,891,4.156,706,4.294,560,4.156,512,4.294,556,4.156
1099,0.36,371,4.241,292,4.655,292,4.241,382,4.382,691,4.241,917,4.382,1007,4.241,887.514,4.241,703,4.382,559,4.241,510,4.382,554,4.241
1093,0.367,371,4.326,292,4.749,292,4.326,379,4.47,690,4.326,913,4.47,987,4.326,879.029,4.326,698,4.47,558.753,4.326,509,4.47,549,4.326
1090,0.375,370.626,4.411,292,4.842,292,4.411,373,4.557,688,4.411,908,4.557,978,4.411,873,4.411,697,4.557,558,4.411,507,4.557,548,4.411
1087,0.382,370,4.495,292,4.935,292,4.495,373,4.645,685,4.495,907,4.645,978,4.495,873,4.495,688,4.645,558,4.495,506,4.645,543,4.495
1086,0.389,369.486,4.58,292,5.028,292,4.58,373,4.733,684,4.58,898,4.733,976,4.58,872,4.58,683,4.733,558,4.58,506,4.733,536,4.58
1085,0.396,366,4.665,292,5.121,292,4.665,373,4.82,682,4.665,893,4.82,964,4.665,871,4.665,680,4.82,558,4.665,506,4.82,534,4.665
1084,0.403,366,4.75,292,5.214,292,4.75,370,4.908,682,4.75,890,4.908,957,4.75,870.543,4.75,678,4.908,557,4.75,500,4.908,534,4.75
1082,0.411,362,4.835,291,5.307,292,4.835,370,4.996,679,4.835,887,4.996,955,4.835,869,4.835,672.779,4.996,556,4.835,499,4.996,531,4.835
1077,0.418,362,4.919,290,5.4,292,4.919,369,5.083,672,4.919,886,5.083,952,4.919,869,4.919,669.929,5.083,556,4.919,498.89,5.083,528,4.919
1076,0.425,358,5.004,287,5.493,292,5.004,362,5.171,670,5.004,883,5.171,950,5.004,869,5.004,667.078,5.171,556,5.004,498,5.171,523,5.004
1076,0.432,356,5.089,286,5.587,292,5.089,355,5.259,670,5.089,879,5.259,949,5.089,869,5.089,665,5.259,555.903,5.089,498,5.259,513,5.089
1072,0.439,354,5.174,285,5.68,292,5.174,354,5.346,670,5.174,875,5.346,943,5.174,869,5.174,664.227,5.346,555,5.174,497,5.346,512,5.174
1069,0.447,351,5.259,285,5.773,292,5.259,349,5.434,668,5.259,872,5.434,940,5.259,868,5.259,661.377,5.434,555,5.259,496.039,5.434,509,5.259
1068,0.454,349,5.344,284,5.866,292,5.344,348,5.521,665,5.344,868,5.521,936,5.344,868,5.344,660,5.521,553.052,5.344,494,5.521,509,5.344
1059,0.461,345,5.428,281,5.959,292,5.428,345,5.609,661,5.428,868,5.609,935,5.428,867,5.428,658.526,5.609,551,5.428,493.188,5.609,507,5.428
1059,0.468,345,5.513,281,6.052,292,5.513,342,5.697,659,5.513,866,5.697,926,5.513,866,5.513,655.675,5.697,550.201,5.513,493,5.697,505,5.513
1058,0.476,345,5.598,281,6.145,292,5.598,340,5.784,659,5.598,864,5.784,925,5.598,863,5.598,653,5.784,550,5.598,490.338,5.784,505,5.598
1058,0.483,341,5.683,281,6.238,292,5.683,337,5.872,657,5.683,859,5.872,923,5.683,862.057,5.683,652.825,5.872,550,5.683,489,5.872,504,5.683
1055,0.49,341,5.768,281,6.331,292,5.768,336,5.96,656,5.768,855,5.96,923,5.768,861,5.768,649.974,5.96,547.351,5.768,488,5.96,499,5.768
1052,0.497,338,5.852,281,6.425,292,5.852,333,6.047,655,5.852,852,6.047,921,5.852,853.571,5.852,647.123,6.047,546,5.852,487.487,6.047,499,5.852
1052,0.504,337,5.937,280,6.518,292,5.937,333,6.135,650,5.937,850,6.135,915,5.937,845.086,5.937,645,6.135,545,5.937,486,6.135,498,5.937
1051,0.512,336,6.022,279,6.611,292,6.022,331,6.223,644,6.022,843,6.223,910,6.022,845,6.022,644.273,6.223,544.5,6.022,485,6.223,498,6.022
1049,0.519,336,6.107,278,6.704,292,6.107,326,6.31,642,6.107,841,6.31,910,6.107,843,6.107,641.422,6.31,544,6.107,485,6.31,493,6.107
1049,0.526,335,6.192,278,6.797,292,6.192,325,6.398,638,6.192,841,6.398,903,6.192,842,6.192,638.571,6.398,541.649,6.192,485,6.398,493,6.192
1048,0.533,333,6.277,277,6.89,292,6.277,323,6.486,636,6.277,838,6.486,900,6.277,841,6.277,635.721,6.486,540,6.277,485,6.486,493,6.277
1047,0.54,333,6.361,277,6.983,292,6.361,322,6.573,635,6.361,835,6.573,896,6.361,840,6.361,634,6.573,540,6.361,485,6.573,490,6.361
1046,0.548,332,6.446,277,7.076,292,6.446,319,6.661,635,6.446,834,6.661,896,6.446,838,6.446,633,6.661,539,6.446,485,6.661,490,6.446
1045,0.555,331,6.531,277,7.169,292,6.531,319,6.748,633,6.531,832,6.748,888,6.531,836.6,6.531,632.87,6.748,538.799,6.531,484.636,6.748,490,6.531
1042,0.562,331,6.616,277,7.263,292,6.616,318,6.836,633,6.616,832,6.836,888,6.616,828.114,6.616,630.019,6.836,537,6.616,484,6.836,488,6.616
1040,0.569,330,6.701,277,7.356,292,6.701,317,6.924,633,6.701,832,6.924,886,6.701,827,6.701,629,6.924,536,6.701,484,6.924,485,6.701
1039,0.576,329,6.785,276,7.449,288,6.785,315,7.011,633,6.785,826,7.011,885,6.785,823,6.785,627.169,7.011,536,6.785,483,7.011,485,6.785
1039,0.584,328,6.87,275,7.542,288,6.87,315,7.099,633,6.87,826,7.099,883,6.87,822,6.87,624.318,7.099,536,6.87,483,7.099,483,6.87
1038,0.591,327,6.955,275,7.635,264,6.955,314,7.187,633,6.955,823,7.187,880,6.955,821,6.955,624,7.187,535.948,6.955,483,7.187,483,6.955
1037,0.598,327,7.04,275,7.728,263,7.04,314,7.274,620,7.04,821,7.274,876,7.04,819.629,7.04,624,7.274,535,7.04,483,7.274,483,7.04
1037,0.605,326,7.125,274,7.821,261,7.125,314,7.362,616,7.125,821,7.362,876,7.125,819,7.125,623,7.362,535,7.125,482,7.362,483,7.125
1036,0.612,326,7.209,274,7.914,259,7.209,314,7.45,606,7.209,820,7.45,874,7.209,819,7.209,622,7.45,535,7.209,482,7.45,483,7.209
1035,0.62,325,7.294,274,8.007,257,7.294,314,7.537,588,7.294,819,7.537,869,7.294,816,7.294,621.468,7.537,534,7.294,482,7.537,481,7.294
1034,0.627,325,7.379,274,8.101,256,7.379,313,7.625,581,7.379,819,7.625,869,7.379,816,7.379,618.617,7.625,534,7.379,481.786,7.625,480,7.379
1032,0.634,323,7.464,273,8.194,256,7.464,312,7.713,568,7.464,817,7.713,869,7.464,816,7.464,617,7.713,534,7.464,481,7.713,478,7.464
1031,0.641,321,7.549,273,8.287,255,7.549,311,7.8,565,7.549,816,7.8,867,7.549,816,7.549,615.766,7.8,534,7.549,478.935,7.8,478,7.549
1029,0.648,321,7.634,272,8.38,253,7.634,311,7.888,564,7.634,811,7.888,864,7.634,815,7.634,615,7.888,533.097,7.634,478,7.888,471,7.634
1028,0.656,321,7.718,272,8.473,251,7.718,307,7.975,562,7.718,810,7.975,863,7.718,814,7.718,612.916,7.975,533,7.718,478,7.975,471,7.718
1025,0.663,320,7.803,270,8.566,250,7.803,306,8.063,555,7.803,809,8.063,861,7.803,814,7.803,612,8.063,533,7.803,476.084,8.063,470,7.803
1020,0.67,318,7.888,270,8.659,250,7.888,304,8.151,551,7.888,807,8.151,858,7.888,814,7.888,612,8.151,533,7.888,476,8.151,467,7.888
1018,0.677,318,7.973,270,8.752,249,7.973,301,8.238,548,7.973,806,8.238,858,7.973,814,7.973,611,8.238,532,7.973,473.234,8.238,466,7.973
1018,0.684,318,8.058,270,8.845,248,8.058,300,8.326,541.654,8.058,804,8.326,855,8.058,814,8.058,610.065,8.326,532,8.058,473,8.326,464,8.058
1015,0.692,318,8.142,270,8.939,247,8.142,298,8.414,540.514,8.142,803,8.414,852,8.142,813,8.142,609,8.414,531,8.142,473,8.414,461,8.142
1015,0.699,317,8.227,268,9.032,247,8.227,298,8.501,539.374,8.227,802,8.501,851,8.227,813,8.227,609,8.501,531,8.227,473,8.501,461,8.227
1014,0.706,317,8.312,267,9.125,246,8.312,294,8.589,538.234,8.312,801,8.589,848,8.312,813,8.312,608,8.589,531,8.312,473,8.589,460,8.312
1013,0.713,316,8.397,267,9.218,246,8.397,294,8.677,537.093,8.397,795,8.677,843,8.397,812,8.397,608,8.677,531,8.397,473,8.677,460,8.397
1011,0.72,315,8.482,265,9.311,246,8.482,292,8.764,535.953,8.482,792,8.764,842,8.482,812,8.482,608,8.764,530.247,8.482,472,8.764,460,8.482
1011,0.728,315,8.567,265,9.404,246,8.567,292,8.852,534.813,8.567,790,8.852,839,8.567,811.143,8.567,608,8.852,530,8.567,472,8.852,459,8.567
1009,0.735,315,8.651,264,9.497,246,8.651,292,8.94,533.673,8.651,787,8.94,839,8.651,810,8.651,608,8.94,530,8.651,471,8.94,456,8.651
1007,0.742,315,8.736,264,9.59,246,8.736,292,9.027,532.533,8.736,787,9.027,839,8.736,809,8.736,608,9.027,530,8.736,471,9.027,456,8.736
1007,0.749,315,8.821,263,9.683,245,8.821,292,9.115,531.393,8.821,780,9.115,837,8.821,808,8.821,608,9.115,529,8.821,470.383,9.115,454,8.821
1004,0.756,314,8.906,263,9.777,244,8.906,292,9.202,530.252,8.906,776,9.202,830,8.906,807,8.906,608,9.202,529,8.906,470,9.202,452,8.906
1003,0.764,313,8.991,263,9.87,243,8.991,292,9.29,529.112,8.991,774,9.29,829,8.991,803,8.991,608,9.29,528,8.991,469,9.29,451,8.991
998,0.771,313,9.075,263,9.963,243,9.075,292,9.378,529,9.075,771,9.378,827,9.075,802.657,9.075,608,9.378,527.396,9.075,468,9.378,447,9.075
995,0.778,311,9.16,263,10.056,243,9.16,292,9.465,527.972,9.16,771,9.465,827,9.16,802,9.16,607.214,9.465,526,9.16,468,9.465,443,9.16
990,0.785,311,9.245,263,10.149,243,9.245,292,9.553,526.832,9.245,767,9.553,827,9.245,799,9.245,607,9.553,524.545,9.245,468,9.553,442,9.245
987,0.793,311,9.33,263,10.242,242,9.33,292,9.641,525.692,9.33,764,9.641,826,9.33,798,9.33,607,9.641,524,9.33,468,9.641,440,9.33
984,0.8,311,9.415,263,10.335,241,9.415,292,9.728,525,9.415,763,9.728,826,9.415,797,9.415,607,9.728,524,9.415,468,9.728,440,9.415
981,0.807,311,9.5,263,10.428,240,9.5,292,9.816,524.551,9.5,763,9.816,821,9.5,796,9.5,606,9.816,522,9.5,468,9.816,438,9.5
981,0.814,311,9.584,262,10.521,239,9.584,292,9.904,523.411,9.584,761,9.904,818,9.584,794.171,9.584,606,9.904,521.695,9.584,468,9.904,438,9.584
978,0.821,309,9.669,262,10.615,238,9.669,292,9.991,522.271,9.669,758,9.991,817,9.669,793,9.669,606,9.991,521,9.669,468,9.991,438,9.669
978,0.829,308,9.754,262,10.708,238,9.754,292,10.079,521.131,9.754,750,10.079,816,9.754,792,9.754,606,10.079,520,9.754,468,10.079,438,9.754
977,0.836,307,9.839,260,10.801,238,9.839,292,10.167,520,9.839,750,10.167,816,9.839,792,9.839,605,10.167,519,9.839,468,10.167,437,9.839
976,0.843,307,9.924,260,10.894,238,9.924,292,10.254,519.991,9.924,746,10.254,816,9.924,792,9.924,604.364,10.254,519,9.924,467.532,10.254,437,9.924
965,0.85,306,10.008,260,10.987,237,10.008,292,10.342,518.85,10.008,745,10.342,815,10.008,791,10.008,604,10.342,518.844,10.008,466,10.342,437,10.008
964,0.857,305,10.093,260,11.08,236,10.093,292,10.429,517.71,10.093,740,10.429,812,10.093,790,10.093,603,10.429,518,10.093,465,10.429,435,10.093
962,0.865,305,10.178,258,11.173,236,10.178,292,10.517,516.57,10.178,739,10.517,810,10.178,789,10.178,602,10.517,518,10.178,464.682,10.517,435,10.178
959,0.872,305,10.263,256,11.266,236,10.263,292,10.605,515.43,10.263,738,10.605,807,10.263,788,10.263,601.513,10.605,518,10.263,464,10.605,433,10.263
957,0.879,304,10.348,256,11.359,233,10.348,292,10.692,514.29,10.348,737,10.692,806,10.348,787,10.348,598.662,10.692,518,10.348,464,10.692,431,10.348
955,0.886,303,10.433,256,11.453,233,10.433,292,10.78,513.15,10.433,737,10.78,806,10.433,787,10.433,597,10.78,516,10.433,463,10.78,428,10.433
955,0.893,303,10.517,255,11.546,233,10.517,292,10.868,513,10.517,735,10.868,805,10.517,787,10.517,596,10.868,516,10.517,463,10.868,428,10.517
953,0.901,302,10.602,253,11.639,233,10.602,292,10.955,512.009,10.602,735,10.955,803,10.602,786,10.602,595.812,10.955,516,10.602,463,10.955,427,10.602
952,0.908,302,10.687,251,11.732,233,10.687,292,11.043,512,10.687,733,11.043,803,10.687,785.686,10.687,592.961,11.043,515.994,10.687,463,11.043,421,10.687
952,0.915,301,10.772,250,11.825,232,10.772,292,11.131,510.869,10.772,733,11.131,798,10.772,784,10.772,592,11.131,514,10.772,463,11.131,420,10.772
950,0.922,301,10.857,250,11.918,232,10.857,292,11.218,509.729,10.857,727,11.218,798,10.857,784,10.857,590.11,11.218,513.143,10.857,463,11.218,419,10.857
950,0.929,300,10.941,250,12.011,232,10.941,292,11.306,508.589,10.941,724,11.306,798,10.941,782,10.941,590,11.306,512,10.941,463,11.306,417,10.941
949,0.937,299,11.026,248,12.104,232,11.026,292,11.394,507.449,11.026,721,11.394,797,11.026,782,11.026,589,11.394,512,11.026,463,11.394,417,11.026
948,0.944,299,11.111,247,12.197,231,11.111,290,11.481,496,11.111,717,11.481,795,11.111,782,11.111,589,11.481,512,11.111,462,11.481,416,11.111
946,0.951,299,11.196,246,12.291,231,11.196,288,11.569,485,11.196,714,11.569,795,11.196,780,11.196,589,11.569,512,11.196,462,11.569,415,11.196
945,0.958,298,11.281,246,12.384,231,11.281,288,11.656,485,11.281,714,11.656,795,11.281,777.2,11.281,587,11.656,511,11.281,461.831,11.656,415,11.281
943,0.965,298,11.366,245,12.477,231,11.366,287,11.744,485,11.366,713,11.744,795,11.366,776,11.366,587,11.744,511,11.366,461,11.744,415,11.366
940,0.973,297,11.45,245,12.57,230,11.45,287,11.832,485,11.45,712,11.832,794,11.45,776,11.45,586,11.832,511,11.45,461,11.832,415,11.45
939,0.98,296,11.535,244,12.663,230,11.535,285,11.919,483,11.535,711,11.919,794,11.535,773,11.535,585,11.919,511,11.535,461,11.919,415,11.535
939,0.987,296,11.62,243,12.756,229,11.62,285,12.007,481,11.62,711,12.007,793,11.62,773,11.62,585,12.007,510.292,11.62,461,12.007,414,11.62
939,0.994,296,11.705,241,12.849,229,11.705,281,12.095,475,11.705,711,12.095,791,11.705,772,11.705,584,12.095,510,11.705,461,12.095,414,11.705
938,1.001,296,11.79,240,12.942,229,11.79,281,12.182,471,11.79,711,12.182,791,11.79,771,11.79,584,12.182,510,11.79,461,12.182,414,11.79
936,1.009,296,11.874,238,13.035,227,11.874,281,12.27,467,11.874,709,12.27,790,11.874,771,11.874,584,12.27,509,11.874,461,12.27,414,11.874
935,1.016,296,11.959,237,13.128,227,11.959,281,12.358,464,11.959,707,12.358,789,11.959,770,11.959,584,12.358,509,11.959,461,12.358,413.37,11.959
935,1.023,296,12.044,235,13.222,227,12.044,280,12.445,464,12.044,701,12.445,788,12.044,770,12.044,583,12.445,509,12.044,461,12.445,410.519,12.044
935,1.03,295,12.129,235,13.315,223,12.129,279,12.533,463,12.129,699,12.533,788,12.129,768.714,12.129,583,12.533,509,12.129,461,12.533,407.669,12.129
933,1.037,295,12.214,233,13.408,220,12.214,278,12.621,461,12.214,699,12.621,787,12.214,768,12.214,583,12.621,508,12.214,461,12.621,404.818,12.214
927,1.045,295,12.299,233,13.501,219,12.299,277,12.708,461,12.299,699,12.708,787,12.299,767,12.299,583,12.708,508,12.299,461,12.708,402,12.299
927,1.052,295,12.383,232,13.594,217,12.383,277,12.796,461,12.383,695,12.796,786,12.383,766,12.383,583,12.796,508,12.383,461,12.796,401.968,12.383
926,1.059,294,12.468,232,13.687,217,12.468,274,12.883,461,12.468,695,12.883,785,12.468,766,12.468,583,12.883,507.442,12.468,460,12.883,399.117,12.468
926,1.066,294,12.553,232,13.78,217,12.553,272,12.971,461,12.553,693,12.971,785,12.553,766,12.553,582,12.971,507,12.553,460,12.971,396.266,12.553
925,1.073,293,12.638,232,13.873,217,12.638,264,13.059,460,12.638,692,13.059,783,12.638,765,12.638,582,13.059,507,12.638,459,13.059,396,12.638
923,1.081,292,12.723,232,13.966,216,12.723,264,13.146,459,12.723,690,13.146,782,12.723,764,12.723,582,13.146,507,12.723,458.981,13.146,396,12.723
923,1.088,292,12.807,231,14.06,215,12.807,264,13.234,456,12.807,690,13.234,780,12.807,763,12.807,581,13.234,507,12.807,458,13.234,396,12.807
923,1.095,292,12.892,231,14.153,214,12.892,262,13.322,455,12.892,689,13.322,780,12.892,761.149,12.892,581,13.322,506,12.892,458,13.322,396,12.892
923,1.102,292,12.977,230,14.246,210,12.977,261,13.409,449,12.977,688,13.409,780,12.977,761,12.977,581,13.409,506,12.977,458,13.409,394,12.977
921,1.11,292,13.062,230,14.339,208,13.062,260,13.497,449,13.062,687,13.497,778,13.062,761,13.062,580,13.497,505,13.062,456.13,13.497,394,13.062
921,1.117,292,13.147,229,14.432,204,13.147,258,13.585,448,13.147,686,13.585,777,13.147,761,13.147,580,13.585,504.591,13.147,456,13.585,394,13.147
920,1.124,292,13.232,229,14.525,203,13.232,256,13.672,447,13.232,685,13.672,775,13.232,760,13.232,579,13.672,504,13.232,456,13.672,394,13.232
917,1.131,292,13.316,228,14.618,203,13.316,255,13.76,446,13.316,685,13.76,774,13.316,758.299,13.316,578,13.76,504,13.316,456,13.76,394,13.316
917,1.138,292,13.401,228,14.711,203,13.401,253,13.848,446,13.401,685,13.848,774,13.401,758,13.401,578,13.848,504,13.401,456,13.848,393.416,13.401
