"Description: ","Linear trend statistics"
"Station: ","9434001"
"Latitude: ","-39.15"
"Longitude: ","-72.6667"
"Climpact_version: ","3.2.0"
"Date_of_calculation: ","2024-06-26"
Index,Frequency,StartYear,EndYear,Lower bound,Slope,Upper bound
tnm,monthly,1979,2020,-0.00133128520225294,9.2592592592587e-05,0.00149221633766651
tnm,DJF,1979,2020,-0.00638303708580208,0.00494631656426014,0.0171873068841923
tnm,MAM,1979,2020,-0.0188530465949821,-0.00684796893667864,0.0105047789725209
tnm,JJA,1979,2020,-0.0186584741423451,-0.00103498890595666,0.0156668553103188
tnm,SON,1979,2020,-0.010889164598842,0.00132735961768219,0.0121385902031063
TNgt0,annual,1979,2020,-0.166666666666667,0,0.142857142857143
TNgt0,monthly,1979,2020,0,0,0
TNgt0,DJF,1979,2020,0,0,0
TNgt0,MAM,1979,2020,-0.0111111111111112,0,0
TNgt0,JJA,1979,2020,-0.047619047619048,0,0.0540540540540541
TNgt0,SON,1979,2020,0,0,0.0158730158730158
