year,month,day,tmax
1979,1,1,18.888058
1979,1,2,23.513366
1979,1,3,23.795067
1979,1,4,26.186081
1979,1,5,25.066108
1979,1,6,26.16956
1979,1,7,24.357711
1979,1,8,23.12846
1979,1,9,21.372172
1979,1,10,19.924893
1979,1,11,21.577537
1979,1,12,14.673247
1979,1,13,16.180711
1979,1,14,20.695743
1979,1,15,22.770455
1979,1,16,21.426951
1979,1,17,22.142412
1979,1,18,29.210536
1979,1,19,27.96022
1979,1,20,25.282513
1979,1,21,24.860473
1979,1,22,22.300403
1979,1,23,20.393716
1979,1,24,18.978514
1979,1,25,21.350918
1979,1,26,17.746529
1979,1,27,20.031763
1979,1,28,23.275752
1979,1,29,24.691115
1979,1,30,23.715617
1979,1,31,23.316738
1979,2,1,24.415627
1979,2,2,24.367343
1979,2,3,21.253289
1979,2,4,17.469958
1979,2,5,20.899707
1979,2,6,19.237427
1979,2,7,25.356328
1979,2,8,24.89852
1979,2,9,19.389931
1979,2,10,21.250075
1979,2,11,20.751762
1979,2,12,20.274354
1979,2,13,17.952559
1979,2,14,17.328056
1979,2,15,22.670642
1979,2,16,19.624548
1979,2,17,18.183258
1979,2,18,20.624615
1979,2,19,22.777662
1979,2,20,26.484886
1979,2,21,28.879157
1979,2,22,20.640191
1979,2,23,19.773323
1979,2,24,18.109994
1979,2,25,19.591254
1979,2,26,23.131776
1979,2,27,16.024132
1979,2,28,24.5771
1979,3,1,27.462378
1979,3,2,18.229826
1979,3,3,16.867546
1979,3,4,14.453733
1979,3,5,15.118547
1979,3,6,11.29544
1979,3,7,14.844274
1979,3,8,18.647608
1979,3,9,20.168832
1979,3,10,23.583886
1979,3,11,23.459247
1979,3,12,22.635893
1979,3,13,18.749571
1979,3,14,18.661293
1979,3,15,19.82605
1979,3,16,20.580087
1979,3,17,21.810326
1979,3,18,20.954184
1979,3,19,22.822471
1979,3,20,20.163244
1979,3,21,20.634248
1979,3,22,16.98251
1979,3,23,20.91872
1979,3,24,20.596092
1979,3,25,19.537512
1979,3,26,17.227921
1979,3,27,17.567895
1979,3,28,17.199094
1979,3,29,18.563914
1979,3,30,19.704108
1979,3,31,17.253253
1979,4,1,14.853507
1979,4,2,13.825838
1979,4,3,13.186157
1979,4,4,14.800599
1979,4,5,18.134861
1979,4,6,20.955784
1979,4,7,21.665118
1979,4,8,18.020649
1979,4,9,14.087579
1979,4,10,15.854778
1979,4,11,18.093368
1979,4,12,18.860139
1979,4,13,21.377526
1979,4,14,18.623228
1979,4,15,19.408131
1979,4,16,14.79147
1979,4,17,17.225643
1979,4,18,15.017356
1979,4,19,16.74779
1979,4,20,19.642706
1979,4,21,18.493114
1979,4,22,21.894833
1979,4,23,21.005421
1979,4,24,20.539546
1979,4,25,19.24368
1979,4,26,17.846767
1979,4,27,14.584015
1979,4,28,11.355684
1979,4,29,10.361998
1979,4,30,12.216678
1979,5,1,11.419275
1979,5,2,8.7207209
1979,5,3,8.2761491
1979,5,4,8.696306
1979,5,5,10.052226
1979,5,6,12.166155
1979,5,7,13.059114
1979,5,8,13.788574
1979,5,9,13.414366
1979,5,10,12.772947
1979,5,11,11.967481
1979,5,12,12.691867
1979,5,13,10.86556
1979,5,14,12.957941
1979,5,15,11.589377
1979,5,16,10.69905
1979,5,17,8.1559443
1979,5,18,7.7525411
1979,5,19,10.302838
1979,5,20,12.129822
1979,5,21,9.9010255
1979,5,22,10.395534
1979,5,23,13.225866
1979,5,24,12.400807
1979,5,25,8.7576796
1979,5,26,9.7842386
1979,5,27,8.5246802
1979,5,28,6.8221704
1979,5,29,8.5979927
1979,5,30,11.713163
1979,5,31,13.776219
1979,6,1,10.878445
1979,6,2,7.2125465
1979,6,3,5.0596042
1979,6,4,4.3612224
1979,6,5,5.2029179
1979,6,6,5.3867069
1979,6,7,7.6778008
1979,6,8,9.1205308
1979,6,9,10.161492
1979,6,10,9.2622346
1979,6,11,7.2189179
1979,6,12,5.4488082
1979,6,13,6.5443565
1979,6,14,8.1898617
1979,6,15,7.0126791
1979,6,16,9.4039794
1979,6,17,10.902202
1979,6,18,9.2996275
1979,6,19,6.8685337
1979,6,20,7.6387856
1979,6,21,6.9527321
1979,6,22,6.275024
1979,6,23,5.5479369
1979,6,24,6.4779459
1979,6,25,7.5865919
1979,6,26,11.281221
1979,6,27,11.726267
1979,6,28,11.772474
1979,6,29,11.385228
1979,6,30,9.8742611
1979,7,1,10.691551
1979,7,2,8.8853147
1979,7,3,7.5050724
1979,7,4,9.7072271
1979,7,5,10.854443
1979,7,6,10.089374
1979,7,7,10.441585
1979,7,8,10.593071
1979,7,9,13.800069
1979,7,10,15.02129
1979,7,11,13.352231
1979,7,12,9.5248479
1979,7,13,6.8449218
1979,7,14,5.625048
1979,7,15,10.481534
1979,7,16,10.009498
1979,7,17,6.8190963
1979,7,18,5.1964073
1979,7,19,8.9631173
1979,7,20,8.8976538
1979,7,21,7.0853375
1979,7,22,8.0043628
1979,7,23,7.09292
1979,7,24,8.3111146
1979,7,25,11.219442
1979,7,26,8.8762922
1979,7,27,10.458916
1979,7,28,8.2065106
1979,7,29,9.3535135
1979,7,30,9.4072901
1979,7,31,8.8448389
1979,8,1,4.9343472
1979,8,2,7.0968278
1979,8,3,6.5239629
1979,8,4,6.7723003
1979,8,5,5.6854901
1979,8,6,6.4208218
1979,8,7,8.1974284
1979,8,8,8.0856435
1979,8,9,9.4370051
1979,8,10,11.774124
1979,8,11,12.187512
1979,8,12,11.831415
1979,8,13,13.214254
1979,8,14,11.940299
1979,8,15,11.291412
1979,8,16,11.761106
1979,8,17,11.347609
1979,8,18,13.263572
1979,8,19,12.167821
1979,8,20,11.256806
1979,8,21,9.7254316
1979,8,22,10.89787
1979,8,23,9.4103541
1979,8,24,10.37307
1979,8,25,8.653167
1979,8,26,7.6463143
1979,8,27,5.6465196
1979,8,28,6.3969846
1979,8,29,8.294099
1979,8,30,8.9364846
1979,8,31,5.5858508
1979,9,1,5.580328
1979,9,2,5.4474429
1979,9,3,8.9384646
1979,9,4,15.741343
1979,9,5,19.162494
1979,9,6,18.523212
1979,9,7,13.365319
1979,9,8,15.290788
1979,9,9,14.832846
1979,9,10,9.4049427
1979,9,11,11.548814
1979,9,12,10.461841
1979,9,13,9.166689
1979,9,14,5.9894432
1979,9,15,5.7051922
1979,9,16,9.5929789
1979,9,17,13.04095
1979,9,18,14.144341
1979,9,19,10.05589
1979,9,20,8.5919333
1979,9,21,9.0480918
1979,9,22,9.0840117
1979,9,23,8.5109644
1979,9,24,9.2157217
1979,9,25,9.1579606
1979,9,26,7.088295
1979,9,27,7.6637261
1979,9,28,6.2968637
1979,9,29,9.5843032
1979,9,30,9.9818734
1979,10,1,8.0860649
1979,10,2,10.358416
1979,10,3,10.018148
1979,10,4,8.7079035
1979,10,5,8.9462695
1979,10,6,11.533433
1979,10,7,11.165329
1979,10,8,12.846597
1979,10,9,13.681162
1979,10,10,18.040085
1979,10,11,18.860729
1979,10,12,15.06808
1979,10,13,16.101637
1979,10,14,19.455656
1979,10,15,21.284004
1979,10,16,17.659279
1979,10,17,18.895434
1979,10,18,18.968373
1979,10,19,16.200689
1979,10,20,11.402531
1979,10,21,11.048466
1979,10,22,9.0738477
1979,10,23,8.4431962
1979,10,24,10.427586
1979,10,25,12.764881
1979,10,26,11.073435
1979,10,27,8.5767189
1979,10,28,8.4860541
1979,10,29,8.3303755
1979,10,30,9.222542
1979,10,31,9.4620531
1979,11,1,8.9893707
1979,11,2,10.413459
1979,11,3,14.361012
1979,11,4,15.8613
1979,11,5,15.361025
1979,11,6,11.580284
1979,11,7,15.024883
1979,11,8,19.431873
1979,11,9,20.788971
1979,11,10,20.547936
1979,11,11,16.060956
1979,11,12,9.9368559
1979,11,13,12.003855
1979,11,14,18.040304
1979,11,15,20.783555
1979,11,16,12.820962
1979,11,17,12.637167
1979,11,18,12.310939
1979,11,19,13.472665
1979,11,20,13.856063
1979,11,21,12.414903
1979,11,22,13.336296
1979,11,23,18.292277
1979,11,24,19.689196
1979,11,25,22.95613
