year,month,day,tmax
1979,1,1,18.645668
1979,1,2,23.08015
1979,1,3,23.70705
1979,1,4,26.389483
1979,1,5,25.196191
1979,1,6,26.499642
1979,1,7,24.444269
1979,1,8,23.066227
1979,1,9,21.085636
1979,1,10,19.325849
1979,1,11,20.765825
1979,1,12,13.42866
1979,1,13,15.543512
1979,1,14,20.476643
1979,1,15,22.868634
1979,1,16,21.037641
1979,1,17,21.979752
1979,1,18,28.568747
1979,1,19,28.334925
1979,1,20,25.515998
1979,1,21,25.189046
1979,1,22,22.421065
1979,1,23,20.384757
1979,1,24,18.695732
1979,1,25,20.723572
1979,1,26,16.698766
1979,1,27,19.737664
1979,1,28,23.682759
1979,1,29,25.685919
1979,1,30,24.082448
1979,1,31,22.904705
1979,2,1,24.049805
1979,2,2,24.190408
1979,2,3,20.726738
1979,2,4,16.493353
1979,2,5,21.207475
1979,2,6,19.490243
1979,2,7,24.266321
1979,2,8,24.690182
1979,2,9,18.808074
1979,2,10,20.917107
1979,2,11,20.566819
1979,2,12,19.89462
1979,2,13,17.011982
1979,2,14,16.295477
1979,2,15,22.775305
1979,2,16,19.422248
1979,2,17,17.728007
1979,2,18,20.505317
1979,2,19,22.621687
1979,2,20,26.409408
1979,2,21,29.127935
1979,2,22,20.23096
1979,2,23,19.886486
1979,2,24,17.968114
1979,2,25,19.750112
1979,2,26,23.410882
1979,2,27,15.776188
1979,2,28,23.167121
1979,3,1,26.768914
1979,3,2,17.069012
1979,3,3,15.99483
1979,3,4,13.961665
1979,3,5,14.348454
1979,3,6,10.285982
1979,3,7,14.970948
1979,3,8,18.505499
1979,3,9,20.365718
1979,3,10,22.524253
1979,3,11,22.601936
1979,3,12,22.127088
1979,3,13,18.467641
1979,3,14,18.696168
1979,3,15,20.143128
1979,3,16,20.900245
1979,3,17,22.001115
1979,3,18,20.964276
1979,3,19,22.397673
1979,3,20,18.609778
1979,3,21,20.088394
1979,3,22,16.517801
1979,3,23,20.452884
1979,3,24,20.862742
1979,3,25,19.702529
1979,3,26,15.828721
1979,3,27,17.527846
1979,3,28,16.953856
1979,3,29,18.328377
1979,3,30,19.747923
1979,3,31,16.75941
1979,4,1,15.086817
1979,4,2,13.086529
1979,4,3,11.677807
1979,4,4,13.562346
1979,4,5,17.504626
1979,4,6,19.740636
1979,4,7,20.641693
1979,4,8,17.949653
1979,4,9,13.634281
1979,4,10,15.850994
1979,4,11,17.068787
1979,4,12,17.878088
1979,4,13,20.231439
1979,4,14,18.713359
1979,4,15,19.207133
1979,4,16,14.243978
1979,4,17,16.922451
1979,4,18,15.175559
1979,4,19,16.500881
1979,4,20,19.383673
1979,4,21,18.750515
1979,4,22,20.653722
1979,4,23,20.381178
1979,4,24,20.424595
1979,4,25,19.758422
1979,4,26,18.129212
1979,4,27,13.96698
1979,4,28,10.837049
1979,4,29,9.6888371
1979,4,30,12.199757
1979,5,1,10.207134
1979,5,2,7.8730951
1979,5,3,7.9730593
1979,5,4,8.2062991
1979,5,5,10.280722
1979,5,6,12.709366
1979,5,7,11.649967
1979,5,8,12.901535
1979,5,9,12.430118
1979,5,10,11.884612
1979,5,11,11.299444
1979,5,12,12.178322
1979,5,13,10.083915
1979,5,14,12.444159
1979,5,15,10.717465
1979,5,16,9.9695498
1979,5,17,7.2729587
1979,5,18,6.723772
1979,5,19,9.5773005
1979,5,20,11.224356
1979,5,21,8.985418
1979,5,22,9.4589107
1979,5,23,12.431321
1979,5,24,11.49628
1979,5,25,8.1288113
1979,5,26,8.8699999
1979,5,27,7.59291
1979,5,28,6.2606456
1979,5,29,7.089599
1979,5,30,10.91309
1979,5,31,13.1499
1979,6,1,9.7314187
1979,6,2,6.2180589
1979,6,3,4.3501065
1979,6,4,3.9250871
