year,month,day,tmax
1979,1,1,22.781068
1979,1,2,24.995987
1979,1,3,25.069066
1979,1,4,26.435391
1979,1,5,26.552289
1979,1,6,27.618105
1979,1,7,26.59221
1979,1,8,26.420387
1979,1,9,22.642274
1979,1,10,23.734903
1979,1,11,25.20855
1979,1,12,19.999836
1979,1,13,20.973639
1979,1,14,23.380178
1979,1,15,24.427196
1979,1,16,24.042741
1979,1,17,25.070386
1979,1,18,26.886887
1979,1,19,26.895502
1979,1,20,27.057118
1979,1,21,27.150663
1979,1,22,25.379273
1979,1,23,22.835977
1979,1,24,22.347461
1979,1,25,24.439567
1979,1,26,22.871797
1979,1,27,23.114942
1979,1,28,24.165358
1979,1,29,26.423265
1979,1,30,25.932064
1979,1,31,26.968873
1979,2,1,26.954375
1979,2,2,25.892783
1979,2,3,26.018545
1979,2,4,22.82608
1979,2,5,23.421244
1979,2,6,22.611322
1979,2,7,28.842586
1979,2,8,27.468844
1979,2,9,24.092509
1979,2,10,25.34967
1979,2,11,24.30482
1979,2,12,24.082136
1979,2,13,21.358196
1979,2,14,22.099975
1979,2,15,24.297845
1979,2,16,22.555554
1979,2,17,22.548999
1979,2,18,23.528473
1979,2,19,25.404909
1979,2,20,26.974867
1979,2,21,27.582452
1979,2,22,23.984849
1979,2,23,22.703838
1979,2,24,22.666386
1979,2,25,23.167101
1979,2,26,24.169457
1979,2,27,22.403312
1979,2,28,25.040946
1979,3,1,28.294455
1979,3,2,21.17975
1979,3,3,21.114751
1979,3,4,20.639259
1979,3,5,20.304884
1979,3,6,17.509463
1979,3,7,18.208958
1979,3,8,20.384741
1979,3,9,21.212651
1979,3,10,24.33351
1979,3,11,26.04208
1979,3,12,25.073906
1979,3,13,22.382793
1979,3,14,21.663366
1979,3,15,21.545846
1979,3,16,21.673465
1979,3,17,22.385442
1979,3,18,21.870433
1979,3,19,23.475248
1979,3,20,27.817876
1979,3,21,22.325015
1979,3,22,22.158218
1979,3,23,22.436424
1979,3,24,23.114095
1979,3,25,21.357056
1979,3,26,24.445505
1979,3,27,22.255304
1979,3,28,20.553368
1979,3,29,22.644671
1979,3,30,21.403154
1979,3,31,21.483811
1979,4,1,18.614233
1979,4,2,17.443763
1979,4,3,20.180971
1979,4,4,20.176637
1979,4,5,19.462412
1979,4,6,24.278848
1979,4,7,22.606913
1979,4,8,19.332495
1979,4,9,18.111562
1979,4,10,17.615029
1979,4,11,18.420918
1979,4,12,24.076617
1979,4,13,23.179792
1979,4,14,20.168025
1979,4,15,20.453811
1979,4,16,18.312877
1979,4,17,20.048843
1979,4,18,16.763756
1979,4,19,19.246404
1979,4,20,19.589554
1979,4,21,18.373565
1979,4,22,21.511087
1979,4,23,21.00111
1979,4,24,18.951769
1979,4,25,19.304511
1979,4,26,17.972527
1979,4,27,16.678598
1979,4,28,16.196253
1979,4,29,15.682485
1979,4,30,13.937716
1979,5,1,14.084181
1979,5,2,14.193693
1979,5,3,13.644242
1979,5,4,14.000435
1979,5,5,13.294356
1979,5,6,13.927567
1979,5,7,14.762807
1979,5,8,14.612019
1979,5,9,15.284145
1979,5,10,16.744902
1979,5,11,16.725985
1979,5,12,16.794104
1979,5,13,16.322725
1979,5,14,16.371264
1979,5,15,17.323605
1979,5,16,16.136357
1979,5,17,14.395883
1979,5,18,13.879114
1979,5,19,15.478333
1979,5,20,16.69253
1979,5,21,15.746013
1979,5,22,16.183463
1979,5,23,17.97292
1979,5,24,16.142666
1979,5,25,13.938475
1979,5,26,14.621325
1979,5,27,14.6796
1979,5,28,13.334839
1979,5,29,13.608347
1979,5,30,12.711845
1979,5,31,12.377329
1979,6,1,12.526676
1979,6,2,12.550971
1979,6,3,10.858295
1979,6,4,9.6459268
1979,6,5,10.622389
1979,6,6,10.282808
1979,6,7,12.333525
1979,6,8,12.618224
1979,6,9,11.783504
1979,6,10,11.522544
1979,6,11,11.439386
1979,6,12,10.149356
1979,6,13,11.886742
1979,6,14,12.361517
1979,6,15,10.959694
1979,6,16,14.03017
1979,6,17,14.379072
1979,6,18,13.331931
1979,6,19,11.662108
1979,6,20,10.155252
1979,6,21,10.868597
1979,6,22,12.032317
1979,6,23,10.917252
1979,6,24,11.225553
1979,6,25,12.396494
1979,6,26,12.522902
1979,6,27,12.220256
1979,6,28,12.635197
1979,6,29,12.011951
1979,6,30,11.366736
1979,7,1,10.659879
1979,7,2,10.288932
1979,7,3,11.449429
1979,7,4,10.497645
1979,7,5,11.03689
1979,7,6,11.463479
1979,7,7,12.150724
1979,7,8,14.162208
1979,7,9,14.191611
1979,7,10,12.676326
1979,7,11,13.125003
1979,7,12,13.162098
1979,7,13,11.467788
1979,7,14,11.384968
1979,7,15,10.141387
1979,7,16,11.797685
1979,7,17,11.854763
1979,7,18,9.7491266
1979,7,19,11.139077
1979,7,20,11.247084
1979,7,21,11.073751
1979,7,22,11.585302
1979,7,23,12.323068
1979,7,24,13.298577
1979,7,25,13.697592
1979,7,26,14.07204
1979,7,27,14.851356
1979,7,28,13.920378
1979,7,29,14.619258
1979,7,30,13.46475
1979,7,31,13.139087
1979,8,1,10.569316
1979,8,2,10.96584
1979,8,3,11.196776
1979,8,4,12.492269
1979,8,5,11.761473
1979,8,6,12.391712
1979,8,7,12.51869
1979,8,8,13.93168
1979,8,9,14.435526
1979,8,10,12.640774
1979,8,11,14.155656
1979,8,12,12.770198
1979,8,13,15.649438
1979,8,14,13.586317
1979,8,15,13.966356
1979,8,16,13.941471
1979,8,17,14.632447
1979,8,18,16.323249
1979,8,19,14.864834
1979,8,20,14.318453
1979,8,21,14.403768
1979,8,22,14.297389
1979,8,23,14.189826
1979,8,24,14.449248
1979,8,25,13.981458
1979,8,26,13.464481
1979,8,27,11.770064
1979,8,28,12.236021
1979,8,29,14.489994
1979,8,30,14.066612
1979,8,31,11.181894
1979,9,1,11.382932
1979,9,2,11.281434
1979,9,3,12.314321
1979,9,4,17.659035
1979,9,5,20.886943
1979,9,6,21.758635
1979,9,7,19.023319
1979,9,8,19.309019
1979,9,9,16.666474
1979,9,10,15.02469
1979,9,11,14.169725
1979,9,12,14.533438
1979,9,13,13.76293
1979,9,14,11.478539
1979,9,15,11.903323
1979,9,16,12.774539
1979,9,17,17.075517
1979,9,18,15.300696
1979,9,19,14.001139
1979,9,20,13.635063
1979,9,21,14.276054
1979,9,22,14.79723
1979,9,23,14.202
1979,9,24,13.751632
1979,9,25,13.172179
1979,9,26,12.712553
1979,9,27,12.319074
1979,9,28,11.952944
1979,9,29,13.447704
1979,9,30,14.672502
1979,10,1,14.973619
1979,10,2,17.426451
1979,10,3,14.565268
1979,10,4,13.995202
1979,10,5,14.276091
1979,10,6,15.401847
1979,10,7,15.697923
1979,10,8,18.071
1979,10,9,18.108499
1979,10,10,18.839694
1979,10,11,19.399047
1979,10,12,17.52982
1979,10,13,20.214107
1979,10,14,21.298754
1979,10,15,23.246635
1979,10,16,21.190741
1979,10,17,20.894177
1979,10,18,21.908754
1979,10,19,19.884081
1979,10,20,17.354807
1979,10,21,16.130868
1979,10,22,14.771198
1979,10,23,15.384386
1979,10,24,15.86493
1979,10,25,17.460114
1979,10,26,16.873395
1979,10,27,14.613585
1979,10,28,14.439028
1979,10,29,14.856898
1979,10,30,15.197073
1979,10,31,15.54536
1979,11,1,15.353755
1979,11,2,15.86038
1979,11,3,17.623703
1979,11,4,19.481486
1979,11,5,20.085749
1979,11,6,17.72279
1979,11,7,16.24967
1979,11,8,22.815174
1979,11,9,24.52434
1979,11,10,21.558811
1979,11,11,18.754449
1979,11,12,16.048996
1979,11,13,15.917389
1979,11,14,20.124139
1979,11,15,21.746842
1979,11,16,17.03197
1979,11,17,18.205051
1979,11,18,17.635846
1979,11,19,19.78583
1979,11,20,19.596918
1979,11,21,17.875648
1979,11,22,18.730691
1979,11,23,20.225577
1979,11,24,25.856395
1979,11,25,25.75395
1979,11,26,25.472766
1979,11,27,23.387273
1979,11,28,23.484117
1979,11,29,20.972656
1979,11,30,19.631319
1979,12,1,25.974016
1979,12,2,24.899874
1979,12,3,22.053049
1979,12,4,21.133932
1979,12,5,20.306379
1979,12,6,20.210196
1979,12,7,21.179442
1979,12,8,20.210623
1979,12,9,23.430061
1979,12,10,20.9212
1979,12,11,20.46946
1979,12,12,19.104213
1979,12,13,18.947958
1979,12,14,20.50211
1979,12,15,26.205444
1979,12,16,25.765146
1979,12,17,20.847124
1979,12,18,22.452782
1979,12,19,21.731357
1979,12,20,23.422208
1979,12,21,24.905713
1979,12,22,24.808978
1979,12,23,23.685104
1979,12,24,21.942721
1979,12,25,24.243225
1979,12,26,25.123535
1979,12,27,22.269658
1979,12,28,23.270031
1979,12,29,22.647736
1979,12,30,28.667023
1979,12,31,28.487042
1980,1,1,24.573119
1980,1,2,23.152695
1980,1,3,24.888662
1980,1,4,24.976022
1980,1,5,24.559661
1980,1,6,22.882116
1980,1,7,23.385705
1980,1,8,24.00227
1980,1,9,25.76985
1980,1,10,26.428486
1980,1,11,24.915172
1980,1,12,22.472056
1980,1,13,25.943569
1980,1,14,23.155381
1980,1,15,24.219826
1980,1,16,24.112578
1980,1,17,23.574585
1980,1,18,24.563973
1980,1,19,26.785935
1980,1,20,29.651036
1980,1,21,28.250443
1980,1,22,22.560597
1980,1,23,20.667448
1980,1,24,22.723768
1980,1,25,22.49485
1980,1,26,22.280839
1980,1,27,24.855458
1980,1,28,26.035131
1980,1,29,26.166761
1980,1,30,26.308225
1980,1,31,28.091594
1980,2,1,26.31522
1980,2,2,24.021109
1980,2,3,25.079228
1980,2,4,23.340267
1980,2,5,22.643605
1980,2,6,19.872353
1980,2,7,21.061407
1980,2,8,21.066419
1980,2,9,19.135571
1980,2,10,19.244584
1980,2,11,20.326771
1980,2,12,20.249379
1980,2,13,23.897201
1980,2,14,24.439106
1980,2,15,24.856937
1980,2,16,29.192159
1980,2,17,26.092723
1980,2,18,25.726244
1980,2,19,23.538067
1980,2,20,26.33194
1980,2,21,25.605697
1980,2,22,24.777288
1980,2,23,24.188697
1980,2,24,22.940109
1980,2,25,21.770289
1980,2,26,22.01875
1980,2,27,22.347062
1980,2,28,22.248328
1980,2,29,19.941577
1980,3,1,21.179906
1980,3,2,22.762104
1980,3,3,21.635868
1980,3,4,21.128667
1980,3,5,20.430988
1980,3,6,21.101969
1980,3,7,22.757562
1980,3,8,23.85729
1980,3,9,24.772813
1980,3,10,25.273281
1980,3,11,26.75588
1980,3,12,26.299656
1980,3,13,22.694745
1980,3,14,20.255539
1980,3,15,21.771075
1980,3,16,22.726965
1980,3,17,23.860642
1980,3,18,21.166537
1980,3,19,20.783865
1980,3,20,22.257474
1980,3,21,23.388101
1980,3,22,18.929003
1980,3,23,18.53932
1980,3,24,19.335474
1980,3,25,19.100697
1980,3,26,21.35626
1980,3,27,21.398552
1980,3,28,19.36209
1980,3,29,22.722536
1980,3,30,21.772364
1980,3,31,24.603984
1980,4,1,20.978049
1980,4,2,18.346549
1980,4,3,17.843453
1980,4,4,17.55258
1980,4,5,17.235495
1980,4,6,17.081902
1980,4,7,16.888925
1980,4,8,16.293918
1980,4,9,13.897374
1980,4,10,12.835377
1980,4,11,12.718601
1980,4,12,12.843996
1980,4,13,13.634678
1980,4,14,13.171611
1980,4,15,13.589109
1980,4,16,15.06027
1980,4,17,13.984245
1980,4,18,13.680599
1980,4,19,15.048415
1980,4,20,18.549336
1980,4,21,18.496099
1980,4,22,16.510347
1980,4,23,14.416607
1980,4,24,14.842932
1980,4,25,13.110815
1980,4,26,14.028837
1980,4,27,15.632055
1980,4,28,12.274272
1980,4,29,11.874326
1980,4,30,13.626662
1980,5,1,17.230703
1980,5,2,16.424573
1980,5,3,15.556943
1980,5,4,14.844913
1980,5,5,14.399741
1980,5,6,13.186847
1980,5,7,14.207015
1980,5,8,12.640235
1980,5,9,13.767558
1980,5,10,13.930983
1980,5,11,16.108647
1980,5,12,15.662024
1980,5,13,13.88912
1980,5,14,13.883887
1980,5,15,14.578185
1980,5,16,13.632552
1980,5,17,15.900136
1980,5,18,15.44224
1980,5,19,14.714238
1980,5,20,15.861474
1980,5,21,15.860923
1980,5,22,18.068379
1980,5,23,15.964388
1980,5,24,13.754293
1980,5,25,13.967852
1980,5,26,13.408352
1980,5,27,13.082217
1980,5,28,13.964661
1980,5,29,13.705763
1980,5,30,13.158937
1980,5,31,12.2177
1980,6,1,11.908259
1980,6,2,14.090275
1980,6,3,12.244374
1980,6,4,12.072732
1980,6,5,14.70963
1980,6,6,15.730213
1980,6,7,14.382752
1980,6,8,13.575657
1980,6,9,11.900458
1980,6,10,13.147689
1980,6,11,13.686643
1980,6,12,10.428522
1980,6,13,11.392487
1980,6,14,10.897907
1980,6,15,13.96927
1980,6,16,13.565642
1980,6,17,14.166034
1980,6,18,11.106589
1980,6,19,12.393246
1980,6,20,14.206265
1980,6,21,14.987952
1980,6,22,14.465708
1980,6,23,13.178844
1980,6,24,9.9156859
1980,6,25,8.16038
1980,6,26,8.8109936
1980,6,27,12.283223
1980,6,28,10.197135
1980,6,29,7.6238886
1980,6,30,7.951602
1980,7,1,7.6750163
1980,7,2,8.0039773
1980,7,3,8.7916219
1980,7,4,11.790465
1980,7,5,11.77462
1980,7,6,12.033873
1980,7,7,11.589829
1980,7,8,10.259707
1980,7,9,10.287498
1980,7,10,9.4885936
1980,7,11,12.205806
1980,7,12,11.984631
1980,7,13,12.356586
1980,7,14,10.261223
1980,7,15,12.716526
1980,7,16,14.175614
1980,7,17,14.827519
1980,7,18,13.497723
1980,7,19,11.583365
1980,7,20,12.150053
1980,7,21,13.393378
1980,7,22,15.604368
1980,7,23,13.405918
1980,7,24,13.433173
1980,7,25,14.127268
1980,7,26,10.866988
1980,7,27,11.582891
1980,7,28,8.3735294
1980,7,29,8.8757398
1980,7,30,8.1483059
1980,7,31,14.550906
1980,8,1,18.464372
1980,8,2,16.052446
1980,8,3,13.695105
1980,8,4,13.646571
1980,8,5,12.47847
1980,8,6,11.238063
1980,8,7,11.555396
1980,8,8,12.405917
1980,8,9,12.195597
1980,8,10,12.077737
1980,8,11,15.384616
1980,8,12,15.68901
1980,8,13,16.840798
1980,8,14,13.602002
1980,8,15,13.717329
1980,8,16,13.122201
1980,8,17,12.065847
1980,8,18,12.585029
1980,8,19,13.114474
1980,8,20,12.027328
1980,8,21,11.278477
1980,8,22,12.576707
1980,8,23,12.633629
1980,8,24,12.582673
1980,8,25,11.901324
1980,8,26,16.700697
1980,8,27,17.427375
1980,8,28,15.060773
1980,8,29,15.158723
1980,8,30,13.533066
1980,8,31,13.622752
1980,9,1,15.884638
1980,9,2,14.745421
1980,9,3,16.189498
1980,9,4,15.855492
1980,9,5,18.381907
1980,9,6,15.272962
1980,9,7,12.21507
1980,9,8,12.865047
1980,9,9,13.820203
1980,9,10,14.857279
1980,9,11,18.547947
1980,9,12,16.008179
1980,9,13,12.773066
1980,9,14,13.194327
1980,9,15,17.832257
1980,9,16,16.088012
1980,9,17,12.685986
1980,9,18,16.172595
1980,9,19,14.76924
1980,9,20,14.658544
1980,9,21,19.047685
1980,9,22,22.302505
1980,9,23,20.776962
1980,9,24,17.167267
1980,9,25,18.327883
1980,9,26,14.319042
1980,9,27,15.541177
1980,9,28,15.796839
1980,9,29,13.340997
1980,9,30,12.534708
1980,10,1,14.703931
1980,10,2,14.409964
1980,10,3,15.810997
1980,10,4,17.785244
1980,10,5,23.172932
1980,10,6,20.395833
1980,10,7,18.786885
1980,10,8,19.631014
1980,10,9,21.74042
1980,10,10,20.911651
1980,10,11,16.253787
1980,10,12,18.438404
1980,10,13,20.350819
1980,10,14,18.921475
1980,10,15,20.818033
1980,10,16,18.903078
1980,10,17,19.251319
1980,10,18,19.474969
1980,10,19,15.42423
1980,10,20,16.033452
1980,10,21,13.98665
1980,10,22,17.747254
1980,10,23,20.130951
1980,10,24,19.695386
1980,10,25,19.869851
1980,10,26,18.031214
1980,10,27,18.550934
1980,10,28,16.831223
1980,10,29,16.607806
1980,10,30,18.72761
1980,10,31,21.9996
1980,11,1,19.176744
1980,11,2,17.604894
1980,11,3,17.234262
1980,11,4,17.170488
1980,11,5,16.496322
1980,11,6,14.94211
1980,11,7,16.068211
1980,11,8,18.852316
1980,11,9,16.528869
1980,11,10,17.715466
1980,11,11,19.637771
1980,11,12,22.397027
1980,11,13,18.575785
1980,11,14,18.67106
1980,11,15,17.776855
1980,11,16,21.713317
1980,11,17,19.006126
1980,11,18,19.529375
1980,11,19,16.413181
1980,11,20,15.843329
1980,11,21,19.392889
1980,11,22,18.816298
1980,11,23,20.457494
1980,11,24,19.177635
1980,11,25,21.030954
1980,11,26,22.430138
1980,11,27,22.955743
1980,11,28,22.960182
1980,11,29,26.645504
1980,11,30,26.44758
1980,12,1,21.93347
1980,12,2,22.54114
1980,12,3,22.103105
1980,12,4,20.20488
1980,12,5,20.440754
1980,12,6,21.986725
1980,12,7,25.508488
1980,12,8,22.690184
1980,12,9,20.6144
1980,12,10,20.889103
1980,12,11,23.197584
1980,12,12,20.909988
1980,12,13,21.627993
1980,12,14,23.586016
1980,12,15,24.516602
1980,12,16,21.460056
1980,12,17,16.679196
1980,12,18,16.378839
1980,12,19,21.112121
1980,12,20,25.440425
1980,12,21,26.255867
1980,12,22,26.089793
1980,12,23,27.55801
1980,12,24,25.851691
1980,12,25,25.904591
1980,12,26,23.978719
1980,12,27,24.206551
1980,12,28,22.413777
1980,12,29,19.092636
1980,12,30,19.016563
1980,12,31,18.312035
1981,1,1,19.547201
1981,1,2,20.071527
1981,1,3,21.286864
1981,1,4,22.44582
1981,1,5,20.799887
1981,1,6,20.775096
1981,1,7,21.78789
1981,1,8,21.606764
1981,1,9,22.012507
1981,1,10,22.313946
1981,1,11,21.855773
1981,1,12,21.695232
1981,1,13,23.851609
1981,1,14,24.837164
1981,1,15,22.791025
1981,1,16,22.322927
1981,1,17,20.683645
1981,1,18,20.080771
1981,1,19,19.88726
1981,1,20,23.536074
1981,1,21,24.031021
1981,1,22,22.489506
1981,1,23,22.873337
1981,1,24,22.266959
1981,1,25,22.65727
1981,1,26,22.196549
1981,1,27,21.493133
1981,1,28,23.132881
1981,1,29,23.734634
1981,1,30,23.956112
1981,1,31,23.633904
1981,2,1,24.668266
1981,2,2,23.166746
1981,2,3,21.460034
1981,2,4,24.150748
1981,2,5,23.689712
1981,2,6,22.429361
1981,2,7,20.036789
1981,2,8,22.605353
1981,2,9,22.362914
1981,2,10,21.907161
1981,2,11,23.108337
1981,2,12,21.787907
1981,2,13,23.539691
1981,2,14,23.687543
1981,2,15,21.135221
1981,2,16,23.204709
1981,2,17,22.193476
1981,2,18,24.049361
1981,2,19,25.241132
1981,2,20,25.415672
1981,2,21,23.533118
1981,2,22,22.642744
1981,2,23,23.272049
1981,2,24,19.938393
1981,2,25,20.984662
1981,2,26,22.522572
1981,2,27,23.133261
1981,2,28,27.904549
1981,3,1,28.118281
1981,3,2,27.581826
1981,3,3,26.395661
1981,3,4,24.383354
1981,3,5,23.398144
1981,3,6,25.109349
1981,3,7,24.107399
1981,3,8,22.15404
1981,3,9,22.634384
1981,3,10,22.713186
1981,3,11,21.186214
1981,3,12,21.245292
1981,3,13,19.164708
1981,3,14,19.522107
1981,3,15,19.520902
1981,3,16,21.24276
1981,3,17,19.431045
1981,3,18,20.780346
1981,3,19,20.230117
1981,3,20,21.223126
1981,3,21,21.242737
1981,3,22,17.445986
1981,3,23,16.786611
1981,3,24,18.678566
1981,3,25,22.985339
1981,3,26,20.596137
1981,3,27,20.972124
1981,3,28,22.142889
1981,3,29,20.849615
1981,3,30,21.837258
1981,3,31,22.804401
1981,4,1,19.960867
1981,4,2,19.411071
1981,4,3,19.714679
1981,4,4,20.26964
1981,4,5,20.713147
1981,4,6,20.335196
1981,4,7,20.181584
1981,4,8,20.181092
1981,4,9,17.835164
1981,4,10,16.947071
1981,4,11,18.973019
