year,month,day,tmax
1979,1,1,18.312551
1979,1,2,22.603814
1979,1,3,23.323779
1979,1,4,26.174702
1979,1,5,24.967482
1979,1,6,26.410746
1979,1,7,24.186853
1979,1,8,22.770395
1979,1,9,20.506744
1979,1,10,18.537044
1979,1,11,19.94853
1979,1,12,12.851936
1979,1,13,14.946574
1979,1,14,20.058188
1979,1,15,22.632996
1979,1,16,20.575021
1979,1,17,21.486918
1979,1,18,28.141192
1979,1,19,28.127406
1979,1,20,25.350781
1979,1,21,25.019342
1979,1,22,22.233906
1979,1,23,20.108003
1979,1,24,18.189175
1979,1,25,20.011167
1979,1,26,15.942797
1979,1,27,19.22074
1979,1,28,23.486554
1979,1,29,25.784062
1979,1,30,23.903468
1979,1,31,22.426906
1979,2,1,23.61142
1979,2,2,23.707267
1979,2,3,20.150309
1979,2,4,15.908753
1979,2,5,21.001794
1979,2,6,19.407168
1979,2,7,23.697243
1979,2,8,24.443016
1979,2,9,18.351196
1979,2,10,20.514834
1979,2,11,20.191149
1979,2,12,19.373417
1979,2,13,16.159063
1979,2,14,15.572152
1979,2,15,22.490026
1979,2,16,18.937886
1979,2,17,17.265818
1979,2,18,20.096858
1979,2,19,22.179213
1979,2,20,26.07975
1979,2,21,28.90886
1979,2,22,19.770881
1979,2,23,19.587496
1979,2,24,17.517817
1979,2,25,19.514341
1979,2,26,23.151414
1979,2,27,15.608991
1979,2,28,22.016057
1979,3,1,26.287893
1979,3,2,16.26197
1979,3,3,15.222088
1979,3,4,13.960214
1979,3,5,13.73885
1979,3,6,9.7055912
1979,3,7,14.772831
1979,3,8,18.124396
1979,3,9,20.211823
1979,3,10,21.90623
1979,3,11,21.937107
1979,3,12,21.671632
1979,3,13,18.099638
1979,3,14,18.493482
1979,3,15,20.058739
1979,3,16,20.833537
1979,3,17,22.003567
1979,3,18,20.688962
1979,3,19,21.804945
1979,3,20,17.705352
1979,3,21,19.385641
1979,3,22,16.243258
1979,3,23,20.141729
1979,3,24,20.738499
1979,3,25,19.419342
1979,3,26,15.08668
1979,3,27,17.474624
1979,3,28,16.642425
1979,3,29,18.006085
1979,3,30,19.578553
1979,3,31,16.38508
1979,4,1,15.121577
1979,4,2,12.369106
1979,4,3,10.968883
1979,4,4,12.92367
1979,4,5,17.190107
1979,4,6,19.136855
1979,4,7,19.939721
1979,4,8,17.779877
1979,4,9,13.222129
1979,4,10,15.643711
1979,4,11,16.514237
1979,4,12,17.414519
1979,4,13,19.370663
1979,4,14,18.704156
1979,4,15,18.953176
1979,4,16,13.699618
1979,4,17,16.384384
1979,4,18,15.034647
1979,4,19,16.047614
1979,4,20,19.035299
1979,4,21,18.687557
1979,4,22,19.674167
1979,4,23,19.710415
1979,4,24,20.007628
1979,4,25,19.782615
1979,4,26,18.109363
1979,4,27,13.602839
1979,4,28,10.761969
1979,4,29,9.4939841
1979,4,30,12.10131
1979,5,1,9.3252595
1979,5,2,7.5987942
1979,5,3,7.8638798
1979,5,4,7.8690601
1979,5,5,10.295016
1979,5,6,12.913367
1979,5,7,10.720925
1979,5,8,12.289731
1979,5,9,11.664602
1979,5,10,11.502186
1979,5,11,10.976329
1979,5,12,11.894563
1979,5,13,9.8494668
1979,5,14,12.133776
1979,5,15,10.499337
1979,5,16,9.631318
1979,5,17,6.9718796
1979,5,18,6.2918321
1979,5,19,9.3674822
1979,5,20,10.492401
1979,5,21,8.6573595
1979,5,22,8.9547354
1979,5,23,11.851009
1979,5,24,10.972224
1979,5,25,7.8847617
1979,5,26,8.3301932
1979,5,27,7.2657575
1979,5,28,6.19623
1979,5,29,6.394031
1979,5,30,10.681918
1979,5,31,13.215212
1979,6,1,9.4587906
1979,6,2,5.8528945
1979,6,3,4.2057756
1979,6,4,3.8728271
1979,6,5,5.1365609
1979,6,6,4.7788711
1979,6,7,6.2653869
1979,6,8,8.3465369
1979,6,9,9.0852002
1979,6,10,8.2652498
1979,6,11,5.6888379
1979,6,12,3.9211568
1979,6,13,3.8995375
1979,6,14,5.0027687
1979,6,15,5.6652305
1979,6,16,8.0746522
1979,6,17,10.304042
1979,6,18,7.8938886
1979,6,19,5.775176
1979,6,20,7.3593408
1979,6,21,6.7894638
1979,6,22,5.23693
1979,6,23,4.9957634
1979,6,24,5.4202002
1979,6,25,6.6194591
1979,6,26,10.641498
1979,6,27,9.9644441
1979,6,28,9.9066213
1979,6,29,8.5205514
1979,6,30,8.0575976
1979,7,1,9.2170352
1979,7,2,8.8468392
1979,7,3,7.3188904
1979,7,4,8.7848309
1979,7,5,9.054303
1979,7,6,8.7894787
1979,7,7,9.661523
1979,7,8,7.7321471
1979,7,9,10.509606
1979,7,10,14.040454
1979,7,11,12.835072
1979,7,12,8.4829394
1979,7,13,5.6313546
1979,7,14,4.2564253
1979,7,15,9.6466835
1979,7,16,9.7803896
1979,7,17,5.5833547
1979,7,18,4.6369291
1979,7,19,8.5958546
1979,7,20,8.2071542
1979,7,21,6.0715051
1979,7,22,6.3138812
1979,7,23,5.7841723
1979,7,24,7.0172555
1979,7,25,9.6873041
1979,7,26,7.1894249
1979,7,27,8.1405321
1979,7,28,6.3151582
1979,7,29,7.3286255
1979,7,30,8.1190845
1979,7,31,6.9986929
1979,8,1,4.3072052
1979,8,2,5.9420327
1979,8,3,5.6645395
1979,8,4,5.7751121
1979,8,5,5.0523176
1979,8,6,5.3848324
1979,8,7,7.1427563
1979,8,8,7.9028821
1979,8,9,8.6321012
1979,8,10,9.3475612
1979,8,11,9.1242384
1979,8,12,10.895491
1979,8,13,10.521285
1979,8,14,10.005263
1979,8,15,9.3129404
1979,8,16,10.351251
1979,8,17,9.5058601
1979,8,18,11.387164
1979,8,19,10.457462
1979,8,20,9.765743
1979,8,21,8.4907726
1979,8,22,9.4144831
1979,8,23,7.9046609
1979,8,24,9.0624254
1979,8,25,7.6420787
1979,8,26,6.4302769
1979,8,27,4.8905216
1979,8,28,5.8213057
1979,8,29,7.2973163
1979,8,30,7.6332464
1979,8,31,5.0126995
1979,9,1,5.0500653
1979,9,2,4.8683365
1979,9,3,8.0690253
1979,9,4,14.427883
1979,9,5,18.246909
1979,9,6,17.081383
1979,9,7,12.033329
1979,9,8,14.379839
1979,9,9,13.518015
1979,9,10,8.5660163
1979,9,11,10.684086
1979,9,12,9.5143267
1979,9,13,7.9614565
1979,9,14,5.4299925
1979,9,15,5.215833
1979,9,16,8.2406694
1979,9,17,11.733873
1979,9,18,13.208146
1979,9,19,8.9544125
1979,9,20,7.3289178
1979,9,21,7.879358
1979,9,22,7.8319848
1979,9,23,7.5189108
1979,9,24,7.939123
1979,9,25,7.5887341
1979,9,26,6.1050448
1979,9,27,6.5103774
1979,9,28,5.3565559
1979,9,29,8.4711095
1979,9,30,7.368392
1979,10,1,4.9655457
1979,10,2,7.7482617
1979,10,3,9.2246645
1979,10,4,7.3899918
1979,10,5,8.0464447
1979,10,6,10.532267
1979,10,7,9.1510803
1979,10,8,11.104667
1979,10,9,11.95746
1979,10,10,17.311755
1979,10,11,18.028124
1979,10,12,13.961098
1979,10,13,15.276929
1979,10,14,18.81068
1979,10,15,20.262957
1979,10,16,17.065474
1979,10,17,18.237241
1979,10,18,18.027121
1979,10,19,15.518885
1979,10,20,10.379984
1979,10,21,9.9662432
1979,10,22,8.6041649
1979,10,23,7.2080331
1979,10,24,8.9479599
1979,10,25,11.148939
1979,10,26,9.4392916
1979,10,27,7.2163975
1979,10,28,7.4717117
1979,10,29,7.3248748
1979,10,30,7.8512885
1979,10,31,8.2137364
1979,11,1,7.6252577
1979,11,2,8.8531147
1979,11,3,13.806588
1979,11,4,14.953413
1979,11,5,13.599261
1979,11,6,10.148372
1979,11,7,12.859254
1979,11,8,17.514354
1979,11,9,19.796681
1979,11,10,19.320599
1979,11,11,14.016875
1979,11,12,8.3027498
1979,11,13,11.460588
1979,11,14,16.534013
1979,11,15,19.079817
1979,11,16,11.27838
1979,11,17,11.504186
1979,11,18,11.139737
1979,11,19,12.116126
1979,11,20,12.471683
1979,11,21,10.748305
1979,11,22,12.114548
1979,11,23,17.590005
1979,11,24,17.513982
1979,11,25,21.964149
1979,11,26,23.275753
1979,11,27,19.057606
1979,11,28,20.854544
1979,11,29,16.315913
1979,11,30,14.402578
1979,12,1,18.496518
1979,12,2,18.778433
1979,12,3,16.191111
1979,12,4,15.739572
1979,12,5,13.88237
1979,12,6,13.886789
1979,12,7,14.39036
1979,12,8,13.830963
1979,12,9,19.727993
1979,12,10,15.508741
1979,12,11,12.679235
1979,12,12,12.633894
1979,12,13,12.525586
1979,12,14,15.961727
1979,12,15,23.623043
1979,12,16,22.685857
1979,12,17,17.958972
1979,12,18,17.509814
1979,12,19,16.704782
1979,12,20,18.204053
1979,12,21,22.829692
1979,12,22,25.217807
1979,12,23,21.642331
1979,12,24,20.237529
1979,12,25,23.310509
1979,12,26,21.595011
1979,12,27,16.616239
1979,12,28,17.882292
1979,12,29,16.587477
1979,12,30,23.218667
1979,12,31,26.742269
1980,1,1,20.716074
1980,1,2,19.500772
1980,1,3,22.658649
1980,1,4,21.194226
1980,1,5,19.919262
1980,1,6,17.539055
1980,1,7,17.79053
1980,1,8,21.248255
1980,1,9,21.272623
1980,1,10,25.590241
1980,1,11,20.624294
1980,1,12,17.437944
1980,1,13,20.774229
1980,1,14,18.244678
1980,1,15,19.01306
1980,1,16,21.694481
1980,1,17,21.609945
1980,1,18,20.507412
1980,1,19,25.348372
1980,1,20,31.24235
1980,1,21,26.960964
1980,1,22,18.403872
1980,1,23,13.294624
1980,1,24,20.048476
1980,1,25,15.532689
1980,1,26,16.476078
1980,1,27,23.737313
1980,1,28,23.647517
1980,1,29,21.320202
1980,1,30,23.257516
1980,1,31,25.782247
1980,2,1,22.601667
1980,2,2,19.374707
1980,2,3,19.805674
1980,2,4,17.031434
1980,2,5,15.821186
1980,2,6,12.267314
1980,2,7,12.987616
1980,2,8,14.565752
1980,2,9,11.976217
1980,2,10,12.297415
1980,2,11,13.535428
1980,2,12,13.271724
1980,2,13,20.367623
1980,2,14,20.700659
1980,2,15,18.616056
1980,2,16,26.511996
1980,2,17,26.541479
1980,2,18,24.065478
1980,2,19,19.348625
1980,2,20,22.377094
1980,2,21,22.412481
1980,2,22,20.71766
1980,2,23,18.552801
1980,2,24,19.2512
1980,2,25,16.446351
1980,2,26,15.980245
1980,2,27,15.390232
1980,2,28,15.40159
1980,2,29,15.008182
1980,3,1,17.762251
1980,3,2,20.799681
1980,3,3,19.396944
1980,3,4,14.366316
1980,3,5,13.596719
1980,3,6,15.892023
1980,3,7,20.825385
1980,3,8,20.918618
1980,3,9,22.236537
1980,3,10,25.36782
1980,3,11,26.879326
1980,3,12,27.735968
1980,3,13,21.355149
1980,3,14,14.340607
1980,3,15,15.999551
1980,3,16,17.481314
1980,3,17,21.484265
1980,3,18,16.031971
1980,3,19,18.436107
1980,3,20,18.663946
1980,3,21,18.834121
1980,3,22,11.898064
1980,3,23,11.176705
1980,3,24,14.094949
1980,3,25,15.147622
1980,3,26,14.81481
1980,3,27,19.454045
1980,3,28,15.422969
1980,3,29,18.601828
1980,3,30,20.156596
1980,3,31,24.22479
1980,4,1,17.455671
1980,4,2,12.228261
1980,4,3,10.697262
1980,4,4,11.994783
1980,4,5,14.993031
1980,4,6,13.873588
1980,4,7,12.041936
1980,4,8,9.2894467
1980,4,9,6.3624938
1980,4,10,4.5655264
1980,4,11,4.251543
1980,4,12,4.9053287
1980,4,13,6.2020074
1980,4,14,6.4046985
1980,4,15,7.5243267
1980,4,16,7.7332571
1980,4,17,6.4313368
1980,4,18,9.0743585
1980,4,19,11.468272
1980,4,20,12.75706
1980,4,21,13.945844
1980,4,22,13.03905
1980,4,23,7.9072067
1980,4,24,7.2780865
1980,4,25,8.7596624
1980,4,26,12.536483
1980,4,27,11.237928
1980,4,28,7.7652209
1980,4,29,8.2257102
1980,4,30,10.591831
1980,5,1,13.425417
1980,5,2,13.389572
1980,5,3,12.465209
1980,5,4,8.8711704
1980,5,5,8.050709
1980,5,6,9.1005089
1980,5,7,8.3649342
1980,5,8,8.6215197
1980,5,9,7.3479707
1980,5,10,5.8014351
1980,5,11,7.7815314
1980,5,12,9.0621524
1980,5,13,6.4193772
1980,5,14,7.3250852
1980,5,15,9.2033096
1980,5,16,9.8871587
1980,5,17,11.749512
1980,5,18,8.4853739
1980,5,19,8.5162463
1980,5,20,7.6041947
1980,5,21,9.9348698
1980,5,22,9.9987845
1980,5,23,9.3876989
1980,5,24,8.0463013
1980,5,25,9.1576212
1980,5,26,8.0662738
1980,5,27,4.5859083
1980,5,28,6.2508852
1980,5,29,6.1440521
1980,5,30,5.6428434
1980,5,31,4.5499476
1980,6,1,6.4720496
1980,6,2,5.9375744
1980,6,3,6.7823835
1980,6,4,8.0628211
1980,6,5,7.5430675
1980,6,6,8.9107079
1980,6,7,7.3790879
1980,6,8,6.5365646
1980,6,9,6.5714779
1980,6,10,6.0108336
1980,6,11,6.5755544
1980,6,12,6.6727252
1980,6,13,7.3606821
1980,6,14,7.7071422
1980,6,15,6.4375156
1980,6,16,7.244276
1980,6,17,8.5883343
1980,6,18,5.1044426
1980,6,19,6.1442155
1980,6,20,10.096062
1980,6,21,9.2245152
1980,6,22,10.397874
1980,6,23,7.7621466
1980,6,24,3.3312983
1980,6,25,1.3454051
1980,6,26,2.5982284
1980,6,27,6.3384508
1980,6,28,5.246401
1980,6,29,1.8191167
1980,6,30,1.2926135
1980,7,1,2.0320306
1980,7,2,2.0628645
1980,7,3,5.6457161
1980,7,4,7.7440873
1980,7,5,7.4740917
1980,7,6,5.6541316
1980,7,7,6.7227624
1980,7,8,5.9749398
1980,7,9,8.2325616
1980,7,10,7.6091748
1980,7,11,6.216515
1980,7,12,6.7274378
1980,7,13,4.9663446
1980,7,14,5.8335723
1980,7,15,7.6145132
1980,7,16,9.1151469
1980,7,17,8.9140249
1980,7,18,8.2958628
1980,7,19,4.8428295
1980,7,20,5.4221464
1980,7,21,7.1733976
1980,7,22,11.397029
1980,7,23,9.7587751
1980,7,24,9.4478356
1980,7,25,7.1574969
1980,7,26,4.4466763
1980,7,27,4.6038832
1980,7,28,2.7177949
1980,7,29,2.6906836
1980,7,30,4.099032
1980,7,31,8.4879084
1980,8,1,10.426643
1980,8,2,7.5019929
1980,8,3,7.8636241
1980,8,4,7.4215581
1980,8,5,7.8012839
1980,8,6,4.8190346
1980,8,7,4.6406354
1980,8,8,6.2301716
1980,8,9,5.5694083
1980,8,10,5.5307473
1980,8,11,12.15439
1980,8,12,9.7693336
1980,8,13,12.633283
1980,8,14,8.8670297
1980,8,15,8.0466054
1980,8,16,8.3999787
1980,8,17,5.8394759
1980,8,18,5.7030303
1980,8,19,6.2496381
1980,8,20,5.6069013
1980,8,21,5.0705841
1980,8,22,8.011476
1980,8,23,7.2775337
1980,8,24,6.2124826
1980,8,25,7.8362209
1980,8,26,12.259606
1980,8,27,16.35139
1980,8,28,12.536857
1980,8,29,11.68045
1980,8,30,7.686422
1980,8,31,8.6879309
1980,9,1,11.385906
1980,9,2,7.6450051
1980,9,3,14.914088
1980,9,4,13.173853
1980,9,5,16.014202
1980,9,6,8.0560828
1980,9,7,5.5268993
1980,9,8,6.9433688
1980,9,9,7.3209122
1980,9,10,8.8127943
1980,9,11,16.174012
1980,9,12,14.549599
1980,9,13,7.9917835
1980,9,14,9.4627402
1980,9,15,12.053158
1980,9,16,12.222331
1980,9,17,7.1008461
1980,9,18,12.068906
1980,9,19,12.333985
1980,9,20,13.608581
1980,9,21,16.634759
1980,9,22,17.264924
1980,9,23,17.810039
1980,9,24,11.769341
1980,9,25,12.895106
1980,9,26,7.6534615
1980,9,27,11.599686
1980,9,28,12.023474
1980,9,29,7.2827262
1980,9,30,6.4765126
1980,10,1,9.2156842
1980,10,2,9.8308875
1980,10,3,11.258996
1980,10,4,13.544704
1980,10,5,15.118798
1980,10,6,15.47089
1980,10,7,14.608687
1980,10,8,16.939247
1980,10,9,18.877537
1980,10,10,17.955243
1980,10,11,13.959329
1980,10,12,14.334834
1980,10,13,19.111265
1980,10,14,16.951791
1980,10,15,19.516494
1980,10,16,15.563739
1980,10,17,16.958584
1980,10,18,18.796125
1980,10,19,11.651278
1980,10,20,10.671762
1980,10,21,7.7326967
1980,10,22,9.3845316
1980,10,23,13.197185
1980,10,24,16.165987
1980,10,25,16.247686
1980,10,26,12.930461
1980,10,27,12.16041
1980,10,28,9.3192904
1980,10,29,9.8362171
1980,10,30,14.209968
1980,10,31,20.556648
1980,11,1,12.538093
1980,11,2,11.01072
1980,11,3,10.601886
1980,11,4,9.3137076
1980,11,5,9.1809341
1980,11,6,7.3641928
1980,11,7,8.2739978
1980,11,8,12.454025
1980,11,9,9.1044347
1980,11,10,11.704845
1980,11,11,14.228365
1980,11,12,19.418666
1980,11,13,12.469671
1980,11,14,14.130759
1980,11,15,9.9892453
1980,11,16,20.838162
1980,11,17,13.380915
1980,11,18,14.384418
1980,11,19,10.331462
1980,11,20,11.877414
1980,11,21,13.109549
1980,11,22,14.508441
1980,11,23,17.195032
1980,11,24,14.582831
1980,11,25,19.236358
1980,11,26,20.07787
1980,11,27,20.084235
1980,11,28,20.710242
1980,11,29,26.389365
1980,11,30,26.17388
1980,12,1,18.762039
1980,12,2,19.307505
1980,12,3,19.369527
1980,12,4,13.541946
