year,month,day,tmax
1979,1,1,19.4756
1979,1,2,23.749255
1979,1,3,24.006532
1979,1,4,26.389571
1979,1,5,25.464663
1979,1,6,26.619874
1979,1,7,24.769575
1979,1,8,23.81407
1979,1,9,21.665046
1979,1,10,20.490591
1979,1,11,22.12677
1979,1,12,15.399413
1979,1,13,16.785514
1979,1,14,21.089806
1979,1,15,23.090804
1979,1,16,21.933972
1979,1,17,22.501373
1979,1,18,28.596727
1979,1,19,27.970771
1979,1,20,25.600658
1979,1,21,25.283269
1979,1,22,22.792262
1979,1,23,20.868348
1979,1,24,19.496475
1979,1,25,21.786125
1979,1,26,18.165471
1979,1,27,20.278452
1979,1,28,23.251562
1979,1,29,24.916799
1979,1,30,24.143863
1979,1,31,23.932942
1979,2,1,24.869272
1979,2,2,24.672627
1979,2,3,21.925104
1979,2,4,18.164974
1979,2,5,21.279267
1979,2,6,19.732788
1979,2,7,26.017059
1979,2,8,25.321347
1979,2,9,20.1
1979,2,10,21.905136
1979,2,11,21.409453
1979,2,12,20.851368
1979,2,13,18.42621
1979,2,14,17.915002
1979,2,15,23.040556
1979,2,16,19.902699
1979,2,17,18.838502
1979,2,18,21.046259
1979,2,19,23.01442
1979,2,20,26.502159
1979,2,21,28.402583
1979,2,22,21.171278
1979,2,23,20.301199
1979,2,24,18.983083
1979,2,25,20.23654
1979,2,26,23.283526
1979,2,27,17.036258
1979,2,28,24.517128
1979,3,1,27.78413
1979,3,2,18.562812
1979,3,3,17.485059
1979,3,4,15.465668
1979,3,5,15.937311
1979,3,6,12.217383
1979,3,7,15.492617
1979,3,8,18.921049
1979,3,9,20.344888
1979,3,10,23.816629
1979,3,11,23.988497
1979,3,12,23.131791
1979,3,13,19.441088
1979,3,14,19.285965
1979,3,15,20.266076
1979,3,16,20.977121
1979,3,17,22.162145
1979,3,18,21.26836
1979,3,19,23.037816
1979,3,20,21.326982
1979,3,21,21.108643
1979,3,22,17.959793
1979,3,23,21.506106
1979,3,24,21.165546
1979,3,25,19.974203
1979,3,26,18.544382
1979,3,27,18.68792
1979,3,28,18.095661
1979,3,29,19.477588
1979,3,30,20.433796
1979,3,31,18.332374
1979,4,1,15.854431
1979,4,2,14.694728
1979,4,3,14.482086
1979,4,4,16.039944
1979,4,5,18.700904
1979,4,6,22.008256
1979,4,7,22.242655
1979,4,8,18.876421
1979,4,9,15.027
1979,4,10,16.611038
1979,4,11,18.697631
1979,4,12,20.202259
1979,4,13,22.074184
1979,4,14,19.619541
1979,4,15,20.095243
1979,4,16,15.613822
1979,4,17,18.023768
1979,4,18,15.807107
1979,4,19,17.627013
1979,4,20,20.14862
1979,4,21,19.116764
1979,4,22,22.245397
1979,4,23,21.486
1979,4,24,20.581558
1979,4,25,19.674959
1979,4,26,18.346801
1979,4,27,15.278413
1979,4,28,12.507739
1979,4,29,11.500208
1979,4,30,13.08133
1979,5,1,12.071412
1979,5,2,9.7101512
1979,5,3,9.6861643
1979,5,4,10.034683
1979,5,5,11.067507
1979,5,6,13.081159
1979,5,7,13.716765
1979,5,8,14.528803
1979,5,9,13.893794
1979,5,10,13.564932
1979,5,11,12.903045
1979,5,12,13.615912
1979,5,13,11.842392
1979,5,14,13.824206
1979,5,15,12.472813
1979,5,16,11.655441
1979,5,17,9.315982
1979,5,18,8.7640641
1979,5,19,11.061455
1979,5,20,12.839994
1979,5,21,10.828161
1979,5,22,11.261962
1979,5,23,14.019021
1979,5,24,12.815743
1979,5,25,9.6142892
1979,5,26,10.694424
1979,5,27,9.521404
1979,5,28,8.1227373
1979,5,29,9.6716458
1979,5,30,12.246894
1979,5,31,13.812427
1979,6,1,11.075347
1979,6,2,8.1960498
1979,6,3,6.2005959
1979,6,4,5.8251688
1979,6,5,6.7043847
1979,6,6,6.6267274
1979,6,7,8.5162453
1979,6,8,9.8512671
1979,6,9,10.530386
1979,6,10,10.038437
1979,6,11,7.865412
1979,6,12,6.5177858
1979,6,13,7.6113889
1979,6,14,9.0140107
1979,6,15,7.8097279
1979,6,16,10.03419
1979,6,17,11.454418
1979,6,18,9.7810966
1979,6,19,7.834169
1979,6,20,8.3688347
1979,6,21,8.0322282
1979,6,22,7.1805289
1979,6,23,6.6812725
1979,6,24,7.2548197
1979,6,25,8.407948
1979,6,26,11.477785
1979,6,27,12.033211
1979,6,28,12.092833
1979,6,29,11.698679
1979,6,30,10.374443
1979,7,1,10.90824
1979,7,2,9.3693475
1979,7,3,8.4588347
1979,7,4,10.338374
1979,7,5,11.100075
1979,7,6,10.774665
1979,7,7,11.228698
1979,7,8,11.327013
1979,7,9,13.996914
1979,7,10,14.931011
1979,7,11,13.50206
1979,7,12,10.02061
1979,7,13,7.769187
1979,7,14,6.6837829
1979,7,15,10.894631
1979,7,16,10.790599
1979,7,17,7.7960563
1979,7,18,6.407114
1979,7,19,9.8256731
1979,7,20,9.5717318
1979,7,21,8.0458487
1979,7,22,8.804257
1979,7,23,8.2579792
1979,7,24,9.2751008
1979,7,25,11.94419
1979,7,26,9.8632238
1979,7,27,11.274647
1979,7,28,9.3031284
1979,7,29,10.287382
1979,7,30,10.287649
1979,7,31,9.4363058
1979,8,1,6.2192808
1979,8,2,8.0647151
1979,8,3,7.5356976
1979,8,4,7.9084086
1979,8,5,7.0022643
1979,8,6,7.6506264
1979,8,7,9.2469639
1979,8,8,9.3462865
1979,8,9,10.196895
1979,8,10,12.062297
1979,8,11,12.628979
1979,8,12,12.109926
1979,8,13,13.848263
1979,8,14,12.241745
1979,8,15,11.577274
1979,8,16,12.206372
1979,8,17,11.854031
1979,8,18,13.630232
1979,8,19,12.487504
1979,8,20,11.694355
1979,8,21,10.512393
1979,8,22,11.419308
1979,8,23,10.080488
1979,8,24,11.017307
1979,8,25,9.6258959
1979,8,26,8.6534404
1979,8,27,6.8299966
1979,8,28,7.6897087
1979,8,29,9.469444
1979,8,30,9.8076867
1979,8,31,6.5999181
1979,9,1,6.7192411
1979,9,2,6.5313644
