year,month,day,tmax
1979,1,1,19.15312
1979,1,2,23.553913
1979,1,3,23.892233
1979,1,4,26.34864
1979,1,5,25.314442
1979,1,6,26.497485
1979,1,7,24.607466
1979,1,8,23.487978
1979,1,9,21.483783
1979,1,10,20.114505
1979,1,11,21.701261
1979,1,12,14.797518
1979,1,13,16.366794
1979,1,14,20.852174
1979,1,15,22.958933
1979,1,16,21.632694
1979,1,17,22.286522
1979,1,18,28.727636
1979,1,19,28.039294
1979,1,20,25.487649
1979,1,21,25.13818
1979,1,22,22.585705
1979,1,23,20.649819
1979,1,24,19.200128
1979,1,25,21.453289
1979,1,26,17.701519
1979,1,27,20.084355
1979,1,28,23.327523
1979,1,29,24.988657
1979,1,30,24.016126
1979,1,31,23.552728
1979,2,1,24.5696
1979,2,2,24.478748
1979,2,3,21.485907
1979,2,4,17.630823
1979,2,5,21.166257
1979,2,6,19.559821
1979,2,7,25.513832
1979,2,8,25.079932
1979,2,9,19.637532
1979,2,10,21.527877
1979,2,11,21.075011
1979,2,12,20.49484
1979,2,13,17.985488
1979,2,14,17.406029
1979,2,15,22.890934
1979,2,16,19.708543
1979,2,17,18.431807
1979,2,18,20.806749
1979,2,19,22.840971
1979,2,20,26.453734
1979,2,21,28.641731
1979,2,22,20.826031
1979,2,23,20.074144
1979,2,24,18.565156
1979,2,25,19.97519
1979,2,26,23.264759
1979,2,27,16.513523
1979,2,28,24.28356
1979,3,1,27.538747
1979,3,2,18.202177
1979,3,3,16.988435
1979,3,4,14.890757
1979,3,5,15.397431
1979,3,6,11.593537
1979,3,7,15.255449
1979,3,8,18.779693
1979,3,9,20.330029
1979,3,10,23.539569
1979,3,11,23.57129
1979,3,12,22.787549
1979,3,13,19.067829
1979,3,14,19.032296
1979,3,15,20.150525
1979,3,16,20.888603
1979,3,17,22.061013
1979,3,18,21.142563
1979,3,19,22.894759
1979,3,20,20.473555
1979,3,21,20.793161
1979,3,22,17.427499
1979,3,23,21.196214
1979,3,24,20.990268
1979,3,25,19.833981
1979,3,26,17.703449
1979,3,27,18.220454
1979,3,28,17.688989
1979,3,29,19.056571
1979,3,30,20.149312
1979,3,31,17.830683
1979,4,1,15.531412
1979,4,2,14.233829
1979,4,3,13.629401
1979,4,4,15.31012
1979,4,5,18.393901
1979,4,6,21.36096
1979,4,7,21.85054
1979,4,8,18.548809
1979,4,9,14.561546
1979,4,10,16.366929
1979,4,11,18.340177
1979,4,12,19.468418
1979,4,13,21.589395
1979,4,14,19.27081
1979,4,15,19.829314
1979,4,16,15.175916
1979,4,17,17.636751
1979,4,18,15.572283
1979,4,19,17.266272
1979,4,20,19.954925
1979,4,21,18.983961
1979,4,22,21.888708
1979,4,23,21.215245
1979,4,24,20.613365
1979,4,25,19.645493
1979,4,26,18.247467
1979,4,27,14.896795
1979,4,28,11.943038
1979,4,29,10.910755
1979,4,30,12.811852
1979,5,1,11.550666
1979,5,2,9.1175833
1979,5,3,9.0980292
1979,5,4,9.4454322
1979,5,5,10.792391
1979,5,6,12.921805
1979,5,7,13.202288
1979,5,8,14.140212
1979,5,9,13.49264
