9400000,9402001,9404001,9405001,9412001,9414001,9416001,9420001,9423001,9433001,9434001,9436001,9437002,year,month,day
3.0099606,2.9511188,3.7442655,5.2290931,3.5759926,3.3057056,3.6126429,4.0817771,4.3955375,7.184061,6.4919182,7.970893,5.023806,1979,1,1
2.5467003,2.5392454,3.3043824,5.0440623,2.7167577,2.6710059,3.147497,3.9126557,4.3461276,6.8578378,6.3168906,7.5499773,4.8018171,1979,1,2
5.2034635,5.2503847,5.7806441,7.1858993,4.9416621,5.2418248,5.8598303,6.2521423,6.5283088,7.6918083,7.2553116,8.2730621,6.6950248,1979,1,3
5.7128056,5.7375324,6.2035354,7.7394655,5.3926668,5.59558,6.3209789,6.6872392,6.9440676,7.7852541,7.412023,8.1950211,6.9863555,1979,1,4
6.3624284,6.2684539,6.7213544,8.1358582,6.270721,6.2626011,6.71462,7.254565,7.5363736,8.7280669,8.2544189,9.1859396,7.6120878,1979,1,5
6.7422852,6.6537517,7.4504145,9.3364661,7.0782196,7.0054698,7.3188527,7.881757,8.2214799,9.0420301,8.9572796,9.2448868,8.3405735,1979,1,6
7.0907557,7.2299227,7.956888,9.5615282,7.832045,7.8337075,8.0045186,8.5166845,8.8896617,11.779789,11.372477,11.980236,9.4668363,1979,1,7
5.8108917,5.9001801,6.637499,7.9856553,6.5235078,6.4800969,6.9960232,7.187213,7.4289846,9.6180065,8.8902787,10.012062,7.7622592,1979,1,8
4.4283221,4.3867673,5.0190402,6.4447731,4.2723397,4.3480458,5.0000645,5.275104,5.6447011,8.5144418,7.9296483,8.9614481,6.2448194,1979,1,9
4.1630278,4.1627467,5.0631826,6.8667664,4.2437278,4.4301427,5.3061307,5.531091,5.9737739,9.4109338,8.9660407,9.6791235,6.6644694,1979,1,10
5.1048054,5.161453,5.9928171,7.5350083,5.8742297,5.8534811,6.2091533,6.6137299,6.9692921,10.001332,9.467573,10.389328,7.5255068,1979,1,11
2.4595586,2.7458635,3.5821156,4.4433544,2.4840445,2.6702696,2.8578126,3.3890799,3.8205487,8.0640712,7.4877827,8.6871675,4.9310372,1979,1,12
0.08579552,0.30229224,1.5590382,3.2408971,1.1545289,1.1519882,1.4224953,2.1971981,2.7539152,7.3813834,6.7959139,7.8196725,3.7316849,1979,1,13
2.7804347,2.9860991,3.8105267,5.392871,3.1189032,3.2755827,3.8180529,4.4120492,4.9102895,8.9647662,8.3167365,9.5050944,5.7461901,1979,1,14
5.3629103,5.3133235,5.909993,7.3112164,4.6507602,5.0119707,5.7680047,6.0606187,6.4085814,8.7174654,8.2239583,9.3287333,6.956415,1979,1,15
6.1084972,6.2214197,7.1117489,8.6881945,6.3429541,6.5341051,7.1975404,7.4473145,7.7854636,9.7291509,9.3902113,10.061231,8.1898923,1979,1,16
5.4856591,5.6381879,6.3846457,7.8894845,6.1400015,6.330322,6.9463383,7.1290751,7.4112008,9.8197042,9.3083751,10.184291,7.7960841,1979,1,17
9.8452669,10.150815,10.12138,10.777906,8.7252939,9.2412478,9.8947922,9.8432501,9.8822344,9.2940178,9.0368631,9.7951761,9.8029537,1979,1,18
10.062605,10.159406,10.454202,11.441967,10.116528,10.281993,10.793231,10.744773,10.745546,10.235341,9.7154586,10.441672,10.403877,1979,1,19
8.3000854,8.2679958,8.6946308,10.044574,7.9885077,8.2694675,8.9452874,9.191937,9.3701816,9.3722192,8.9603876,9.7424735,9.1709976,1979,1,20
7.1676674,7.3063776,7.79998,9.4645692,7.2427785,7.4821063,8.1844313,8.3838602,8.5810051,9.7336035,8.9970239,10.443228,8.6832213,1979,1,21
6.3786105,6.5282717,6.9652895,8.2369674,6.1876265,6.4668443,7.2749809,7.2865169,7.4270078,8.8984026,8.0941047,9.702698,7.672019,1979,1,22
3.894801,4.0127107,4.8080791,6.5669304,4.3938638,4.4079425,4.8457354,5.1803554,5.4423755,8.0675993,7.2601557,8.8862539,5.9927935,1979,1,23
3.6342525,3.7207365,4.5604668,6.2352654,4.6150033,4.4547805,4.6282269,5.1625313,5.4806548,8.0981247,7.465229,8.4759369,5.9255139,1979,1,24
3.7905587,4.0079237,4.6019312,6.3372711,4.1592381,4.3158818,4.956218,5.3437156,5.6797491,7.8678792,7.3942091,8.4984732,6.0241015,1979,1,25
3.9776989,4.3512991,5.6012562,7.7445338,3.7483139,4.4948288,5.6118465,5.6939269,6.1321423,9.6968108,9.1021473,10.230743,7.0595822,1979,1,26
1.5075683,1.8001194,2.8884709,5.1890479,1.9027927,2.3749445,3.2389924,3.6090958,4.0612962,7.602944,6.9485256,8.2979091,4.7918516,1979,1,27
4.7412971,4.7166846,5.3898316,7.2190613,5.6886812,5.3489109,5.3542675,5.9332258,6.140435,7.5426,6.9331067,8.2801532,6.3549448,1979,1,28
5.767738,5.7210061,6.0349262,7.5570823,5.8736853,5.9156759,6.208497,6.5830997,6.7999596,9.0180449,8.2238791,9.7792002,7.1601422,1979,1,29
7.0489098,7.1457091,7.7577973,9.5416338,7.9411017,7.9215525,8.4032945,8.8253477,9.0218974,8.9105457,8.5376387,9.5081135,8.7374103,1979,1,30
7.4076573,7.6490644,7.9784856,9.23239,7.5064062,7.7072282,8.1010646,8.5344996,8.8186341,10.398159,9.9221347,10.904788,9.0101863,1979,1,31
6.8617526,6.9170043,7.6351061,9.4699685,7.2204729,7.2439333,7.8434977,8.4430118,8.86234,10.776285,10.3379,11.137445,9.0802731,1979,2,1
7.0939265,7.1550848,7.8897123,9.6328687,7.6278585,7.7388339,8.3556209,8.7032113,9.0592009,11.251062,10.786155,11.56859,9.3473516,1979,2,2
