9400000,9402001,9404001,9405001,9412001,9414001,9416001,9420001,9423001,9433001,9434001,9436001,9437002,year,month,day
18.268509,18.253134,19.167138,19.523656,18.312551,18.645668,18.888058,19.15312,19.4756,23.202289,23.167169,22.781068,20.425125,1979,1,1
22.066259,22.214478,23.033724,23.597413,22.603814,23.08015,23.513366,23.553913,23.749255,25.763368,25.912819,24.995987,24.091559,1979,1,2
22.938471,23.037959,23.513204,23.533587,23.323779,23.70705,23.795067,23.892233,24.006532,25.706376,25.789285,25.069066,24.290623,1979,1,3
25.104412,25.193871,25.450804,25.364095,26.174702,26.389483,26.186081,26.34864,26.389571,27.272382,27.4233,26.435391,26.273078,1979,1,4
24.29298,24.357263,24.78605,24.805537,24.967482,25.196191,25.066108,25.314442,25.464663,27.402793,27.479479,26.552289,25.709146,1979,1,5
25.142573,25.241298,25.593084,25.674258,26.410746,26.499642,26.16956,26.497485,26.619874,28.387521,28.445899,27.618105,26.724802,1979,1,6
23.748449,23.719776,24.188735,24.191946,24.186853,24.444269,24.357711,24.607466,24.769575,27.128524,27.066422,26.59221,25.187883,1979,1,7
22.5785,22.530931,23.335226,23.653395,22.770395,23.066227,23.12846,23.487978,23.81407,27.137105,27.336149,26.420387,24.61792,1979,1,8
21.350573,21.24332,21.743602,21.570945,20.506744,21.085636,21.372172,21.483783,21.665046,23.427084,23.669,22.642274,22.155119,1979,1,9
20.078495,19.92638,20.837625,21.025893,18.537044,19.325849,19.924893,20.114505,20.490591,24.168662,24.29474,23.734903,21.678966,1979,1,10
20.503539,20.640348,21.867171,22.722734,19.94853,20.765825,21.577537,21.701261,22.12677,25.801033,26.07036,25.20855,23.201414,1979,1,11
12.60655,12.564349,14.654984,16.668952,12.851936,13.42866,14.673247,14.797518,15.399413,20.290315,20.509652,19.999836,16.799165,1979,1,12
15.319568,15.220526,16.399367,17.281379,14.946574,15.543512,16.180711,16.366794,16.785514,21.094019,21.060789,20.973639,17.97975,1979,1,13
20.149376,20.151633,20.847225,21.087235,20.058188,20.476643,20.695743,20.852174,21.089806,23.891143,23.966722,23.380178,21.814911,1979,1,14
22.345212,22.39747,22.802887,22.636275,22.632996,22.868634,22.770455,22.958933,23.090804,25.033767,25.109731,24.427196,23.506688,1979,1,15
20.65529,20.632666,21.523618,22.081421,20.575021,21.037641,21.426951,21.632694,21.933972,24.694388,24.882316,24.042741,22.637173,1979,1,16
21.704285,21.669899,22.252315,22.345634,21.486918,21.979752,22.142412,22.286522,22.501373,25.481685,25.416259,25.070386,23.241546,1979,1,17
27.796159,27.771113,28.178269,28.128474,28.141192,28.568747,29.210536,28.727636,28.596727,27.842175,28.061785,26.886887,28.175713,1979,1,18
27.093359,27.323105,27.346024,26.860552,28.127406,28.334925,27.96022,28.039294,27.970771,27.867721,28.200143,26.895502,27.697825,1979,1,19
24.369426,24.517164,24.950453,24.919088,25.350781,25.515998,25.282513,25.487649,25.600658,27.661127,27.72631,27.057118,25.950854,1979,1,20
24.270854,24.334554,24.746805,24.597796,25.019342,25.189046,24.860473,25.13818,25.283269,27.789238,27.872458,27.150663,25.788787,1979,1,21
21.852582,21.850369,22.39285,22.386054,22.233906,22.421065,22.300403,22.585705,22.792262,25.946896,25.903527,25.379273,23.502148,1979,1,22
19.987352,19.979175,20.541455,20.576659,20.108003,20.384757,20.393716,20.649819,20.868348,23.514245,23.702221,22.835977,21.519015,1979,1,23
18.780982,18.671034,19.393601,19.545795,18.189175,18.695732,18.978514,19.200128,19.496475,22.849801,22.96664,22.347461,20.445857,1979,1,24
20.690288,20.700527,21.787776,22.323354,20.011167,20.723572,21.350918,21.453289,21.786125,25.003814,25.193596,24.439567,22.788015,1979,1,25
16.07102,16.14039,17.586022,18.648818,15.942797,16.698766,17.746529,17.701519,18.165471,23.184901,23.205512,22.871797,19.50837,1979,1,26
19.324698,19.361313,20.030702,20.313578,19.22074,19.737664,20.031763,20.084355,20.278452,23.272595,23.182687,23.114942,21.109868,1979,1,27
22.680239,22.853972,22.912606,22.440259,23.486554,23.682759,23.275752,23.327523,23.251562,24.197024,24.188854,24.165358,23.478761,1979,1,28
24.402265,24.657179,24.474403,23.598955,25.784062,25.685919,24.691115,24.988657,24.916799,26.612975,26.409244,26.423265,25.191628,1979,1,29
23.600561,23.665344,24.130187,23.875475,23.903468,24.082448,23.715617,24.016126,24.143863,26.415961,26.453182,25.932064,24.770612,1979,1,30
22.552188,22.544418,23.673197,24.317,22.426906,22.904705,23.316738,23.552728,23.932942,27.677147,27.824364,26.968873,24.964503,1979,1,31
23.515001,23.591988,24.607092,25.102321,23.61142,24.049805,24.415627,24.5696,24.869272,27.786946,27.970698,26.954375,25.635869,1979,2,1
23.679965,23.861478,24.615359,24.705765,23.707267,24.190408,24.367343,24.478748,24.672627,26.70649,27.029874,25.892783,25.28437,1979,2,2
19.88967,20.100117,21.438831,22.416379,20.150309,20.726738,21.253289,21.485907,21.925104,26.421953,26.44499,26.018545,23.144162,1979,2,3
15.731239,15.774987,17.59179,19.247703,15.908753,16.493353,17.469958,17.630823,18.164974,23.161707,23.066535,22.82608,19.522251,1979,2,4
20.444749,20.575576,20.894629,20.71037,21.001794,21.207475,20.899707,21.166257,21.279267,23.764783,23.64294,23.421244,21.820784,1979,2,5
18.450191,18.558369,19.183383,19.377919,19.407168,19.490243,19.237427,19.559821,19.732788,22.722952,22.628425,22.611322,20.468553,1979,2,6
22.815109,22.858142,25.075871,27.298713,23.697243,24.266321,25.356328,25.513832,26.017059,29.27862,29.64597,28.842586,26.974392,1979,2,7
