year,month,day,tmin
1979,1,1,3.5759926
1979,1,2,2.7167577
1979,1,3,4.9416621
1979,1,4,5.3926668
1979,1,5,6.270721
1979,1,6,7.0782196
1979,1,7,7.832045
1979,1,8,6.5235078
1979,1,9,4.2723397
1979,1,10,4.2437278
1979,1,11,5.8742297
1979,1,12,2.4840445
1979,1,13,1.1545289
1979,1,14,3.1189032
1979,1,15,4.6507602
1979,1,16,6.3429541
1979,1,17,6.1400015
1979,1,18,8.7252939
1979,1,19,10.116528
1979,1,20,7.9885077
1979,1,21,7.2427785
1979,1,22,6.1876265
1979,1,23,4.3938638
1979,1,24,4.6150033
1979,1,25,4.1592381
1979,1,26,3.7483139
1979,1,27,1.9027927
1979,1,28,5.6886812
1979,1,29,5.8736853
1979,1,30,7.9411017
1979,1,31,7.5064062
1979,2,1,7.2204729
1979,2,2,7.6278585
1979,2,3,6.8230671
1979,2,4,6.6931758
1979,2,5,4.8431366
1979,2,6,4.0893079
1979,2,7,6.0300239
1979,2,8,8.656101
1979,2,9,9.2173913
1979,2,10,7.3251366
1979,2,11,5.8929115
1979,2,12,4.7298939
1979,2,13,4.8992313
1979,2,14,5.682479
1979,2,15,4.8785885
1979,2,16,4.7196415
1979,2,17,5.3428342
1979,2,18,2.9669822
1979,2,19,3.5607185
1979,2,20,7.2277119
1979,2,21,9.5257217
1979,2,22,7.1088698
1979,2,23,4.4090766
1979,2,24,3.6111414
1979,2,25,4.3872178
1979,2,26,4.698855
1979,2,27,4.9076321
1979,2,28,1.7569484
1979,3,1,5.3020582
1979,3,2,5.7958063
1979,3,3,5.5625772
1979,3,4,2.7110249
1979,3,5,4.0036603
1979,3,6,-0.095000154
1979,3,7,-1.4214612
1979,3,8,1.8528411
1979,3,9,2.5053175
1979,3,10,5.7638629
1979,3,11,7.4362053
1979,3,12,6.4624252
1979,3,13,7.283005
1979,3,14,4.9022574
1979,3,15,4.0467007
1979,3,16,4.0605861
1979,3,17,3.3209762
1979,3,18,4.5145807
1979,3,19,3.643711
1979,3,20,5.9579829
1979,3,21,2.8726087
1979,3,22,6.4696447
1979,3,23,3.1796607
1979,3,24,6.397452
1979,3,25,5.1188954
1979,3,26,3.9471014
1979,3,27,2.0267045
1979,3,28,2.5317516
1979,3,29,3.738167
1979,3,30,3.8478413
1979,3,31,4.0382618
1979,4,1,-0.59937
1979,4,2,-0.34472691
1979,4,3,-1.7141839
1979,4,4,-2.7535573
1979,4,5,-0.44482826
1979,4,6,1.2036336
1979,4,7,0.82417012
1979,4,8,1.7005316
1979,4,9,2.604607
1979,4,10,-0.49373359
1979,4,11,0.080902295
1979,4,12,2.1816689
1979,4,13,1.2504866
1979,4,14,2.2614438
1979,4,15,2.2796145
1979,4,16,3.6727232
1979,4,17,3.695451
1979,4,18,1.3723546
1979,4,19,0.79086539
1979,4,20,1.1052088
1979,4,21,1.5358589
1979,4,22,3.3165675
1979,4,23,5.9895754
1979,4,24,4.1718239
1979,4,25,4.0286125
1979,4,26,3.5292218
1979,4,27,4.2262189
1979,4,28,3.6043442
1979,4,29,1.893036
1979,4,30,-0.39938524
1979,5,1,0.99194427
1979,5,2,-0.30005178
1979,5,3,-2.2235508
1979,5,4,-1.3044129
1979,5,5,-1.4957278
1979,5,6,-0.95626875
1979,5,7,-1.7426744
1979,5,8,-1.093835
1979,5,9,1.3051453
1979,5,10,3.861913
1979,5,11,3.0590755
1979,5,12,0.96800175
1979,5,13,3.2151756
1979,5,14,2.4530918
1979,5,15,3.8001497
1979,5,16,2.93451
1979,5,17,0.59662483
1979,5,18,0.4817643
1979,5,19,2.9520683
1979,5,20,4.26141
1979,5,21,3.2602415
1979,5,22,3.0299641
1979,5,23,4.4032501
1979,5,24,4.8094241
1979,5,25,0.65724525
1979,5,26,1.0106729
1979,5,27,0.63232357
1979,5,28,-0.52928188
1979,5,29,-2.7835413
1979,5,30,-4.180953
1979,5,31,0.26627595
1979,6,1,1.0387933
1979,6,2,-0.11061062
1979,6,3,-2.3928737
1979,6,4,-4.8395127
1979,6,5,-5.6385608
1979,6,6,-6.1046951
1979,6,7,0.020287425
1979,6,8,-2.0722874
1979,6,9,-5.5484856
1979,6,10,-2.9198451
1979,6,11,-1.0150727
1979,6,12,-5.6024663
1979,6,13,-7.0577319
1979,6,14,-6.9132581
1979,6,15,-5.4731661
1979,6,16,1.8646576
1979,6,17,0.38864815
1979,6,18,2.1297675
1979,6,19,-1.4706133
1979,6,20,-4.1732885
1979,6,21,-4.3827751
1979,6,22,-0.85970803
1979,6,23,-1.1609795
1979,6,24,-0.71209444
1979,6,25,0.77060928
1979,6,26,-0.58833677
1979,6,27,-1.23132
1979,6,28,-1.5168121
1979,6,29,-1.4317814
1979,6,30,-1.9684179
1979,7,1,-1.3267396
1979,7,2,-1.3163169
1979,7,3,-1.3098795
1979,7,4,-3.3312129
1979,7,5,-2.8140009
1979,7,6,-2.0655398
1979,7,7,-1.0079175
