year,month,day,tmin
1979,1,1,7.184061
1979,1,2,6.8578378
1979,1,3,7.6918083
1979,1,4,7.7852541
1979,1,5,8.7280669
1979,1,6,9.0420301
1979,1,7,11.779789
1979,1,8,9.6180065
1979,1,9,8.5144418
1979,1,10,9.4109338
1979,1,11,10.001332
1979,1,12,8.0640712
1979,1,13,7.3813834
1979,1,14,8.9647662
1979,1,15,8.7174654
1979,1,16,9.7291509
1979,1,17,9.8197042
1979,1,18,9.2940178
1979,1,19,10.235341
1979,1,20,9.3722192
1979,1,21,9.7336035
1979,1,22,8.8984026
1979,1,23,8.0675993
1979,1,24,8.0981247
1979,1,25,7.8678792
1979,1,26,9.6968108
1979,1,27,7.602944
1979,1,28,7.5426
1979,1,29,9.0180449
1979,1,30,8.9105457
1979,1,31,10.398159
1979,2,1,10.776285
1979,2,2,11.251062
1979,2,3,10.484537
1979,2,4,12.688122
1979,2,5,10.081379
1979,2,6,7.63084
1979,2,7,6.8570296
1979,2,8,9.8041814
1979,2,9,12.292782
1979,2,10,9.798269
1979,2,11,8.6523791
1979,2,12,7.7490945
1979,2,13,9.2667794
1979,2,14,12.099624
1979,2,15,8.8073306
1979,2,16,7.9562179
1979,2,17,10.453533
1979,2,18,6.8867107
1979,2,19,9.1548133
1979,2,20,8.2271333
1979,2,21,8.4763738
1979,2,22,11.617858
1979,2,23,8.6615211
1979,2,24,6.7455248
1979,2,25,8.1978488
1979,2,26,7.1381911
1979,2,27,8.7939128
1979,2,28,5.9319688
1979,3,1,7.3407049
1979,3,2,8.9510885
1979,3,3,10.946786
1979,3,4,7.7608992
1979,3,5,9.9159832
1979,3,6,5.3465378
1979,3,7,4.6953214
1979,3,8,6.1618772
1979,3,9,5.5495942
1979,3,10,6.7179016
1979,3,11,9.4849134
1979,3,12,10.515888
1979,3,13,10.807481
1979,3,14,9.2607697
1979,3,15,6.0177554
1979,3,16,6.3716419
1979,3,17,5.7495974
1979,3,18,6.8978406
1979,3,19,7.0563393
1979,3,20,9.9914115
1979,3,21,9.9305697
1979,3,22,9.5671419
1979,3,23,8.2661241
1979,3,24,8.5970453
1979,3,25,9.4378239
1979,3,26,9.6672969
