year,month,day,tmin
1979,1,1,6.4919182
1979,1,2,6.3168906
1979,1,3,7.2553116
1979,1,4,7.412023
1979,1,5,8.2544189
1979,1,6,8.9572796
1979,1,7,11.372477
1979,1,8,8.8902787
1979,1,9,7.9296483
1979,1,10,8.9660407
1979,1,11,9.467573
1979,1,12,7.4877827
1979,1,13,6.7959139
1979,1,14,8.3167365
1979,1,15,8.2239583
1979,1,16,9.3902113
1979,1,17,9.3083751
1979,1,18,9.0368631
1979,1,19,9.7154586
1979,1,20,8.9603876
1979,1,21,8.9970239
1979,1,22,8.0941047
1979,1,23,7.2601557
1979,1,24,7.465229
1979,1,25,7.3942091
1979,1,26,9.1021473
1979,1,27,6.9485256
1979,1,28,6.9331067
1979,1,29,8.2238791
1979,1,30,8.5376387
1979,1,31,9.9221347
1979,2,1,10.3379
1979,2,2,10.786155
1979,2,3,9.9416451
1979,2,4,12.236032
1979,2,5,9.5349234
1979,2,6,6.8178802
1979,2,7,6.1089514
1979,2,8,9.7740751
1979,2,9,11.933798
1979,2,10,9.3524589
1979,2,11,8.2939387
1979,2,12,7.0488333
1979,2,13,8.249079
1979,2,14,11.548141
1979,2,15,8.3704966
1979,2,16,7.1826291
1979,2,17,9.8018308
1979,2,18,6.1024296
1979,2,19,8.1698292
1979,2,20,7.4828613
1979,2,21,7.9645925
1979,2,22,10.636991
1979,2,23,7.903833
1979,2,24,6.0606888
1979,2,25,7.4714867
1979,2,26,6.3401668
1979,2,27,7.8919612
1979,2,28,4.8725849
1979,3,1,6.7457052
1979,3,2,8.0066888
1979,3,3,10.18716
1979,3,4,7.3416105
1979,3,5,9.164333
1979,3,6,4.574433
1979,3,7,3.9633678
1979,3,8,5.3025575
1979,3,9,4.8267785
1979,3,10,5.920942
1979,3,11,8.9140838
1979,3,12,10.345165
1979,3,13,10.24413
1979,3,14,8.4388111
1979,3,15,5.2912879
1979,3,16,5.8320675
1979,3,17,5.3402028
1979,3,18,6.4120263
1979,3,19,6.6056764
1979,3,20,9.5554344
1979,3,21,9.1863817
1979,3,22,9.1767883
1979,3,23,7.5049705
1979,3,24,8.1661479
1979,3,25,8.9446843
1979,3,26,9.2673881
1979,3,27,6.2330864
1979,3,28,5.8478006
1979,3,29,7.9505477
1979,3,30,6.3889839
1979,3,31,8.2137376
1979,4,1,2.8751215
1979,4,2,4.4195107
1979,4,3,5.7771727
1979,4,4,4.2481418
1979,4,5,1.8986621
1979,4,6,4.8543856
1979,4,7,4.1794608
1979,4,8,4.856499
1979,4,9,5.659641
1979,4,10,3.3746295
1979,4,11,2.9421933
1979,4,12,7.2202149
1979,4,13,5.9683289
1979,4,14,4.5972901
1979,4,15,5.9845411
1979,4,16,7.5174273
1979,4,17,7.9932569
1979,4,18,5.5757253
1979,4,19,4.1337643
1979,4,20,3.0041558
1979,4,21,2.5585428
1979,4,22,5.3622282
1979,4,23,6.1383566
1979,4,24,7.5577916
1979,4,25,7.5109324
1979,4,26,5.6134082
1979,4,27,9.6996848
