year,month,day,tmin
1979,1,1,4.0817771
1979,1,2,3.9126557
1979,1,3,6.2521423
1979,1,4,6.6872392
1979,1,5,7.254565
1979,1,6,7.881757
1979,1,7,8.5166845
1979,1,8,7.187213
1979,1,9,5.275104
1979,1,10,5.531091
1979,1,11,6.6137299
1979,1,12,3.3890799
1979,1,13,2.1971981
1979,1,14,4.4120492
1979,1,15,6.0606187
1979,1,16,7.4473145
1979,1,17,7.1290751
1979,1,18,9.8432501
1979,1,19,10.744773
1979,1,20,9.191937
1979,1,21,8.3838602
1979,1,22,7.2865169
1979,1,23,5.1803554
1979,1,24,5.1625313
1979,1,25,5.3437156
1979,1,26,5.6939269
1979,1,27,3.6090958
1979,1,28,5.9332258
1979,1,29,6.5830997
1979,1,30,8.8253477
1979,1,31,8.5344996
1979,2,1,8.4430118
1979,2,2,8.7032113
1979,2,3,7.735239
1979,2,4,7.7345655
1979,2,5,5.8386228
1979,2,6,5.242067
1979,2,7,6.5820308
1979,2,8,9.6349516
1979,2,9,10.095996
1979,2,10,8.3361374
1979,2,11,6.6571541
1979,2,12,5.5179423
1979,2,13,5.6426938
1979,2,14,7.1001158
1979,2,15,6.200274
1979,2,16,5.7194378
1979,2,17,6.6534277
1979,2,18,3.930593
1979,2,19,4.6977559
1979,2,20,7.9260002
1979,2,21,9.867714
1979,2,22,7.7806013
1979,2,23,5.8380393
1979,2,24,4.75003
1979,2,25,5.7285858
1979,2,26,5.3184793
1979,2,27,5.7131633
1979,2,28,2.9374606
1979,3,1,7.0309033
1979,3,2,6.078022
1979,3,3,6.7145187
1979,3,4,4.6448723
1979,3,5,5.1342161
1979,3,6,1.4284892
1979,3,7,0.084461491
1979,3,8,2.9372904
1979,3,9,4.0661102
1979,3,10,6.6003087
1979,3,11,8.6808166
1979,3,12,7.8026826
1979,3,13,8.4443993
1979,3,14,6.1124581
1979,3,15,5.2857244
1979,3,16,5.627188
1979,3,17,4.9506964
1979,3,18,5.8804462
1979,3,19,5.0697304
1979,3,20,8.1783281
1979,3,21,5.2080932
1979,3,22,7.7576123
1979,3,23,4.6571247
1979,3,24,7.4119759
1979,3,25,6.4876007
1979,3,26,6.2600892
1979,3,27,3.8521765
1979,3,28,4.1770626
1979,3,29,5.9025201
1979,3,30,5.4741434
1979,3,31,5.6501631
1979,4,1,0.96933169
1979,4,2,1.2427458
1979,4,3,0.93392783
1979,4,4,-0.38442474
1979,4,5,0.7542028
1979,4,6,3.2038119
1979,4,7,2.9261435
1979,4,8,3.1503869
1979,4,9,4.081506
1979,4,10,0.94314253
1979,4,11,1.7694038
1979,4,12,4.5204498
1979,4,13,3.5048768
1979,4,14,3.7040955
1979,4,15,3.7590452
1979,4,16,4.8736256
1979,4,17,4.9787721
1979,4,18,2.9642794
1979,4,19,2.5486526
1979,4,20,2.8541373
1979,4,21,2.9914652
1979,4,22,4.5602291
1979,4,23,7.75277
1979,4,24,5.5938545
1979,4,25,5.4543542
1979,4,26,4.9784736
1979,4,27,5.8267599
1979,4,28,5.3444413
1979,4,29,3.8993651
1979,4,30,1.110369
1979,5,1,2.9853214
1979,5,2,1.5660607
1979,5,3,-0.8132072
1979,5,4,0.080177933
1979,5,5,0.22438611
1979,5,6,0.37268849
1979,5,7,-0.11116971
1979,5,8,0.76461776
1979,5,9,2.975223
1979,5,10,5.3558696
1979,5,11,4.7887221
1979,5,12,2.4125494
1979,5,13,4.7415082
1979,5,14,3.6071421
1979,5,15,5.4252161
1979,5,16,4.6960069
1979,5,17,2.6601465
1979,5,18,2.4494293
1979,5,19,4.3680728
1979,5,20,5.310643
1979,5,21,4.7540071
1979,5,22,4.3007891
1979,5,23,5.6427438
1979,5,24,5.8414222
1979,5,25,2.3804841
1979,5,26,2.4920544
1979,5,27,2.3509875
1979,5,28,1.0555416
1979,5,29,-0.85221993
1979,5,30,-2.7957188
1979,5,31,1.1213931
1979,6,1,2.6799338
1979,6,2,1.4881634
1979,6,3,-0.62290668
1979,6,4,-3.1858887
1979,6,5,-4.8788194
1979,6,6,-4.6171106
1979,6,7,1.520594
1979,6,8,-0.65539624
1979,6,9,-3.8181401
1979,6,10,-1.1440926
1979,6,11,0.41582616
1979,6,12,-4.0225312
1979,6,13,-4.630748
1979,6,14,-4.6920535
1979,6,15,-3.2703674
1979,6,16,2.9436103
1979,6,17,1.0885396
1979,6,18,3.6218816
1979,6,19,0.5958206
1979,6,20,-3.4342309
1979,6,21,-3.2003402
1979,6,22,0.059273011
1979,6,23,0.18252032
1979,6,24,0.57832539
1979,6,25,1.7335335
1979,6,26,-0.42564595
1979,6,27,-1.0863256
1979,6,28,-0.7314346
1979,6,29,0.16291272
1979,6,30,-0.73962055
1979,7,1,-0.12965166
1979,7,2,-0.55995819
1979,7,3,-0.48555223
1979,7,4,-2.0668491
1979,7,5,-1.607739
1979,7,6,-0.44558841
1979,7,7,0.11749403
1979,7,8,-0.20325227
1979,7,9,0.60015082
1979,7,10,0.44983416
1979,7,11,1.2047338
1979,7,12,2.6421981
1979,7,13,0.5613978
1979,7,14,0.28679464
1979,7,15,-3.2560209
1979,7,16,-1.9687086
1979,7,17,0.64776176
1979,7,18,-2.0625727
1979,7,19,-5.2061715
1979,7,20,-0.24676336
1979,7,21,0.72221284
1979,7,22,-0.39434567
1979,7,23,1.8869245
1979,7,24,2.4570442
1979,7,25,2.9488942
1979,7,26,2.7984213
1979,7,27,3.348296
1979,7,28,2.7946619
1979,7,29,3.2128035
1979,7,30,1.5943011
1979,7,31,0.79159371
1979,8,1,-0.23004862
1979,8,2,-1.5092392
1979,8,3,0.046917954
1979,8,4,1.5297093
1979,8,5,1.7771489
1979,8,6,1.0922236
1979,8,7,1.2331866
1979,8,8,3.7824659
1979,8,9,4.3559767
1979,8,10,1.3601569
1979,8,11,-0.0021691509
1979,8,12,-0.30449209
1979,8,13,0.75172117
1979,8,14,-0.64622896
1979,8,15,1.6314767
1979,8,16,0.018257115
1979,8,17,4.1778993
1979,8,18,4.5099981
1979,8,19,4.3214354
1979,8,20,5.4281988
1979,8,21,3.5548027
1979,8,22,2.7747433
1979,8,23,3.4871258
1979,8,24,4.2067543
1979,8,25,1.868191
1979,8,26,1.6367206
1979,8,27,-1.0119268
1979,8,28,-2.7388863
1979,8,29,0.12573081
1979,8,30,0.11299882
1979,8,31,-2.0117664
