year,month,day,tmin
1979,1,1,3.3057056
1979,1,2,2.6710059
1979,1,3,5.2418248
1979,1,4,5.59558
1979,1,5,6.2626011
1979,1,6,7.0054698
1979,1,7,7.8337075
1979,1,8,6.4800969
1979,1,9,4.3480458
1979,1,10,4.4301427
1979,1,11,5.8534811
1979,1,12,2.6702696
1979,1,13,1.1519882
1979,1,14,3.2755827
1979,1,15,5.0119707
1979,1,16,6.5341051
1979,1,17,6.330322
1979,1,18,9.2412478
1979,1,19,10.281993
1979,1,20,8.2694675
1979,1,21,7.4821063
1979,1,22,6.4668443
1979,1,23,4.4079425
1979,1,24,4.4547805
1979,1,25,4.3158818
1979,1,26,4.4948288
1979,1,27,2.3749445
1979,1,28,5.3489109
1979,1,29,5.9156759
1979,1,30,7.9215525
1979,1,31,7.7072282
1979,2,1,7.2439333
1979,2,2,7.7388339
1979,2,3,7.0138481
1979,2,4,6.9623248
1979,2,5,4.9423623
1979,2,6,4.3544083
1979,2,7,6.1294579
1979,2,8,8.4241164
1979,2,9,9.4589043
1979,2,10,7.3311787
1979,2,11,5.5974668
1979,2,12,4.7408052
1979,2,13,4.8643611
1979,2,14,6.1422133
1979,2,15,5.1466542
1979,2,16,4.7655513
1979,2,17,5.5020404
1979,2,18,2.7321766
1979,2,19,3.6211926
1979,2,20,7.1209802
1979,2,21,9.2161634
1979,2,22,6.9407967
1979,2,23,4.9231353
1979,2,24,3.7198488
1979,2,25,4.5666635
1979,2,26,4.3240549
1979,2,27,4.9917601
1979,2,28,1.7412383
1979,3,1,5.6256565
1979,3,2,5.5102525
1979,3,3,5.8225043
1979,3,4,3.567319
1979,3,5,4.1591615
1979,3,6,0.38710168
1979,3,7,-1.3333893
1979,3,8,2.0691273
1979,3,9,2.9563028
1979,3,10,5.769624
1979,3,11,7.8670531
1979,3,12,6.4226229
1979,3,13,7.582662
1979,3,14,5.0072744
1979,3,15,4.0804123
1979,3,16,4.456897
1979,3,17,3.5986001
1979,3,18,4.5673013
1979,3,19,3.7372965
1979,3,20,6.6049737
1979,3,21,3.5381665
1979,3,22,6.8966263
1979,3,23,3.2943461
1979,3,24,6.2472722
1979,3,25,5.3199066
1979,3,26,4.6532149
1979,3,27,2.4504396
1979,3,28,2.7490428
1979,3,29,4.5433092
1979,3,30,4.0219382
1979,3,31,4.456879
