year,month,day,tmin
1979,1,1,3.6126429
1979,1,2,3.147497
1979,1,3,5.8598303
1979,1,4,6.3209789
1979,1,5,6.71462
1979,1,6,7.3188527
1979,1,7,8.0045186
1979,1,8,6.9960232
1979,1,9,5.0000645
1979,1,10,5.3061307
1979,1,11,6.2091533
1979,1,12,2.8578126
1979,1,13,1.4224953
1979,1,14,3.8180529
1979,1,15,5.7680047
1979,1,16,7.1975404
1979,1,17,6.9463383
1979,1,18,9.8947922
1979,1,19,10.793231
1979,1,20,8.9452874
1979,1,21,8.1844313
1979,1,22,7.2749809
1979,1,23,4.8457354
1979,1,24,4.6282269
1979,1,25,4.956218
1979,1,26,5.6118465
1979,1,27,3.2389924
1979,1,28,5.3542675
1979,1,29,6.208497
1979,1,30,8.4032945
1979,1,31,8.1010646
1979,2,1,7.8434977
1979,2,2,8.3556209
1979,2,3,7.4735066
1979,2,4,7.3851092
1979,2,5,5.4815534
1979,2,6,5.3520253
1979,2,7,6.4755886
1979,2,8,8.9756923
1979,2,9,9.9224552
1979,2,10,7.9423609
1979,2,11,5.9060422
1979,2,12,5.1999144
1979,2,13,5.3132796
1979,2,14,6.8042581
1979,2,15,5.9331355
1979,2,16,5.3317351
1979,2,17,6.3866261
1979,2,18,3.0507149
1979,2,19,4.20901
1979,2,20,7.7054855
1979,2,21,9.5533609
1979,2,22,7.3976397
1979,2,23,5.7776742
1979,2,24,4.6494611
1979,2,25,5.4476166
1979,2,26,4.6589809
1979,2,27,5.384273
1979,2,28,2.3585517
1979,3,1,6.9116826
1979,3,2,5.4676036
1979,3,3,6.5164325
1979,3,4,4.5265643
1979,3,5,4.4998651
1979,3,6,1.1740706
1979,3,7,-0.7754158
1979,3,8,2.665636
1979,3,9,3.8025487
1979,3,10,6.1806672
1979,3,11,8.7412796
1979,3,12,7.0078846
1979,3,13,8.3213339
1979,3,14,5.7566607
1979,3,15,4.7535999
1979,3,16,5.4304773
1979,3,17,4.3890875
1979,3,18,5.4129544
1979,3,19,4.5468797
1979,3,20,8.0731461
1979,3,21,5.0703604
1979,3,22,7.6789853
1979,3,23,4.0721103
1979,3,24,6.900764
1979,3,25,6.2275969
1979,3,26,6.0840525
1979,3,27,3.5341034
1979,3,28,3.8019589
1979,3,29,5.9407019
1979,3,30,5.0637802
1979,3,31,5.3918538
1979,4,1,0.54826709
1979,4,2,0.89989268
1979,4,3,0.65051137
1979,4,4,-0.88715755
1979,4,5,-0.049535356
1979,4,6,2.899639
1979,4,7,2.7761068
1979,4,8,2.6431691
1979,4,9,3.9047991
1979,4,10,0.30977776
1979,4,11,1.4421211
1979,4,12,4.2683263
1979,4,13,3.2293955
1979,4,14,3.3335302
1979,4,15,3.3955365
1979,4,16,4.4989546
1979,4,17,4.3763409
1979,4,18,2.3284106
1979,4,19,2.0643575
1979,4,20,2.5986714
1979,4,21,2.5533357
1979,4,22,4.064397
1979,4,23,7.8539074
1979,4,24,5.2623909
1979,4,25,5.0672595
1979,4,26,4.5085396
1979,4,27,5.5667971
1979,4,28,5.3494974
1979,4,29,3.9019281
1979,4,30,0.6324205
1979,5,1,2.7507345
1979,5,2,1.4959346
1979,5,3,-1.0672379
1979,5,4,-0.45639098
1979,5,5,0.03392178
1979,5,6,-0.31686765
1979,5,7,-0.64497164
1979,5,8,0.48863518
1979,5,9,2.6535474
1979,5,10,5.1452521
1979,5,11,4.7576488
1979,5,12,2.0744312
1979,5,13,4.6618171
1979,5,14,3.3155232
1979,5,15,5.4356869
1979,5,16,4.7253963
1979,5,17,2.6860305
1979,5,18,2.504497
1979,5,19,4.3713915
1979,5,20,5.0964466
1979,5,21,4.7584244
1979,5,22,4.2194349
1979,5,23,5.537191
1979,5,24,5.9358861
1979,5,25,2.347153
1979,5,26,2.3563255
1979,5,27,2.328158
1979,5,28,0.85245539
1979,5,29,-0.92353673
1979,5,30,-3.3249563
1979,5,31,1.0042532
1979,6,1,2.7740752
1979,6,2,1.2053845
1979,6,3,-0.89773262
1979,6,4,-3.5644809
1979,6,5,-6.0057021
1979,6,6,-5.4337789
1979,6,7,1.3591445
1979,6,8,-0.76993366
1979,6,9,-4.2503917
1979,6,10,-1.3824852
1979,6,11,0.45088585
1979,6,12,-4.164403
1979,6,13,-4.8515832
1979,6,14,-4.9995714
1979,6,15,-3.2305261
1979,6,16,2.8956394
1979,6,17,0.61624393
1979,6,18,3.7809456
1979,6,19,0.79291636
1979,6,20,-3.9410127
1979,6,21,-3.7640509
1979,6,22,-0.2278894
1979,6,23,0.1521008
1979,6,24,0.61700081
1979,6,25,1.6322942
1979,6,26,-0.72897209
1979,6,27,-1.651888
1979,6,28,-1.0594687
1979,6,29,0.093652516
1979,6,30,-0.93477096
1979,7,1,-0.22103136
1979,7,2,-0.89244432
1979,7,3,-0.7265749
1979,7,4,-2.1707155
1979,7,5,-1.74516
1979,7,6,-0.51285248
1979,7,7,0.040547801
1979,7,8,-0.3227188
1979,7,9,0.59348526
1979,7,10,0.54522005
1979,7,11,0.91425256
1979,7,12,2.4328289
1979,7,13,0.57862219
1979,7,14,0.36719278
1979,7,15,-3.398615
1979,7,16,-2.483995
1979,7,17,0.6764876
1979,7,18,-1.9940788
1979,7,19,-6.2223723
1979,7,20,-0.37482217
1979,7,21,0.64914152
1979,7,22,-0.81105444
1979,7,23,1.5000579
1979,7,24,2.0369294
1979,7,25,2.6539029
1979,7,26,2.5170301
1979,7,27,2.9647279
1979,7,28,2.5043771
1979,7,29,3.0704993
1979,7,30,1.4987615
1979,7,31,0.77223802
1979,8,1,-0.53371053
1979,8,2,-1.9735616
1979,8,3,-0.38161279
1979,8,4,1.2895756
1979,8,5,1.5669558
1979,8,6,0.8953044
1979,8,7,0.80533976
1979,8,8,3.3619292
1979,8,9,4.3665759
1979,8,10,1.5842714
1979,8,11,-0.012941444
1979,8,12,-0.25753407
1979,8,13,0.88278815
1979,8,14,-0.62077492
1979,8,15,1.6197308
1979,8,16,-0.021186917
1979,8,17,4.062246
1979,8,18,4.4148969
1979,8,19,4.1967153
1979,8,20,5.6168412
1979,8,21,3.6096787
1979,8,22,2.706011
1979,8,23,3.4245451
1979,8,24,4.1373646
1979,8,25,1.684927
1979,8,26,1.2927669
1979,8,27,-1.382881
1979,8,28,-3.3131744
1979,8,29,-0.58346947
1979,8,30,-0.134532
1979,8,31,-2.3901012
1979,9,1,-1.422689
1979,9,2,-1.3234358
1979,9,3,-3.5550754
1979,9,4,-4.2573251
1979,9,5,2.7771988
1979,9,6,1.5514846
1979,9,7,2.7073744
1979,9,8,2.4737688
1979,9,9,-0.36313375
1979,9,10,2.8737594
1979,9,11,-1.6127282
1979,9,12,-1.157055
1979,9,13,1.7813303
1979,9,14,-1.7271416
1979,9,15,-4.4805196
1979,9,16,-4.1238597
1979,9,17,-4.3680721
1979,9,18,-3.5106898
1979,9,19,2.0937614
1979,9,20,0.45821878
1979,9,21,1.4954546
1979,9,22,2.8438927
1979,9,23,0.81224424
1979,9,24,0.048433884
1979,9,25,1.9085193
1979,9,26,-1.1052517
1979,9,27,-2.07648
1979,9,28,-2.7352884
1979,9,29,-2.3673905
1979,9,30,-2.9654347
1979,10,1,-0.71898883
1979,10,2,-1.2492856
1979,10,3,-0.96658677
1979,10,4,-0.40939272
1979,10,5,-0.30877137
1979,10,6,0.2253006
1979,10,7,2.0281539
1979,10,8,4.2184742
1979,10,9,3.1098913
1979,10,10,-0.21539871
1979,10,11,0.71279562
1979,10,12,2.0945172
1979,10,13,2.6932175
1979,10,14,2.3334949
1979,10,15,3.2629206
1979,10,16,3.7139435
1979,10,17,6.4571045
1979,10,18,5.1572906
1979,10,19,6.1303679
1979,10,20,4.5674013
1979,10,21,3.132247
1979,10,22,1.9586864
1979,10,23,2.2689542
1979,10,24,1.8882349
1979,10,25,3.2417736
1979,10,26,3.6925217
1979,10,27,-1.1207124
1979,10,28,-0.95319579
1979,10,29,0.65684626
1979,10,30,2.6467069
1979,10,31,-0.57736549
1979,11,1,2.2549631
1979,11,2,2.6062715
1979,11,3,-0.46309016
1979,11,4,1.5599304
1979,11,5,4.055533
1979,11,6,5.7989649
1979,11,7,-0.87451466
1979,11,8,0.42313171
1979,11,9,2.256867
1979,11,10,3.7292071
1979,11,11,6.0056475
1979,11,12,1.4732326
1979,11,13,-2.3053795
1979,11,14,0.95351815
1979,11,15,2.7151488
1979,11,16,7.4233506
1979,11,17,5.0363793
1979,11,18,4.9646953
1979,11,19,4.8429589
1979,11,20,6.2986839
1979,11,21,4.4621844
1979,11,22,2.6909061
1979,11,23,2.7172243
1979,11,24,4.1813965
1979,11,25,4.8180546
1979,11,26,6.4744463
1979,11,27,7.6052019
1979,11,28,7.8676959
1979,11,29,7.2618347
1979,11,30,2.3149284
1979,12,1,2.1408951
1979,12,2,6.4710621
1979,12,3,4.3162313
1979,12,4,5.7506291
1979,12,5,5.6933641
1979,12,6,5.7282006
1979,12,7,6.0555863
1979,12,8,5.4268939
1979,12,9,2.7756715
1979,12,10,7.5968772
1979,12,11,6.3406539
1979,12,12,3.9833784
1979,12,13,1.7496622
1979,12,14,-0.0028718162
1979,12,15,3.430648
1979,12,16,6.9323894
1979,12,17,8.5525635
1979,12,18,6.7936511
1979,12,19,7.0096067
1979,12,20,6.5627355
1979,12,21,5.1834775
1979,12,22,7.7545355
1979,12,23,10.077909
1979,12,24,6.9487027
1979,12,25,4.8928094
1979,12,26,7.0233112
1979,12,27,6.6963168
1979,12,28,4.2572889
1979,12,29,4.44431
1979,12,30,4.961014
1979,12,31,6.8395318
1980,1,1,7.8926662
1980,1,2,6.5526905
1980,1,3,4.7406785
1980,1,4,6.8886615
1980,1,5,5.6258695
1980,1,6,6.4344617
1980,1,7,5.0900568
1980,1,8,4.206974
1980,1,9,5.385016
1980,1,10,5.2692023
1980,1,11,7.8273899
1980,1,12,8.9159222
1980,1,13,9.8003428
1980,1,14,10.061512
1980,1,15,8.0461945
1980,1,16,6.8109245
1980,1,17,6.5478925
1980,1,18,6.4138083
1980,1,19,5.5916725
1980,1,20,9.6567123
1980,1,21,12.046164
1980,1,22,8.0602008
1980,1,23,4.0744076
1980,1,24,1.9129085
1980,1,25,6.4538951
1980,1,26,5.2664694
1980,1,27,3.0341286
1980,1,28,7.3029881
1980,1,29,8.0850675
1980,1,30,5.8366669
1980,1,31,6.8120263
1980,2,1,8.913399
1980,2,2,6.2087097
1980,2,3,8.3392691
1980,2,4,6.2374296
1980,2,5,6.716165
1980,2,6,5.7977889
1980,2,7,5.7586443
1980,2,8,5.9539583
1980,2,9,4.0271948
1980,2,10,2.8262408
1980,2,11,5.7284338
1980,2,12,3.8288841
1980,2,13,3.3914086
1980,2,14,6.332193
1980,2,15,9.212705
1980,2,16,8.3981718
1980,2,17,11.023759
1980,2,18,11.933247
1980,2,19,10.25914
1980,2,20,9.1526427
1980,2,21,9.8104065
1980,2,22,11.202853
1980,2,23,9.9036031
1980,2,24,6.3229961
1980,2,25,8.452631
1980,2,26,6.3040611
1980,2,27,9.62101
1980,2,28,9.6615707
1980,2,29,0.62866084
1980,3,1,2.344368
1980,3,2,5.1487158
1980,3,3,6.3799291
1980,3,4,6.0906696
1980,3,5,5.0409591
1980,3,6,4.0880052
1980,3,7,3.5616284
1980,3,8,5.968664
1980,3,9,7.1611204
1980,3,10,6.9207501
1980,3,11,9.4740777
1980,3,12,9.9740628
1980,3,13,9.2149567
1980,3,14,5.5856447
1980,3,15,3.5870482
1980,3,16,4.1120282
1980,3,17,3.9267072
1980,3,18,6.8193553
1980,3,19,6.7784266
1980,3,20,4.5154964
1980,3,21,5.0945537
1980,3,22,3.6545996
1980,3,23,2.0124425
1980,3,24,3.9727432
1980,3,25,2.0153294
1980,3,26,7.3210182
1980,3,27,6.2206326
1980,3,28,7.0632231
1980,3,29,4.5471027
1980,3,30,4.3708437
1980,3,31,5.2566118
1980,4,1,7.0148878
1980,4,2,6.8274183
1980,4,3,4.945226
1980,4,4,2.1003501
1980,4,5,0.56267795
1980,4,6,2.2483967
1980,4,7,4.5697277
1980,4,8,2.9233132
1980,4,9,0.92546564
1980,4,10,-0.37172932
1980,4,11,-2.3173195
1980,4,12,-2.3951335
1980,4,13,-1.3535819
1980,4,14,-1.4853688
1980,4,15,-1.6611274
1980,4,16,1.1695041
1980,4,17,0.0097887158
1980,4,18,-2.0526746
1980,4,19,-0.41934364
1980,4,20,3.4201404
1980,4,21,3.1440335
1980,4,22,2.4802101
1980,4,23,2.6601871
1980,4,24,2.3819141
1980,4,25,2.3019057
1980,4,26,4.331206
1980,4,27,2.7939269
1980,4,28,-1.0122817
1980,4,29,-2.017221
1980,4,30,-0.73229523
1980,5,1,1.0635172
1980,5,2,1.0731481
1980,5,3,2.156843
1980,5,4,3.0118509
1980,5,5,1.3258139
1980,5,6,0.53903377
1980,5,7,0.80404878
1980,5,8,0.13022785
1980,5,9,2.8675764
1980,5,10,1.3654601
1980,5,11,3.4329237
1980,5,12,1.2713247
1980,5,13,1.9688135
1980,5,14,1.8015431
1980,5,15,-2.0581164
1980,5,16,-2.3958656
1980,5,17,-0.43497651
1980,5,18,2.3198426
1980,5,19,4.4276355
1980,5,20,3.3432655
1980,5,21,4.0351531
1980,5,22,5.5917458
1980,5,23,2.657873
1980,5,24,0.16675539
1980,5,25,-1.0456624
1980,5,26,0.58808681
1980,5,27,0.62740857
1980,5,28,1.1565856
1980,5,29,1.7588893
1980,5,30,0.78806813
1980,5,31,-0.42200426
1980,6,1,-1.8995642
1980,6,2,-2.9806309
1980,6,3,-3.1155999
1980,6,4,1.2672857
1980,6,5,2.8274286
1980,6,6,3.130487
1980,6,7,2.040065
1980,6,8,2.3114831
1980,6,9,-0.24265676
1980,6,10,-1.4286962
1980,6,11,0.1590305
1980,6,12,-1.4103517
1980,6,13,-1.4140826
1980,6,14,-1.5305
1980,6,15,2.3708746
1980,6,16,2.6568811
1980,6,17,2.6055187
1980,6,18,-2.2717023
1980,6,19,-1.5897667
1980,6,20,0.95137953
1980,6,21,3.7835683
1980,6,22,2.5611135
1980,6,23,0.43787696
1980,6,24,-1.8943813
1980,6,25,-4.724145
1980,6,26,-5.4053617
1980,6,27,0.74132521
1980,6,28,-2.2182672
1980,6,29,-6.4138374
1980,6,30,-5.1817399
1980,7,1,-7.5004975
1980,7,2,-6.3866659
1980,7,3,-4.9477601
1980,7,4,-3.1846479
1980,7,5,-0.13084887
1980,7,6,0.23635776
1980,7,7,0.99205066
1980,7,8,0.33476737
1980,7,9,-3.3855982
1980,7,10,-3.1563303
1980,7,11,0.70309363
1980,7,12,1.4943212
1980,7,13,-0.4388711
1980,7,14,-2.8192542
1980,7,15,-0.32270333
1980,7,16,2.4495079
1980,7,17,2.4530056
1980,7,18,2.2807522
1980,7,19,0.42994923
1980,7,20,1.1877682
1980,7,21,2.380708
1980,7,22,1.6029851
1980,7,23,3.4356553
1980,7,24,1.9861827
1980,7,25,2.3624998
1980,7,26,-0.36414464
1980,7,27,-0.7882849
1980,7,28,-3.4290481
1980,7,29,-3.875159
1980,7,30,-5.9352134
1980,7,31,0.91923868
1980,8,1,2.1638529
1980,8,2,2.0032843
1980,8,3,1.8619911
1980,8,4,2.7818593
1980,8,5,2.9897053
1980,8,6,0.28669903
1980,8,7,-0.019693891
1980,8,8,1.6700259
1980,8,9,1.0398009
1980,8,10,-1.0100185
1980,8,11,-0.3686232
1980,8,12,0.57383311
1980,8,13,2.7297267
1980,8,14,1.7539232
1980,8,15,1.7413651
1980,8,16,-2.4019458
1980,8,17,-0.86555654
1980,8,18,-0.21632667
1980,8,19,1.3912556
1980,8,20,-0.75117534
1980,8,21,-2.7914357
1980,8,22,-3.0680499
1980,8,23,-2.7044367
1980,8,24,-0.63466877
1980,8,25,-2.5006214
1980,8,26,-1.1216435
1980,8,27,0.80669121
1980,8,28,0.71024813
1980,8,29,1.1779645
1980,8,30,2.1404854
1980,8,31,-0.089957668
1980,9,1,0.37238801
1980,9,2,3.1856745
1980,9,3,-0.037118752
1980,9,4,0.9400842
1980,9,5,1.665666
1980,9,6,2.7919286
1980,9,7,-0.10816759
1980,9,8,-3.0807392
1980,9,9,-0.024168775
1980,9,10,3.6935834
1980,9,11,4.1262355
1980,9,12,2.2873511
1980,9,13,0.50377292
1980,9,14,-2.076204
1980,9,15,-0.64144671
1980,9,16,0.86381981
1980,9,17,1.501162
1980,9,18,-0.068922006
1980,9,19,-0.17571875
1980,9,20,0.21828236
1980,9,21,0.45039501
1980,9,22,2.7409622
1980,9,23,2.8740244
1980,9,24,5.2016262
1980,9,25,2.7582194
1980,9,26,1.7706727
1980,9,27,-0.046787595
1980,9,28,3.8978245
1980,9,29,-0.49528882
1980,9,30,-2.9817651
1980,10,1,-2.0630188
1980,10,2,-3.007902
1980,10,3,-1.8009987
1980,10,4,-0.81711601
1980,10,5,2.0292164
1980,10,6,4.7294261
1980,10,7,5.0267843
1980,10,8,3.2188336
1980,10,9,3.3453776
1980,10,10,2.7240937
1980,10,11,5.3026088
1980,10,12,2.8731142
1980,10,13,1.3120294
1980,10,14,3.4125496
1980,10,15,2.5191532
1980,10,16,4.5136181
1980,10,17,1.6680874
1980,10,18,2.9064172
1980,10,19,3.2540527
1980,10,20,1.1688321
1980,10,21,-2.5020036
1980,10,22,-1.974731
1980,10,23,-1.3353683
1980,10,24,-0.82346211
1980,10,25,-0.47805806
1980,10,26,3.1869879
1980,10,27,3.4436429
1980,10,28,3.0664923
1980,10,29,-0.095325822
1980,10,30,1.1602251
1980,10,31,2.4420814
1980,11,1,3.5990581
1980,11,2,3.5608521
1980,11,3,-1.1209383
1980,11,4,-0.080688531
1980,11,5,3.8232118
1980,11,6,2.1978779
1980,11,7,-1.8459591
1980,11,8,-4.3248932
1980,11,9,2.213641
1980,11,10,2.3477377
1980,11,11,3.6951735
1980,11,12,2.9323358
1980,11,13,5.2393852
1980,11,14,2.8297288
1980,11,15,4.8237522
1980,11,16,0.89578511
1980,11,17,5.0837373
1980,11,18,4.5142946
1980,11,19,1.8863927
1980,11,20,-1.5808258
1980,11,21,0.94644233
1980,11,22,0.425843
1980,11,23,1.2540434
1980,11,24,3.2568897
1980,11,25,1.8143093
1980,11,26,3.2087346
1980,11,27,5.2978072
1980,11,28,5.8455678
1980,11,29,5.691938
1980,11,30,6.4483646
1980,12,1,7.0551562
1980,12,2,4.8169564
1980,12,3,4.5437585
1980,12,4,5.7022132
1980,12,5,3.3433844
1980,12,6,1.9811678
1980,12,7,5.6696114
1980,12,8,4.9218284
1980,12,9,6.5439102
1980,12,10,5.2475671
1980,12,11,4.8596308
1980,12,12,8.2129133
1980,12,13,6.6261255
1980,12,14,5.0176655
1980,12,15,7.3343708
1980,12,16,6.8335098
1980,12,17,2.0301914
1980,12,18,0.76296769
1980,12,19,-1.444087
1980,12,20,2.637312
1980,12,21,5.4204143
1980,12,22,6.9166262
1980,12,23,8.7374942
1980,12,24,7.8001196
1980,12,25,6.5197442
1980,12,26,6.2336288
1980,12,27,5.501316
1980,12,28,6.4806817
1980,12,29,8.2300847
1980,12,30,4.9176473
1980,12,31,2.4908393
1981,1,1,1.6342804
1981,1,2,2.9343814
1981,1,3,3.7665015
1981,1,4,4.7453534
1981,1,5,7.0033086
1981,1,6,3.7267429
1981,1,7,2.9011041
1981,1,8,5.6571925
1981,1,9,6.2348818
1981,1,10,6.9299028
1981,1,11,6.6517549
1981,1,12,5.3647158
1981,1,13,6.7411068
1981,1,14,7.7822606
1981,1,15,9.2935379
1981,1,16,6.2813346
1981,1,17,7.1118197
1981,1,18,6.8612401
1981,1,19,8.1499886
1981,1,20,7.2166692
1981,1,21,4.8116646
1981,1,22,7.4803893
1981,1,23,7.7190675
1981,1,24,8.6792316
1981,1,25,8.4474075
1981,1,26,6.0182242
1981,1,27,7.2439076
1981,1,28,3.9137174
1981,1,29,6.4503171
1981,1,30,7.5398427
1981,1,31,7.6063846
1981,2,1,7.4269758
1981,2,2,7.9027227
1981,2,3,3.6779436
1981,2,4,5.3238354
1981,2,5,9.7544868
1981,2,6,9.0439523
1981,2,7,4.69617
1981,2,8,2.4066528
1981,2,9,6.0814357
1981,2,10,6.8263484
1981,2,11,3.8974566
1981,2,12,7.1207793
1981,2,13,4.1752683
1981,2,14,6.3265593
1981,2,15,5.5884299
1981,2,16,5.5763957
1981,2,17,6.6752726
