year,month,day,tmin
1979,1,1,4.3955375
1979,1,2,4.3461276
1979,1,3,6.5283088
1979,1,4,6.9440676
1979,1,5,7.5363736
1979,1,6,8.2214799
1979,1,7,8.8896617
1979,1,8,7.4289846
1979,1,9,5.6447011
1979,1,10,5.9737739
1979,1,11,6.9692921
1979,1,12,3.8205487
1979,1,13,2.7539152
1979,1,14,4.9102895
1979,1,15,6.4085814
1979,1,16,7.7854636
1979,1,17,7.4112008
1979,1,18,9.8822344
1979,1,19,10.745546
1979,1,20,9.3701816
1979,1,21,8.5810051
1979,1,22,7.4270078
1979,1,23,5.4423755
1979,1,24,5.4806548
1979,1,25,5.6797491
1979,1,26,6.1321423
1979,1,27,4.0612962
1979,1,28,6.140435
1979,1,29,6.7999596
1979,1,30,9.0218974
1979,1,31,8.8186341
1979,2,1,8.86234
1979,2,2,9.0592009
1979,2,3,8.0340483
1979,2,4,8.2035545
1979,2,5,6.2582208
1979,2,6,5.4546168
1979,2,7,6.6105081
1979,2,8,9.9688168
1979,2,9,10.354956
1979,2,10,8.643504
1979,2,11,7.048635
1979,2,12,5.7569218
1979,2,13,5.9402063
1979,2,14,7.5853477
1979,2,15,6.5693953
1979,2,16,5.990106
1979,2,17,7.081122
1979,2,18,4.3583298
1979,2,19,5.1298453
1979,2,20,8.0110279
1979,2,21,9.8681592
1979,2,22,8.1224024
1979,2,23,6.1070495
1979,2,24,5.022914
1979,2,25,6.0548807
1979,2,26,5.6041247
1979,2,27,5.980189
1979,2,28,3.2386767
1979,3,1,7.2518061
1979,3,2,6.3247671
1979,3,3,7.1098518
1979,3,4,5.0264899
1979,3,5,5.6226073
1979,3,6,1.7931549
1979,3,7,0.643962
1979,3,8,3.2280331
1979,3,9,4.3033997
1979,3,10,6.7218506
1979,3,11,8.8254466
1979,3,12,8.3424516
1979,3,13,8.7304539
1979,3,14,6.4676207
1979,3,15,5.5539632
1979,3,16,5.8482643
1979,3,17,5.2837166
1979,3,18,6.2197274
1979,3,19,5.4827993
1979,3,20,8.5579156
1979,3,21,5.7505058
1979,3,22,8.0264423
1979,3,23,5.1365083
1979,3,24,7.7593472
1979,3,25,6.8805627
1979,3,26,6.7811834
1979,3,27,4.297989
1979,3,28,4.5646152
1979,3,29,6.273165
1979,3,30,5.8387989
1979,3,31,6.0448372
1979,4,1,1.3202367
1979,4,2,1.6917934
1979,4,3,1.6385429
1979,4,4,0.31917105
1979,4,5,1.1944225
1979,4,6,3.6740897
1979,4,7,3.3116605
1979,4,8,3.5525601
1979,4,9,4.3862173
1979,4,10,1.4175271
1979,4,11,2.098288
1979,4,12,5.0664995
1979,4,13,4.0371942
1979,4,14,4.0298606
1979,4,15,4.1698456
1979,4,16,5.3212924
1979,4,17,5.5290825
1979,4,18,3.4748212
