tmax_q5, tmax_q10, tmax_q50, tmax_q90, tmax_q95, tmin_q5, tmin_q10, tmin_q50, tmin_q90, tmin_q95, tavg_q5, tavg_q10, tavg_q50, tavg_q90, tavg_q95, prec_q5, prec_q10, prec_q50, prec_q90, prec_q95, prec_q99, HW_TN90, HW_TX90, HW_TAVG90
19.97, 20.4, 24.55, 29.7, 30.43, 5.255, 5.7, 8.9, 11.4, 12.015, 13.0925, 13.8183333333333, 16.6, 19.8633333333333, 20.9075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.5, 29.5266666666667, 19.7
20, 20.8, 24.6, 29.7266666666667, 30.515, 5.5, 5.83666666666667, 8.9, 11.4, 12.1, 13.4275, 14.1183333333333, 16.6, 19.8266666666667, 20.9075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.5, 29.6, 19.7316666666667
20.2, 20.9366666666667, 24.7, 29.9, 31.5, 5.27, 5.83666666666667, 8.8, 11.4633333333333, 12.13, 13.4425, 14.1183333333333, 16.7, 19.7, 20.995, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.5, 29.6, 19.8
20.485, 21.2, 24.7, 29.9, 31.5, 5.085, 5.8, 8.8, 11.4633333333333, 12.13, 13.67, 14.4183333333333, 16.725, 19.89, 21.08, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.5633333333333, 29.5633333333333, 19.85
20.385, 21.1366666666667, 24.75, 29.8266666666667, 32.075, 5.585, 6.1, 8.8, 11.8633333333333, 12.715, 13.785, 14.4183333333333, 16.85, 19.945, 21.28, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.6, 29.3, 19.8
20.485, 21.2, 24.75, 29.8266666666667, 32.53, 5.27, 6.1, 8.6, 11.9, 12.8, 13.685, 14.1683333333333, 16.675, 20.095, 21.45, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.5, 29.2633333333333, 19.7816666666667
20.5, 21.2, 24.8, 29.49, 32.53, 5.27, 5.87333333333333, 8.45, 11.9, 12.615, 13.6, 14.05, 16.75, 20.095, 21.4575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.6, 29.2, 19.7
20.285, 21.2, 25.15, 29.2, 30.565, 5.385, 6.1, 8.6, 11.8633333333333, 12.63, 13.7425, 14.2683333333333, 16.975, 19.85, 21.11, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.6, 29.2, 19.7
20.2, 21.2, 24.9, 29, 30.4, 5.385, 6.1, 8.7, 11.7633333333333, 12.6, 13.6, 14.1683333333333, 17.025, 19.745, 20.515, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.8, 29.2, 19.7633333333333
20.055, 21.1, 24.85, 28.9, 30.3, 5.285, 6, 8.8, 11.4, 12.4, 13.385, 13.85, 17, 19.6816666666667, 20.415, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.8633333333333, 29.2, 19.8
19.77, 20.7, 25, 28.7633333333333, 29.515, 5.4, 6.03666666666667, 8.9, 11.4633333333333, 12.315, 13.3, 13.8183333333333, 17.1, 19.5133333333333, 20.2575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.8633333333333, 29.0633333333333, 19.7
19.555, 20.6366666666667, 24.75, 28.6633333333333, 29.63, 5.285, 6, 8.9, 11.5633333333333, 12.615, 13.235, 13.85, 17, 19.5133333333333, 20.2575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.8, 28.9, 19.6316666666667
20.085, 20.7, 24.45, 28.8633333333333, 30.315, 5.2, 5.73666666666667, 8.7, 11.6, 12.615, 13.0925, 13.8183333333333, 16.825, 19.6316666666667, 20.4575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.8, 28.8, 19.6
20, 20.7, 24.7, 29.39, 30.53, 5.2, 5.83666666666667, 8.6, 11.9633333333333, 12.945, 13.1425, 13.855, 16.8, 19.9533333333333, 21.4575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.7, 28.6633333333333, 19.55
20.2, 20.7, 24.75, 29.5, 30.615, 5.2, 5.9, 8.6, 12.2633333333333, 12.945, 13.3925, 14.1366666666667, 17, 20.1316666666667, 21.4575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.5, 28.6, 19.4816666666667
20.2, 20.7366666666667, 24.6, 29.09, 30.515, 5.155, 5.7, 8.6, 12.2633333333333, 13.215, 13.3125, 14.1366666666667, 16.925, 19.985, 21.5075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.5, 28.5633333333333, 19.3816666666667
20.2, 20.8366666666667, 24.6, 28.4633333333333, 30.015, 4.9, 5.73666666666667, 8.4, 12.1, 12.815, 12.985, 13.655, 16.725, 19.5133333333333, 21.315, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.4633333333333, 28.3633333333333, 19.25
20.2, 20.8366666666667, 24.45, 28.2, 29.615, 5.2, 5.93666666666667, 8.5, 11.9633333333333, 12.7, 13.35, 13.8, 16.55, 19.2133333333333, 20.5, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.4, 28.2, 19.15
19.9, 20.6366666666667, 24, 27.9, 28.515, 4.985, 5.8, 8.6, 11.2266666666667, 12.345, 13.1275, 13.8, 16.5, 18.995, 19.6575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.4633333333333, 28.2, 19.15
19.57, 20.6, 23.95, 27.8, 28.5, 4.9, 5.5, 8.6, 10.6, 11.63, 12.8925, 13.5, 16.325, 18.795, 19.55, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.4, 28.2, 19.1
19.37, 20.3, 23.9, 27.9633333333333, 28.6, 4.9, 5.4, 8.4, 10.7, 11.63, 12.8925, 13.45, 16.125, 18.6816666666667, 19.5225, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.1, 28.1, 19.05
19.085, 19.8366666666667, 23.7, 27.79, 28.6, 4.685, 5.2, 8.3, 10.8, 11.6, 12.7, 13.3683333333333, 15.825, 18.65, 19.5225, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 11.0633333333333, 28.1, 18.9
19.2, 19.8, 23.6, 27.79, 28.6, 4.6, 5.1, 8.05, 10.7633333333333, 11.43, 12.5925, 13.1866666666667, 15.775, 18.65, 19.165, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.8633333333333, 27.9, 18.75
19.4, 19.9366666666667, 23.7, 27.79, 28.815, 4.6, 5.13666666666667, 8, 10.7266666666667, 11.63, 12.6425, 13.2183333333333, 15.85, 18.5, 19.2025, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.8, 27.6, 18.65
19.6, 20.2, 23.6, 27.9633333333333, 28.9, 4.6, 5.03666666666667, 8, 10.8633333333333, 11.815, 12.6425, 13.3, 15.875, 18.5316666666667, 19.545, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.6633333333333, 27.6, 18.55
19.7, 20.3, 23.5, 27.5633333333333, 28.645, 4.4, 5, 8, 10.4633333333333, 11.6, 12.6425, 13.2, 15.65, 18.4816666666667, 19.4075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.6633333333333, 27.6, 18.55
19.7, 20.3366666666667, 23.45, 27.4633333333333, 28.9, 4.485, 5, 7.95, 10.2, 11.43, 12.5425, 13.2, 15.65, 18.4266666666667, 19.4075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.7, 27.5633333333333, 18.55
18.785, 20.0733333333333, 23.25, 27.2633333333333, 28.9, 4.4, 4.9, 7.9, 10.2, 11.23, 12.435, 13.0366666666667, 15.55, 18.3, 19.23, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.7633333333333, 27.4633333333333, 18.5
18.785, 19.7, 23, 27.1, 28.16, 4.285, 4.63666666666667, 7.9, 10.3, 11.115, 12.2425, 12.8683333333333, 15.375, 18.3, 18.9575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.6633333333333, 27.4, 18.35
18.485, 19.1366666666667, 23, 27.0633333333333, 28.515, 4.2, 4.73666666666667, 7.9, 10.4266666666667, 11.115, 12.1925, 12.6916666666667, 15.3, 18.1816666666667, 18.9575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.7, 27.4, 18.3
18.3, 18.9, 23, 27.5, 28.9, 4.185, 4.8, 7.7, 10.7, 11.615, 11.9275, 12.4866666666667, 15.55, 18.4266666666667, 19.1025, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.5, 27.2633333333333, 18.3
18.3, 19, 23.2, 27.5633333333333, 28.645, 4.185, 4.8, 8, 11.1, 11.715, 11.9275, 12.85, 15.7, 18.5316666666667, 19.0725, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.5, 27.2, 18.25
18.3, 19.0366666666667, 23.2, 27.5633333333333, 28.615, 4.2, 4.8, 8, 11.1633333333333, 11.7, 12.1625, 12.8683333333333, 15.675, 18.3816666666667, 19.0725, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.5, 27.0633333333333, 18.2
18.3, 18.8, 23, 27.4633333333333, 28.615, 4.37, 4.8, 7.85, 10.8633333333333, 11.6, 11.9425, 12.8183333333333, 15.6, 18.3, 18.9875, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.5, 26.8, 18.1
18.2, 18.8, 22.7, 27.3266666666667, 28.215, 4.37, 4.73666666666667, 7.75, 10.6266666666667, 11.515, 11.8625, 12.705, 15.25, 18.25, 18.8075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.5, 26.4633333333333, 18
18.185, 18.7366666666667, 22.35, 26.3, 27.63, 4.285, 4.7, 7.8, 10.5, 11.3, 12.0275, 12.705, 14.95, 18.0316666666667, 18.4075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.4633333333333, 26.3, 17.85
18.1, 18.6366666666667, 22.25, 25.5633333333333, 27.415, 4.285, 4.7, 7.6, 10.4633333333333, 11.115, 11.6, 12.65, 14.825, 17.4816666666667, 18.1225, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.5, 26.3, 17.8
18.085, 18.4733333333333, 22.15, 25.2633333333333, 26.99, 4.2, 4.7, 7.6, 10.4633333333333, 11.2, 11.5425, 12.55, 14.775, 17.3, 18.0075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.4, 26.1633333333333, 17.75
17.885, 18.6, 22, 25.2633333333333, 26.545, 4.185, 4.7, 7.5, 10.4, 11.2, 11.4925, 12.2, 14.65, 17.25, 17.6575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.4, 25.9, 17.65
17.8, 18.4366666666667, 21.95, 25.3, 26.545, 4, 4.57333333333333, 7.45, 10.4, 11.215, 11.3425, 12.0683333333333, 14.7, 17.2816666666667, 17.88, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.4, 25.8, 17.4816666666667
17.7, 18.4366666666667, 21.95, 25.1633333333333, 26.275, 3.985, 4.7, 7.15, 10.4, 11.215, 11.15, 11.9683333333333, 14.7, 17.2133333333333, 17.8075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.4, 25.6, 17.3316666666667
17.685, 18.5, 21.65, 25.1633333333333, 26.3, 3.77, 4.5, 7.1, 10, 11.2, 11.0275, 11.9366666666667, 14.65, 16.9816666666667, 17.8075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.3, 25.3633333333333, 17.25
17.585, 18.4366666666667, 21.55, 25.2266666666667, 26.36, 3.5, 4.37333333333333, 7, 9.8, 10.415, 10.9, 12.0183333333333, 14.6, 16.6816666666667, 17.715, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.2, 25.3, 17.15
17.585, 18.2366666666667, 21.3, 25.3, 26.715, 3.47, 4.37333333333333, 7.1, 9.76333333333333, 11, 10.8425, 11.9183333333333, 14.475, 16.7816666666667, 17.8075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10.1, 25.3, 17.0316666666667
17.2, 17.9733333333333, 21.3, 25.3, 26.445, 3.47, 4.37333333333333, 7.1, 9.6, 10.66, 10.85, 11.8683333333333, 14.225, 16.65, 17.7575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10, 25.3, 16.9816666666667
17.2, 17.8, 21, 25.6633333333333, 26.63, 3.47, 4.3, 7.1, 9.7, 11, 10.85, 11.65, 14.05, 16.6316666666667, 17.665, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 10, 24.9633333333333, 16.8316666666667
16.7, 17.5, 20.8, 25.6633333333333, 26.915, 3.485, 4, 7.1, 10.2633333333333, 11, 10.7275, 11.4, 14.025, 17.1133333333333, 17.815, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.8, 25, 16.7816666666667
16.955, 17.5, 20.8, 25.3, 27.03, 3.085, 3.93666666666667, 7.1, 10.2633333333333, 11, 10.585, 11.2866666666667, 14, 16.9766666666667, 17.9225, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.7, 24.8633333333333, 16.6
16.87, 17.5, 20.45, 25.2266666666667, 26.66, 2.985, 3.7, 7, 9.96333333333333, 10.745, 10.4775, 11.2, 13.925, 16.5816666666667, 17.665, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.7, 24.7, 16.55
16.885, 17.5366666666667, 20.2, 24.79, 26.515, 2.9, 3.53666666666667, 6.9, 9.9, 10.7, 10.5625, 11.1683333333333, 13.725, 16.5133333333333, 17.315, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.7, 24.6, 16.45
16.785, 17.5, 20.2, 24, 26.015, 2.9, 3.5, 6.9, 9.7, 10.4, 10.3425, 10.9866666666667, 13.675, 16.3316666666667, 17.2575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.7, 24.5, 16.35
17.085, 17.6, 20.45, 24.5633333333333, 25.93, 2.9, 3.5, 6.75, 9.36333333333333, 9.915, 10.4925, 11.1183333333333, 13.85, 16.2633333333333, 17.0075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.7, 24.1633333333333, 16.3
16.885, 17.7, 20.2, 24.19, 25.9, 2.9, 3.63666666666667, 6.9, 9.3, 9.83, 10.6425, 11.1183333333333, 13.8, 16.1633333333333, 16.9, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.7, 24.1, 16.2816666666667
16.385, 17.5, 20.1, 24.0633333333333, 25.9, 2.985, 4, 6.7, 9.6, 10.915, 10.55, 11.0683333333333, 13.85, 16.0816666666667, 16.9, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.7, 24, 16.1
16.285, 17.2, 20, 23.9266666666667, 25.56, 3.3, 4, 6.75, 9.46333333333333, 11.015, 10.5425, 11.0683333333333, 13.6, 16.1633333333333, 16.765, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.6, 23.9, 16.05
16.2, 16.9, 19.8, 23.8, 25.33, 3.3, 4, 6.7, 9.66333333333333, 11.015, 10.6775, 11.1, 13.425, 16.0816666666667, 16.665, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.4, 23.7, 15.9
15.57, 16.3366666666667, 19.35, 23.3533333333333, 23.83, 2.885, 3.93666666666667, 6.6, 9.3, 11.015, 10.2, 10.8683333333333, 13.15, 15.4, 16.1, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.3, 23.6, 15.6
15.385, 16.2, 19, 22.9, 23.845, 2.7, 3.73666666666667, 6.5, 9.1, 10.915, 10.0275, 10.55, 12.85, 15.3633333333333, 16.1, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.26333333333333, 23.4, 15.5
15.585, 16.4, 18.7, 23.19, 23.845, 2.67, 3.3, 6.5, 9.1, 10.215, 9.8925, 10.55, 12.65, 15.3, 16.13, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.3, 23.3, 15.5
15.4, 16.2, 18.7, 22.9633333333333, 24.115, 2.67, 3.3, 6.4, 9.1, 10.215, 10.1775, 10.55, 12.6, 15.2816666666667, 15.7, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.3, 23.2633333333333, 15.4
15.3, 15.8366666666667, 18.7, 22.9633333333333, 24.115, 2.755, 3.3, 6.4, 9.16333333333333, 9.915, 9.735, 10.3366666666667, 12.625, 15.2, 15.6575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.4, 23.1, 15.3316666666667
14.785, 15.6366666666667, 18.4, 22.7266666666667, 24.115, 2.9, 3.3, 6.4, 9.2, 9.8, 9.5275, 10.3, 12.55, 15.0316666666667, 15.6075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.36333333333333, 22.6, 15.15
14.455, 15.4, 18.25, 22.6, 23.46, 2.8, 3.2, 6.15, 9.2, 9.815, 9.25, 10, 12.525, 15, 15.6075, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.36333333333333, 22.4633333333333, 15.1
13.885, 15.0366666666667, 18.15, 22.2166666666667, 23.315, 2.1, 3.1, 6.1, 9.2, 9.815, 8.7425, 9.49166666666667, 12.475, 15, 15.5575, 1.2, 1.4, 8.4, 38, 52.2, 83.6666666666672, 9.2, 22.4, 15
